Lon,Lat,GPS Head,PCI548_4_mean,PCI548_5_mean,PCI548_10_mean,PCI548_11_mean,PCI548_12_mean,PCI548_13_mean,PCI548_20_mean,PCI548_21_mean,PCI548_26_mean,PCI548_27_mean,PCI548_cell_mean,PCI548_4_max,PCI548_5_max,PCI548_10_max,PCI548_11_max,PCI548_12_max,PCI548_13_max,PCI548_20_max,PCI548_21_max,PCI548_26_max,PCI548_27_max,PCI548_cell_max,PCI548_4_min,PCI548_5_min,PCI548_10_min,PCI548_11_min,PCI548_12_min,PCI548_13_min,PCI548_20_min,PCI548_21_min,PCI548_26_min,PCI548_27_min,PCI548_cell_min,PCI548_4_std,PCI548_5_std,PCI548_10_std,PCI548_11_std,PCI548_12_std,PCI548_13_std,PCI548_20_std,PCI548_21_std,PCI548_26_std,PCI548_27_std,PCI548_cell_std,PCI548_4_count,PCI548_5_count,PCI548_10_count,PCI548_11_count,PCI548_12_count,PCI548_13_count,PCI548_20_count,PCI548_21_count,PCI548_26_count,PCI548_27_count,PCI548_cell_count,run
-93.261848,44.975716,210,,,,,,,-117.41,,,-128.41666666666666,-120.04500000000002,,,,,,,-117.41,,,-128.37,-117.4,,,,,,,-117.41,,,-128.44,-127.98,,,,,,,,,,0.04041451884326576,5.29,0,0,0,0,0,0,1,0,0,3,4,"['7', '7', '7', '7']"
-93.261848,44.975719,210,,,,-113.93833333333333,,,-124.55,,,,-117.21857142857144,,,,-112.07,,,-124.55,,,,-113.3,,,,-115.85,,,-124.55,,,,-125.91,,,,2.0472070404985168,,,,,,,4.577085785269297,0,0,0,6,0,0,1,0,0,0,7,"['7', '7', '7', '7', '7', '7', '7']"
-93.261848,44.9758,180,,,,-115.2,,,-117.23,,,,-115.215,,,,-115.2,,,-117.23,,,,-115.2,,,,-115.2,,,-117.23,,,,-115.23,,,,,,,,,,,0.02121320343559723,0,0,0,1,0,0,1,0,0,0,2,"['8', '8']"
-93.261848,44.975803,180,,,,-115.28,,,,,,,-115.255,,,,-115.28,,,,,,,-115.21,,,,-115.28,,,,,,,-115.3,,,,0.0,,,,,,,0.06363961030679169,0,0,0,2,0,0,0,0,0,0,2,"['8', '8']"
-93.261848,44.975807,180,,,,-115.28,,,,,,,-115.3,,,,-115.28,,,,,,,-115.3,,,,-115.28,,,,,,,-115.3,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,['8']
-93.261848,44.975811,180,,,,-115.785,,,-115.89,,,,-115.72000000000001,,,,-115.41,,,-115.89,,,,-115.48,,,,-116.16,,,-115.89,,,,-115.91,,,,0.5303300858899106,,,,,,,0.2193171219946098,0,0,0,2,0,0,1,0,0,0,3,"['8', '8', '8']"
-93.261848,44.975815,180,,,,-116.61,,,-117.53,,,,-116.445,,,,-116.61,,,-117.53,,,,-116.28,,,,-116.61,,,-117.53,,,,-116.61,,,,,,,,,,,0.23334523779155444,0,0,0,1,0,0,1,0,0,0,2,"['8', '8']"
-93.261848,44.975819,150,,,,-121.85,,,-123.26,,,,-122.205,,,,-121.85,,,-123.26,,,,-121.39,,,,-121.85,,,-123.26,,,,-123.02,,,,,,,,,,,1.1525840533340692,0,0,0,1,0,0,1,0,0,0,2,"['8', '8']"
-93.261848,44.975819,180,,,,-117.96,,,,,,,-118.326,,,,-116.61,,,,,,,-116.61,,,,-119.0,,,,,,,-120.24,,,,1.235536320793524,,,,,,,1.6405883091135296,0,0,0,5,0,0,0,0,0,0,5,"['8', '8', '8', '8', '8']"
-93.261848,44.975822,150,,,,-117.38,,,,,,,-117.38,,,,-117.38,,,,,,,-117.38,,,,-117.38,,,,,,,-117.38,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,['8']
-93.261848,44.97591,300,,,,-121.36,,,,,,,-121.36,,,,-121.36,,,,,,,-121.36,,,,-121.36,,,,,,,-121.36,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,['8']
-93.261841,44.975151,210,-124.3,,,-120.46,,,-123.24833333333333,,-119.99,,-121.46937500000001,-124.3,,,-117.87,,,-121.81,,-119.99,,-117.93,-124.3,,,-124.04,,,-124.34,,-119.99,,-123.66,,,,2.4458653157639616,,,0.9565650352520065,,,,2.0252356858729605,1,0,0,8,0,0,6,0,1,0,16,"['19', '19', '19', '19', '19', '19', '19', '19', '19', '19', '19', '19', '19', '19', '19', '19']"
-93.261841,44.975155,210,-124.26,,,-118.045,,,-120.95,,,,-118.94,-124.26,,,-117.86,,,-120.95,,,,-117.46,-124.26,,,-118.23,,,-120.95,,,,-120.96,,,,0.26162950903902576,,,,,,,1.4698526003197265,1,0,0,2,0,0,1,0,0,0,4,"['19', '19', '19', '19']"
-93.261841,44.975159,210,,,,-119.2625,,,,,,-129.69,-119.75399999999999,,,,-117.23,,,,,,-129.69,-117.27,,,,-121.66,,,,,,-129.69,-121.73,,,,1.8430658335139982,,,,,,,1.8712909982148753,0,0,0,4,0,0,0,0,0,1,5,"['19', '19', '19', '19', '19']"
-93.261841,44.975243,270,,,,-118.7,,,,,,,-120.41,,,,-118.7,,,,,,,-120.41,,,,-118.7,,,,,,,-120.41,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,['19']
-93.261841,44.975246,270,,,,,,,-123.3,,,,-121.15,,,,,,,-123.3,,,,-121.15,,,,,,,-123.3,,,,-121.15,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,1,['19']
-93.261841,44.97525,270,,,,,,,-123.05,,,,-122.23,,,,,,,-122.8,,,,-122.03,,,,,,,-123.3,,,,-122.43,,,,,,,0.3535533905932738,,,,0.28284271247462306,0,0,0,0,0,0,2,0,0,0,2,"['19', '19']"
-93.261841,44.97525,300,,,,,,,-122.69,,,,-122.55,,,,,,,-122.69,,,,-122.55,,,,,,,-122.69,,,,-122.55,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,1,['19']
-93.261841,44.975254,300,,,,,,,-122.66,,,,-122.62,,,,,,,-122.66,,,,-122.62,,,,,,,-122.66,,,,-122.62,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,1,['19']
-93.261841,44.975258,300,,,,,,,-122.66,,,,-122.62,,,,,,,-122.66,,,,-122.62,,,,,,,-122.66,,,,-122.62,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,1,['19']
-93.261841,44.975258,330,,,,,,,-122.66,,,,-122.65,,,,,,,-122.66,,,,-122.65,,,,,,,-122.66,,,,-122.65,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,1,['19']
-93.261841,44.975262,330,,,,,,,-122.66,,,,-122.655,,,,,,,-122.66,,,,-122.65,,,,,,,-122.66,,,,-122.66,,,,,,,0.0,,,,0.007071067811859044,0,0,0,0,0,0,2,0,0,0,2,"['19', '19']"
-93.261841,44.975266,240,,,,,,,-128.65,,,,-127.23,,,,,,,-128.65,,,,-127.23,,,,,,,-128.65,,,,-127.23,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,1,['19']
-93.261841,44.975266,300,,,,,,,-132.37,,,,-125.66,,,,,,,-132.37,,,,-125.66,,,,,,,-132.37,,,,-125.66,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,1,['19']
-93.261841,44.975273,180,,,,,,,-128.65,,,,-127.43,,,,,,,-128.65,,,,-127.43,,,,,,,-128.65,,,,-127.43,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,1,['19']
-93.261841,44.975307,210,,,,-114.81,,,,,,,-115.17,,,,-114.81,,,,,,,-115.17,,,,-114.81,,,,,,,-115.17,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,['7']
-93.261841,44.975311,120,,,,-115.45666666666666,,,,,,,-115.31833333333333,,,,-113.08,,,,,,,-112.59,,,,-116.68,,,,,,,-116.66,,,,1.8412242304148285,,,,,,,1.8967067951232375,0,0,0,6,0,0,0,0,0,0,6,"['8', '8', '8', '8', '8', '8']"
-93.261841,44.975311,210,,,,,,-115.46,-115.71,,,,-115.64999999999999,,,,,,-115.46,-115.71,,,,-115.23,,,,,,-115.46,-115.71,,,,-115.91,,,,,,0.0,,,,,0.36715119501371546,0,0,0,0,0,2,1,0,0,0,3,"['7', '7', '7']"
-93.261841,44.975315,120,,,,-116.61,,,,,,,-116.63,,,,-116.61,,,,,,,-116.63,,,,-116.61,,,,,,,-116.63,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,['8']
-93.261841,44.975315,210,,,,,,-115.46,,,,,-114.41,,,,,,-115.46,,,,,-114.41,,,,,,-115.46,,,,,-114.41,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,['7']
-93.261841,44.97533,90,,,,-111.03599999999999,,,,,,,-111.006,,,,-110.49,,,,,,,-110.49,,,,-112.59,,,,,,,-112.56,,,,0.8783678045101597,,,,,,,0.8780261955089976,0,0,0,5,0,0,0,0,0,0,5,"['1', '1', '1', '1', '1']"
-93.261841,44.975349,240,,,,-109.74,,,-111.88,,,,-109.47749999999999,,,,-108.6,,,-111.88,,,,-108.16,,,,-111.49,,,-111.88,,,,-110.5,,,,1.538538267317391,,,,,,,1.132442051497563,0,0,0,3,0,0,1,0,0,0,4,"['10', '10', '10', '10']"
-93.261841,44.975391,210,,,,,,-116.205,-118.54,,,,-116.12333333333333,,,,,,-116.2,-118.54,,,,-116.0,,,,,,-116.21,-118.54,,,,-116.2,,,,,,0.007071067811859044,,,,,0.10785793124909095,0,0,0,0,0,2,1,0,0,0,3,"['19', '19', '19']"
-93.261841,44.975403,60,,,,-112.00999999999999,,,,,,,-111.80000000000001,,,,-111.91,,,,,,,-111.73,,,,-112.11,,,,,,,-111.87,,,,0.14142135623730648,,,,,,,0.09899494936611203,0,0,0,2,0,0,0,0,0,0,2,"['10', '10']"
-93.261841,44.975407,60,,,,-113.48,,,,,,,-113.85,,,,-113.48,,,,,,,-113.85,,,,-113.48,,,,,,,-113.85,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,['10']
-93.261841,44.97541,300,,,,-113.66,,,-114.59,,,,-114.1675,,,,-113.27,,,-114.59,,,,-113.2,,,,-114.05,,,-114.59,,,,-114.94,,,,0.5515432893255079,,,0.0,,,,0.8457491747951381,0,0,0,2,0,0,2,0,0,0,4,"['8', '8', '8', '8']"
-93.261841,44.975414,300,,,,-113.27,,,,,,,-113.1,,,,-113.27,,,,,,,-113.1,,,,-113.27,,,,,,,-113.1,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,['8']
-93.261841,44.975445,30,,,,,,-125.65,,,,,-125.66,,,,,,-125.65,,,,,-125.66,,,,,,-125.65,,,,,-125.66,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,['19']
-93.261841,44.975449,30,,,,,,-126.1825,,,,,-126.1875,,,,,,-125.65,,,,,-125.66,,,,,,-127.41,,,,,-127.41,,,,,,0.8367148060520162,,,,,0.8324812310196565,0,0,0,0,0,4,0,0,0,0,4,"['19', '19', '19', '19']"
-93.261841,44.975449,210,,,,-113.40666666666665,,,,,,,-113.40666666666665,,,,-112.52,,,,,,,-112.52,,,,-113.85,,,,,,,-113.85,,,,0.7678758580222034,,,,,,,0.7678758580222034,0,0,0,3,0,0,0,0,0,0,3,"['5', '5', '5']"
-93.261841,44.975452,30,,,,,,-125.0,,,,,-125.0,,,,,,-125.0,,,,,-125.0,,,,,,-125.0,,,,,-125.0,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,['19']
-93.261841,44.975456,210,,,,-115.05,,,,,,,-115.32,,,,-115.05,,,,,,,-115.32,,,,-115.05,,,,,,,-115.32,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,['1']
-93.261841,44.97546,210,,,,-114.65666666666668,,,-117.8,,,,-114.4525,,,,-114.14,,,-117.8,,,,-113.34,,,,-115.02,,,-117.8,,,,-115.16,,,,0.4596012764705206,,,,,,,0.808429547538516,0,0,0,3,0,0,1,0,0,0,4,"['1', '1', '1', '1']"
-93.261841,44.975464,210,,,,-113.38,,,,,,,-113.82,,,,-113.38,,,,,,,-113.82,,,,-113.38,,,,,,,-113.82,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,['1']
-93.261841,44.975468,210,,,,-113.71,,,-115.54,,,,-112.985,,,,-113.71,,,-115.54,,,,-112.44,,,,-113.71,,,-115.54,,,,-113.53,,,,,,,,,,,0.7707463914933392,0,0,0,1,0,0,1,0,0,0,2,"['1', '1']"
-93.261841,44.975471,210,,,,-113.5575,,,,,,,-113.7875,,,,-110.34,,,,,,,-111.09,,,,-117.37,,,,,,,-117.34,,,,2.9001537315574604,,,,,,,2.602144948563266,0,0,0,4,0,0,0,0,0,0,4,"['1', '1', '1', '19']"
-93.261841,44.975475,210,,,,-116.3425,,,,,,,-116.3275,,,,-114.93,,,,,,,-114.89,,,,-117.77,,,,,,,-117.71,,,,1.619616724207717,,,,,,,1.5470051712906407,0,0,0,4,0,0,0,0,0,0,4,"['1', '1', '19', '19']"
-93.261841,44.975479,210,,,,-119.375,,,,,,,-119.155,,,,-119.37,,,,,,,-119.09,,,,-119.38,,,,,,,-119.22,,,,0.007071067811859044,,,,,,,0.09192388155424797,0,0,0,2,0,0,0,0,0,0,2,"['19', '19']"
-93.261841,44.975483,210,,,,-118.77,,,,,,,-118.34,,,,-118.77,,,,,,,-118.34,,,,-118.77,,,,,,,-118.34,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,['19']
-93.261841,44.975487,210,,,,-119.15,,,,,,,-118.62,,,,-119.15,,,,,,,-118.62,,,,-119.15,,,,,,,-118.62,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,['19']
-93.261841,44.975494,210,,,,-120.61,,,-121.66,,,,-120.78,,,,-120.61,,,-121.66,,,,-119.92,,,,-120.61,,,-121.66,,,,-121.64,,,,,,,,,,,1.216223663640861,0,0,0,1,0,0,1,0,0,0,2,"['7', '7']"
-93.261841,44.975498,30,,,,,,-139.9,,,,,-125.69333333333334,,,,,,-139.9,,,,,-125.66,,,,,,-139.9,,,,,-125.72,,,,,,0.0,,,,,0.03055050463303363,0,0,0,0,0,3,0,0,0,0,3,"['14', '14', '14']"
-93.261841,44.975498,120,,,,-116.60000000000001,,,-119.44,,,,-115.84,,,,-115.07,,,-119.44,,,,-114.73,,,,-119.18,,,-119.44,,,,-117.15,,,,2.247198255606314,,,,,,,1.281717597600968,0,0,0,3,0,0,1,0,0,0,4,"['8', '8', '8', '8']"
-93.261841,44.975498,210,,,,-122.44,,,-118.945,,,,-119.40333333333332,,,,-122.44,,,-117.46,,,,-118.32,,,,-122.44,,,-120.43,,,,-120.44,,,,,,,2.1001071401240505,,,,1.060770160465187,0,0,0,1,0,0,2,0,0,0,3,"['7', '7', '7']"
-93.261841,44.975502,30,,,,,,-132.895,,,,,-125.635,,,,,,-125.89,,,,,-125.59,,,,,,-139.9,,,,,-125.68,,,,,,9.90656600442354,,,,,0.06363961030679169,0,0,0,0,0,2,0,0,0,0,2,"['14', '14']"
-93.261841,44.975502,120,,,,,,-119.05,,,,,-119.13,,,,,,-119.05,,,,,-119.09,,,,,,-119.05,,,,,-119.17,,,,,,0.0,,,,,0.05656854249491757,0,0,0,0,0,2,0,0,0,0,2,"['8', '8']"
-93.261841,44.975502,210,,,,,,,-120.43,,,,-120.43,,,,,,,-120.43,,,,-120.43,,,,,,,-120.43,,,,-120.43,,,,,,,0.0,,,,0.0,0,0,0,0,0,0,2,0,0,0,2,"['7', '7']"
-93.261841,44.97551,30,,,,,,-125.89,,,,,-125.68,,,,,,-125.89,,,,,-125.68,,,,,,-125.89,,,,,-125.68,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,['14']
-93.261841,44.975677,180,,,,,,,-117.57,,,,-117.57,,,,,,,-117.57,,,,-117.57,,,,,,,-117.57,,,,-117.57,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,1,['7']
-93.261841,44.975677,240,,,,,,,-116.5,,,,-116.34,,,,,,,-116.5,,,,-116.34,,,,,,,-116.5,,,,-116.34,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,1,['7']
-93.261841,44.975681,210,,,,-117.92166666666668,,,-116.40700000000001,,,-126.98,-118.59263157894738,,,,-116.6,,,-115.71,,,-126.98,-115.73,,,,-120.96,,,-117.45,,,-126.98,-126.98,,,,1.9962807083841405,,,0.8976766307158426,,,0.0,4.032775225994106,0,0,0,6,0,0,10,0,0,3,19,"['7', '7', '7', '7', '7', '7', '7', '7', '7', '7', '7', '7', '7', '7', '7', '7', '7', '7', '7']"
-93.261841,44.975681,240,,,,-114.45,,,,,,,-114.45,,,,-114.45,,,,,,,-114.45,,,,-114.45,,,,,,,-114.45,,,,0.0,,,,,,,0.0,0,0,0,3,0,0,0,0,0,0,3,"['7', '7', '7']"
-93.261841,44.975681,270,,,,-115.13999999999999,,,,,,,-114.61000000000001,,,,-114.43,,,,,,,-114.4,,,,-118.09,,,,,,,-115.44,,,,1.451853987148848,,,,,,,0.407823491231199,0,0,0,6,0,0,0,0,0,0,6,"['7', '7', '7', '7', '7', '7']"
-93.261841,44.975681,300,,,,-118.09,,,,,,,-115.44,,,,-118.09,,,,,,,-115.44,,,,-118.09,,,,,,,-115.44,,,,0.0,,,,,,,0.0,0,0,0,2,0,0,0,0,0,0,2,"['7', '7']"
-93.261841,44.975685,210,,,,-119.78000000000002,,,,,,,-119.77999999999999,,,,-119.78,,,,,,,-119.7,,,,-119.78,,,,,,,-119.82,,,,0.0,,,,,,,0.06928203230275157,0,0,0,3,0,0,0,0,0,0,3,"['7', '7', '7']"
-93.261841,44.975689,210,,,,-120.1,,,,,,,-120.0375,,,,-119.37,,,,,,,-119.34,,,,-121.88,,,,,,,-121.77,,,,1.2023033449730234,,,,,,,1.1674009593965502,0,0,0,4,0,0,0,0,0,0,4,"['7', '7', '7', '7']"
-93.261841,44.9757,210,,,,,,,-117.165,,,,-117.165,,,,,,,-114.74,,,,-114.74,,,,,,,-120.13,,,,-120.13,,,,,,,2.834648714273668,,,,2.834648714273668,0,0,0,0,0,0,4,0,0,0,4,"['7', '7', '7', '7']"
-93.261841,44.975704,210,,,,,,,-120.2,,,,-120.2,,,,,,,-120.2,,,,-120.2,,,,,,,-120.2,,,,-120.2,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,1,['7']
-93.261841,44.975708,210,,,,,,,-120.2,,,,-120.745,,,,,,,-120.2,,,,-120.68,,,,,,,-120.2,,,,-120.81,,,,,,,0.0,,,,0.09192388155424797,0,0,0,0,0,0,2,0,0,0,2,"['7', '7']"
-93.261841,44.975712,210,,,,-118.83,,,,,-124.03999999999999,,-121.6,,,,-118.83,,,,,-123.02,,-119.45,,,,-118.83,,,,,-125.06,,-123.99,,,,0.0,,,,,1.4424978336205563,,2.0897527764466863,0,0,0,2,0,0,0,0,2,0,4,"['7', '7', '7', '7']"
-93.261841,44.975906,300,,,,-121.77,,,,,,,-121.77,,,,-121.77,,,,,,,-121.77,,,,-121.77,,,,,,,-121.77,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,['8']
-93.261841,44.97591,300,,,,-121.845,,,,,,,-121.845,,,,-121.36,,,,,,,-121.36,,,,-122.33,,,,,,,-122.33,,,,0.6858935777509503,,,,,,,0.6858935777509503,0,0,0,2,0,0,0,0,0,0,2,"['8', '8']"
-93.261833,44.975151,210,,,,-121.22,,,-124.09666666666665,,,,-122.0175,,,,-121.22,,,-123.96,,,,-120.82,,,,-121.22,,,-124.2,,,,-123.26,,,,,,,0.12342339054382816,,,,1.22611513869348,0,0,0,1,0,0,3,0,0,0,4,"['19', '19', '19', '19']"
-93.261833,44.975239,240,,,,-116.935,,,,,,,-114.575,,,,-115.05,,,,,,,-113.89,,,,-118.82,,,,,,,-115.26,,,,2.6657925650732865,,,,,,,0.9687362902255733,0,0,0,2,0,0,0,0,0,0,2,"['19', '19']"
-93.261833,44.975239,270,,,,-118.7,,,,,,,-116.79,,,,-118.7,,,,,,,-116.79,,,,-118.7,,,,,,,-116.79,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,['19']
-93.261833,44.975243,270,,,,-118.7,,,,,,,-119.4,,,,-118.7,,,,,,,-119.4,,,,-118.7,,,,,,,-119.4,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,['19']
-93.261833,44.975269,30,,,,-123.524,,-128.29999999999998,,,,,-125.181,,,,-123.27,,-128.16,,,,,-123.27,,,,-124.1,,-128.67,,,,,-128.06,,,,0.33820112359363363,,0.21059439688652043,,,,,2.090903313562513,0,0,0,5,0,5,0,0,0,0,10,"['19', '19', '19', '19', '19', '19', '19', '19', '19', '19']"
-93.261833,44.975273,0,,,,-123.08,,,,,,,-122.45,,,,-123.08,,,,,,,-122.45,,,,-123.08,,,,,,,-122.45,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,['19']
-93.261833,44.975273,30,,,,-123.88,,,,,,,-123.23,,,,-123.88,,,,,,,-123.23,,,,-123.88,,,,,,,-123.23,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,['19']
-93.261833,44.975273,120,,,,,,,-128.65,,,,-127.5,,,,,,,-128.65,,,,-127.5,,,,,,,-128.65,,,,-127.5,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,1,['19']
-93.261833,44.975277,0,,,,,,,-125.27,,,,-122.29,,,,,,,-125.27,,,,-122.29,,,,,,,-125.27,,,,-122.29,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,1,['19']
-93.261833,44.975277,60,,,,,,,-127.64,,,,-127.55,,,,,,,-127.64,,,,-127.55,,,,,,,-127.64,,,,-127.55,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,1,['19']
-93.261833,44.975281,0,,,,-122.59,,,,,-123.8,,-122.84,,,,-122.59,,,,,-123.8,,-122.16,,,,-122.59,,,,,-123.8,,-123.52,,,,,,,,,,,0.9616652224137092,0,0,0,1,0,0,0,0,1,0,2,"['19', '19']"
-93.261833,44.975288,210,,,,-113.66,,-121.57,-117.02,,,-129.32,-113.85,,,,-113.66,,-121.57,-117.02,,,-129.32,-113.0,,,,-113.66,,-121.57,-117.02,,,-129.32,-114.7,,,,0.0,,,,,,,1.2020815280171377,0,0,0,2,0,1,1,0,0,1,2,"['15', '15']"
-93.261833,44.975288,240,,,,-120.30000000000001,,,-121.86,,,,-119.995,,,,-120.26,,,-121.59,,,,-119.84,,,,-120.34,,,-122.13,,,,-120.15,,,,0.05656854249491757,,,0.38183766184073004,,,,0.21920310216783134,0,0,0,2,0,0,2,0,0,0,2,"['15', '15']"
-93.261833,44.975311,120,,,,-114.37333333333333,,,-114.15,,,,-113.8,,,,-114.09,,,-114.15,,,,-113.69,,,,-114.94,,,-114.15,,,,-113.99,,,,0.4907477288111786,,,,,,,0.13976170195491372,0,0,0,3,0,0,1,0,0,0,4,"['8', '8', '8', '8']"
-93.261833,44.975315,210,,,,,,-114.19,,,,,-114.19,,,,,,-114.19,,,,,-114.19,,,,,,-114.19,,,,,-114.19,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,['7']
-93.261833,44.975319,210,,,,,,-114.17,,,,,-114.21000000000001,,,,,,-114.17,,,,,-114.2,,,,,,-114.17,,,,,-114.22,,,,,,0.0,,,,,0.014142135623733162,0,0,0,0,0,2,0,0,0,0,2,"['7', '7']"
-93.261833,44.97533,90,,,,-113.8775,,,,,,,-113.8375,,,,-112.59,,,,,,,-112.56,,,,-115.02,,,,,,,-114.88,,,,0.9955693513429013,,,,,,,0.9570222916247342,0,0,0,4,0,0,0,0,0,0,4,"['1', '1', '1', '1']"
-93.261833,44.975349,240,,,,-106.556,,,,,,,-106.44200000000001,,,,-106.23,,,,,,,-106.24,,,,-107.36,,,,,,,-106.92,,,,0.4703509328150645,,,,,,,0.2790519664865357,0,0,0,5,0,0,0,0,0,0,5,"['10', '10', '10', '10', '10']"
-93.261833,44.975391,210,,,,,,-116.27333333333333,,,,,-116.13333333333334,,,,,,-116.21,,,,,-116.09,,,,,,-116.37,,,,,-116.17,,,,,,0.08504900548116642,,,,,0.040414518843267376,0,0,0,0,0,3,0,0,0,0,3,"['19', '19', '19']"
-93.261833,44.975395,210,,,,,,-116.685,-115.71,,,,-115.65666666666668,,,,,,-116.68,-115.71,,,,-114.56,,,,,,-116.69,-115.71,,,,-116.34,,,,,,0.007071067811859044,,,,,0.9592879303594569,0,0,0,0,0,2,1,0,0,0,3,"['19', '19', '19']"
-93.261833,44.975399,210,,,,-116.09666666666665,,,,,,,-115.06666666666666,,,,-115.82,,,,,,,-113.98,,,,-116.31,,,,,,,-115.96,,,,0.25106440076867825,,,,,,,1.0040584312346208,0,0,0,3,0,0,0,0,0,0,3,"['19', '19', '19']"
-93.261833,44.97541,60,,,,-114.37,,-112.435,,,,,-112.6288888888889,,,,-114.37,,-111.66,,,,,-111.68,,,,-114.37,,-115.52,,,,,-114.79,,,,,,1.2919862891797904,,,,,1.1838015505612012,0,0,0,1,0,8,0,0,0,0,9,"['10', '10', '10', '10', '10', '10', '10', '10', '10']"
-93.261833,44.97541,300,,,,,,,-113.07249999999999,,,,-112.8125,,,,,,,-111.81,,,,-111.84,,,,,,,-114.59,,,,-114.28,,,,,,,1.3667083326981948,,,,1.1624507158011792,0,0,0,0,0,0,4,0,0,0,4,"['8', '8', '8', '8']"
-93.261833,44.975452,150,,,,-112.52,,,,,,,-112.42,,,,-112.52,,,,,,,-112.42,,,,-112.52,,,,,,,-112.42,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,['5']
-93.261833,44.975456,30,,,,,,-124.55,,,,,-124.55,,,,,,-124.5,,,,,-124.5,,,,,,-124.6,,,,,-124.6,,,,,,0.07071067811865074,,,,,0.07071067811865074,0,0,0,0,0,2,0,0,0,0,2,"['19', '19']"
-93.261833,44.97546,30,,,,-123.01,,-124.47999999999999,,,,,-124.3,,,,-123.01,,-124.46,,,,,-123.94,,,,-123.01,,-124.5,,,,,-124.5,,,,,,0.028284271247461298,,,,,0.3124099870362636,0,0,0,1,0,2,0,0,0,0,3,"['19', '19', '19']"
-93.261833,44.975479,210,,,,-113.45,,,-115.85000000000001,,,,-114.27749999999999,,,,-113.45,,,-115.25,,,,-113.38,,,,-113.45,,,-116.15,,,,-115.2,,,,,,,0.5196152422706655,,,,0.9252161909521474,0,0,0,1,0,0,3,0,0,0,4,"['1', '1', '1', '1']"
-93.261833,44.975487,210,,,,-118.39,,,,,,,-118.27,,,,-118.39,,,,,,,-118.27,,,,-118.39,,,,,,,-118.27,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,['19']
-93.261833,44.975491,210,,,,-117.51999999999998,,,,,,,-117.75666666666666,,,,-116.13,,,,,,,-116.94,,,,-119.66,,,,,,,-119.11,,,,1.880717948018791,,,,,,,1.1803530545278984,0,0,0,3,0,0,0,0,0,0,3,"['19', '19', '19']"
-93.261833,44.975498,120,,,,-118.39,,,-119.8,,,,-118.10600000000002,,,,-118.27,,,-118.75,,,,-116.66,,,,-118.51,,,-121.05,,,,-118.99,,,,0.16970562748477783,,,1.1629703349612965,,,,0.9122115982599659,0,0,0,2,0,0,3,0,0,0,5,"['8', '8', '8', '8', '8']"
-93.261833,44.975506,210,,,,,,,-119.92,,,,-120.41,,,,,,,-119.92,,,,-120.41,,,,,,,-119.92,,,,-120.41,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,1,['7']
-93.261833,44.97551,210,,,,,,,-119.92,,,,-120.28,,,,,,,-119.92,,,,-120.2,,,,,,,-119.92,,,,-120.36,,,,,,,0.0,,,,0.11313708498984519,0,0,0,0,0,0,2,0,0,0,2,"['7', '7']"
