Lon,Lat,GPS Head,PCI548_4_mean,PCI548_5_mean,PCI548_10_mean,PCI548_11_mean,PCI548_12_mean,PCI548_13_mean,PCI548_20_mean,PCI548_21_mean,PCI548_26_mean,PCI548_27_mean,PCI548_cell_mean,PCI548_4_max,PCI548_5_max,PCI548_10_max,PCI548_11_max,PCI548_12_max,PCI548_13_max,PCI548_20_max,PCI548_21_max,PCI548_26_max,PCI548_27_max,PCI548_cell_max,PCI548_4_min,PCI548_5_min,PCI548_10_min,PCI548_11_min,PCI548_12_min,PCI548_13_min,PCI548_20_min,PCI548_21_min,PCI548_26_min,PCI548_27_min,PCI548_cell_min,PCI548_4_std,PCI548_5_std,PCI548_10_std,PCI548_11_std,PCI548_12_std,PCI548_13_std,PCI548_20_std,PCI548_21_std,PCI548_26_std,PCI548_27_std,PCI548_cell_std,PCI548_4_count,PCI548_5_count,PCI548_10_count,PCI548_11_count,PCI548_12_count,PCI548_13_count,PCI548_20_count,PCI548_21_count,PCI548_26_count,PCI548_27_count,PCI548_cell_count,run
-93.261497,44.975231,270,-107.122,-112.45,,-102.32199999999999,-109.61,-116.75,-105.404,,,,-102.126,-106.11,-112.45,,-98.92,-107.95,-116.75,-103.17,,,,-98.9,-108.7,-112.45,,-103.96,-111.2,-116.75,-107.1,,,,-103.45,1.0960702532228483,,,2.0380554457619544,1.6261303760768948,,1.4207146089204516,,,,1.9019805466933668,5,1,0,5,3,1,5,0,0,0,5,"['11', '11', '11', '11', '11']"
-93.261497,44.97525,210,,,,-110.41666666666667,,,,,,,-110.38666666666667,,,,-110.31,,,,,,,-110.3,,,,-110.55,,,,,,,-110.49,,,,0.12220201853215468,,,,,,,0.09609023536933405,0,0,0,3,0,0,0,0,0,0,3,"['7', '7', '7']"
-93.261497,44.975254,210,,,,-111.59,,,,,,,-111.3,,,,-111.59,,,,,,,-111.3,,,,-111.59,,,,,,,-111.3,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,['7']
-93.261497,44.975311,90,,,,-117.87666666666667,,,-122.53,,,,-118.2125,,,,-117.59,,,-122.53,,,,-117.66,,,,-118.02,,,-122.53,,,,-118.63,,,,0.24826061575153482,,,,,,,0.4898554208471455,0,0,0,3,0,0,1,0,0,0,4,"['1', '1', '1', '1']"
-93.261497,44.975349,120,-117.15,,,-117.48,-118.125,,-118.88,,,,-116.454,-117.15,,,-117.48,-117.41,,-118.88,,,,-115.48,-117.15,,,-117.48,-118.84,,-118.88,,,,-117.4,,,,,1.0111626970967678,,,,,,0.6863526790215074,1,0,0,1,2,0,1,0,0,0,5,"['10', '10', '10', '10', '10']"
-93.261497,44.975349,240,-116.12,,,-113.7775,,,,,,,-113.90599999999999,-116.12,,,-112.11,,,,,,,-111.99,-116.12,,,-115.38,,,,,,,-115.63,,,,1.5165173919213641,,,,,,,1.635016819485357,1,0,0,4,0,0,0,0,0,0,5,"['13', '13', '13', '13', '13']"
-93.261497,44.975357,210,,,,-117.16,,,,,,,-114.13,,,,-117.16,,,,,,,-114.13,,,,-117.16,,,,,,,-114.13,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,['19']
-93.261497,44.975361,210,-117.185,,,-117.8,,,,,,,-117.49374999999999,-115.72,,,-116.96,,,,,,,-115.53,-118.65,,,-118.3,,,,,,,-118.66,2.071822868876589,,,0.5735852159879945,,,,,,,1.1657852963315576,2,0,0,6,0,0,0,0,0,0,8,"['19', '19', '19', '19', '19', '19', '19', '19']"
-93.261497,44.975365,210,,,,-118.495,,,,,,,-118.705,,,,-117.95,,,,,,,-118.36,,,,-119.04,,,,,,,-119.05,,,,0.7707463914933392,,,,,,,0.4879036790187162,0,0,0,2,0,0,0,0,0,0,2,"['19', '19']"
-93.261497,44.975399,120,-121.13,,,-119.35666666666667,,,,,,,-119.6575,-121.13,,,-119.33,,,,,,,-119.33,-121.13,,,-119.41,,,,,,,-120.52,,,,0.046188021535167025,,,,,,,0.575926789328876,1,0,0,3,0,0,0,0,0,0,4,"['8', '8', '8', '8']"
-93.261497,44.97541,210,,,,-115.37333333333333,,,,,,,-115.40000000000002,,,,-114.24,,,,,,,-114.34,,,,-115.94,,,,,,,-115.93,,,,0.9814954576223675,,,,,,,0.9179869280115069,0,0,0,3,0,0,0,0,0,0,3,"['7', '7', '7']"
-93.261497,44.975414,210,,,,-115.765,,,,,,,-115.83500000000001,,,,-115.62,,,,,,,-115.79,,,,-115.91,,,,,,,-115.88,,,,0.20506096654409317,,,,,,,0.06363961030677662,0,0,0,2,0,0,0,0,0,0,2,"['7', '7']"
-93.261497,44.975422,210,,,,,-123.88,,-124.34,,,-134.43,-123.85000000000001,,,,,-123.88,,-124.34,,,-134.43,-123.55,,,,,-123.88,,-124.34,,,-134.43,-124.23,,,,,,,,,,,0.34698703145795523,0,0,0,0,1,0,1,0,0,1,3,"['19', '19', '19']"
-93.261497,44.975422,240,,,,-117.64,,,-121.03999999999999,,,,-118.30666666666667,,,,-117.64,,,-120.3,,,,-117.84,,,,-117.64,,,-121.78,,,,-118.86,,,,,,,1.0465180361560882,,,,0.5154932912592846,0,0,0,1,0,0,2,0,0,0,3,"['15', '15', '15']"
-93.261497,44.975426,210,-125.7,,,,-124.88499999999999,,,,,,-123.46333333333332,-125.7,,,,-123.75,,,,,,-122.87,-125.7,,,,-126.02,,,,,,-124.22,,,,,1.6051323932934551,,,,,,0.68966175284216,1,0,0,0,2,0,0,0,0,0,3,"['19', '19', '19']"
-93.261497,44.975426,240,,,,-115.83,,,,,,,-115.87,,,,-115.83,,,,,,,-115.87,,,,-115.83,,,,,,,-115.87,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,['15']
-93.261497,44.97543,210,-125.19,,,,-123.13,,-122.88,,,,-121.45666666666666,-125.19,,,,-123.13,,-122.88,,,,-120.32,-125.19,,,,-123.13,,-122.88,,,,-122.32,,,,,,,,,,,1.0276348248932246,1,0,0,0,1,0,1,0,0,0,3,"['19', '19', '19']"
-93.261497,44.97543,270,-115.88333333333333,,,,,,,,,,-114.18666666666667,-115.55,,,,,,,,,,-113.02,-116.05,,,,,,,,,,-115.06,0.2886751345948108,,,,,,,,,,1.0511580915035288,3,0,0,0,0,0,0,0,0,0,3,"['10', '10', '10']"
-93.261497,44.975433,210,,,,-117.01,-123.8,,,,,,-117.525,,,,-117.01,-123.8,,,,,,-116.05,,,,-117.01,-123.8,,,,,,-119.0,,,,,,,,,,,2.0859650045003124,0,0,0,1,1,0,0,0,0,0,2,"['19', '19']"
-93.261497,44.975471,240,,,,-116.79,,,,,,,-116.81666666666668,,,,-115.7,,,,,,,-115.7,,,,-117.57,,,,,,,-117.65,,,,0.972779522810784,,,,,,,1.005402075457038,0,0,0,3,0,0,0,0,0,0,3,"['15', '15', '15']"
-93.261497,44.975479,210,,,,-118.35,,,-120.93,,,,-118.64,,,,-117.02,,,-120.93,,,,-116.98,,,,-119.68,,,-120.93,,,,-119.92,,,,1.8809040379562192,,,,,,,1.5063864046120419,0,0,0,2,0,0,1,0,0,0,3,"['19', '19', '19']"
-93.261497,44.975479,270,,,,-118.425,,,,,,,-117.70750000000001,,,,-117.41,,,,,,,-117.41,,,,-121.45,,,,,,,-118.59,,,,2.0166887051137365,,,,,,,0.5883522187714934,0,0,0,4,0,0,0,0,0,0,4,"['15', '15', '15', '15']"
-93.261497,44.975483,210,,,,-123.86,,,-121.77,,,,-120.14,,,,-123.86,,,-121.77,,,,-120.0,,,,-123.86,,,-121.77,,,,-120.28,,,,,,,,,,,0.1979898987322341,0,0,0,1,0,0,1,0,0,0,2,"['19', '19']"
-93.261497,44.975487,210,,,,,-127.63,,-119.55,,,,-119.51,,,,,-127.63,,-119.55,,,,-118.87,,,,,-127.63,,-119.55,,,,-120.15,,,,,,,,,,,0.9050966799187816,0,0,0,0,1,0,1,0,0,0,2,"['19', '19']"
-93.261497,44.975491,210,,,,-119.01333333333334,,,,,,,-118.87333333333333,,,,-117.77,,,,,,,-118.48,,,,-120.54,,,,,,,-119.48,,,,1.4065679270242681,,,,,,,0.5330415868704221,0,0,0,3,0,0,0,0,0,0,3,"['19', '19', '19']"
-93.261497,44.975529,210,,,,-117.23666666666666,,,,,,,-117.22666666666667,,,,-117.23,,,,,,,-117.21,,,,-117.24,,,,,,,-117.24,,,,0.005773502691891007,,,,,,,0.015275252316522629,0,0,0,3,0,0,0,0,0,0,3,"['19', '19', '19']"
-93.261497,44.975578,210,,,,-121.075,,,,,,,-121.05000000000001,,,,-120.95,,,,,,,-120.9,,,,-121.2,,,,,,,-121.2,,,,0.1767766952966369,,,,,,,0.21213203435596728,0,0,0,2,0,0,0,0,0,0,2,"['15', '15']"
-93.261497,44.97562,90,,,,-134.02666666666667,,,-135.48,,,,-132.3675,,,,-132.0,,,-135.48,,,,-131.05,,,,-136.23,,,-135.48,,,,-135.09,,,,2.120526664141077,,,,,,,1.8526804905325809,0,0,0,3,0,0,1,0,0,0,4,"['15', '15', '15', '15']"
-93.261497,44.975651,90,,,,-125.69,,,-130.03,,,,-126.15333333333332,,,,-125.69,,,-128.86,,,,-125.78,,,,-125.69,,,-131.2,,,,-126.89,,,,,,,1.6546298679765035,,,,0.6379916404885989,0,0,0,1,0,0,2,0,0,0,3,"['15', '15', '15']"
-93.261497,44.975746,330,,,,,,,-122.53,,,,-121.84,,,,,,,-122.53,,,,-121.84,,,,,,,-122.53,,,,-121.84,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,1,['19']
-93.261497,44.97575,330,,,,-130.68,,,-121.9,,,,-122.55000000000001,,,,-130.68,,,-121.9,,,,-121.65,,,,-130.68,,,-121.9,,,,-123.45,,,,,,,,,,,1.2727922061357786,0,0,0,1,0,0,1,0,0,0,2,"['19', '19']"
-93.261497,44.97578,300,,,,,,,-119.9925,,,,-119.9925,,,,,,,-117.28,,,,-117.28,,,,,,,-121.91,,,,-121.91,,,,,,,1.9451199620246267,,,,1.9451199620246267,0,0,0,0,0,0,4,0,0,0,4,"['8', '8', '8', '8']"
-93.261497,44.975784,300,,,,,,,,,,-124.22,-124.22,,,,,,,,,,-124.22,-124.22,,,,,,,,,,-124.22,-124.22,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,['7']
-93.261497,44.975788,300,,,,,,,-130.03,,,-126.71999999999998,-127.12142857142855,,,,,,,-130.03,,,-122.94,-122.94,,,,,,,-130.03,,,-131.41,-131.52,,,,,,,,,,4.159769224368099,3.80436779054212,0,0,0,0,0,0,1,0,0,6,7,"['7', '7', '7', '7', '7', '7', '7']"
-93.261497,44.975845,330,,,,-123.54,,,,,,,-123.58,,,,-123.54,,,,,,,-123.58,,,,-123.54,,,,,,,-123.58,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,['9']
-93.261497,44.975849,330,-135.06,,,-129.52,,,-127.58,,,,-127.54333333333334,-135.06,,,-129.52,,,-127.58,,,,-126.09,-135.06,,,-129.52,,,-127.58,,,,-128.45,,,,,,,,,,,1.2714296415190722,1,0,0,1,0,0,1,0,0,0,3,"['9', '9', '9']"
-93.26149,44.975075,210,-93.45,-103.09,,-94.07,,,,,,-100.84,-92.31,-93.45,-103.09,,-94.07,,,,,,-100.84,-92.31,-93.45,-103.09,,-94.07,,,,,,-100.84,-92.31,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,1,1,['7']
-93.26149,44.975079,210,-89.94333333333334,-103.33999999999999,,-88.17333333333333,,,-104.59,,,-101.66,-88.06,-89.45,-103.13,,-88.05,,,-104.59,,,-101.2,-88.02,-90.84,-103.63,,-88.34,,,-104.59,,,-102.12,-88.12,0.7778388864882813,0.2594224354214486,,0.1497776129244102,,,,,,0.6505382386916199,0.05291502622129874,3,3,0,3,0,0,1,0,0,2,3,"['7', '7', '7']"
-93.26149,44.975082,210,-88.79,-105.25,,-89.53,,,,,,-102.26,-88.54,-88.79,-105.25,,-89.53,,,,,,-102.26,-88.54,-88.79,-105.25,,-89.53,,,,,,-102.26,-88.54,,,,,,,,,,,,1,1,0,1,0,0,0,0,0,1,1,['7']
-93.26149,44.975136,30,-110.23,,,-110.97,,,,,,,-109.835,-110.23,,,-110.75,,,,,,,-109.71,-110.23,,,-111.19,,,,,,,-109.96,0.0,,,0.3111269837220793,,,,,,,0.1767766952966369,2,0,0,2,0,0,0,0,0,0,2,"['7', '7']"
-93.26149,44.97514,30,-112.50333333333333,-125.02333333333333,,-110.83999999999999,,,-119.15333333333335,,,,-110.36666666666667,-111.33,-123.27,,-110.32,,,-116.73,,,,-109.98,-113.54,-126.52,,-111.5,,,-120.69,,,,-111.02,1.1113205358191387,1.6401321085002138,,0.6023288138550335,,,2.1236839061718524,,,,0.5689756878227149,3,3,0,3,0,0,3,0,0,0,3,"['7', '7', '7']"
-93.26149,44.975159,120,,,,-115.34333333333332,,,,,,,-115.37333333333333,,,,-115.09,,,,,,,-115.09,,,,-115.47,,,,,,,-115.73,,,,0.21939310229205516,,,,,,,0.3262412195497896,0,0,0,3,0,0,0,0,0,0,3,"['8', '8', '8']"
-93.26149,44.975159,210,,,,-120.0775,,,,,,,-120.1075,,,,-118.48,,,,,,,-118.49,,,,-122.04,,,,,,,-122.05,,,,1.5743861237532168,,,,,,,1.5685316913172902,0,0,0,4,0,0,0,0,0,0,4,"['18', '18', '18', '18']"
-93.26149,44.975163,120,,,,-116.275,,,,,,,-116.295,,,,-116.27,,,,,,,-116.28,,,,-116.28,,,,,,,-116.31,,,,0.007071067811874117,,,,,,,0.02121320343559723,0,0,0,2,0,0,0,0,0,0,2,"['8', '8']"
-93.26149,44.975163,210,,,,-117.89,,,,,,,-117.95,,,,-117.89,,,,,,,-117.95,,,,-117.89,,,,,,,-117.95,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,['18']
-93.26149,44.975166,210,,,,-120.65,,,,,,,-120.92,,,,-120.65,,,,,,,-120.92,,,,-120.65,,,,,,,-120.92,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,['18']
-93.26149,44.975208,300,-106.70599999999999,-114.58,,-103.08000000000001,-113.07,,-107.83200000000002,,,,-103.056,-106.56,-114.58,,-101.97,-112.23,,-106.99,,,,-101.96,-107.05,-114.58,,-104.59,-113.82,,-109.49,,,,-104.59,0.2025586334867062,0.0,,1.1754573577973746,0.7988116173416535,,0.9824052117125612,,,,1.1654956027373138,5,2,0,5,3,0,5,0,0,0,5,"['8', '8', '8', '8', '8']"
-93.26149,44.975212,300,-104.72,,,-97.48,-110.96,,-101.8,,,,-97.46,-104.72,,,-97.48,-110.96,,-101.8,,,,-97.46,-104.72,,,-97.48,-110.96,,-101.8,,,,-97.46,,,,,,,,,,,,1,0,0,1,1,0,1,0,0,0,1,['8']
-93.26149,44.975231,270,-107.13,-111.78,,-103.955,-111.14666666666665,,-103.7825,,,,-103.1525,-105.18,-111.78,,-101.87,-109.71,,-103.31,,,,-101.67,-108.52,-111.78,,-106.07,-112.16,,-104.89,,,,-104.76,1.5196710170296668,,,1.774645504506929,1.2786842195527972,,0.7513266045247371,,,,1.3071438329426461,4,1,0,4,3,0,4,0,0,0,4,"['11', '11', '11', '11']"
-93.26149,44.975258,210,,,,-110.515,,,,,,,-110.55,,,,-110.09,,,,,,,-110.28,,,,-110.94,,,,,,,-110.82,,,,0.6010407640085614,,,,,,,0.38183766184073004,0,0,0,2,0,0,0,0,0,0,2,"['7', '7']"
-93.26149,44.975262,210,,,,-112.78,,,,,,,-112.8,,,,-112.55,,,,,,,-112.55,,,,-113.01,,,,,,,-113.05,,,,0.3252691193458175,,,,,,,0.3535533905932738,0,0,0,2,0,0,0,0,0,0,2,"['7', '7']"
-93.26149,44.975266,210,,,,,,-114.06,,,,,-114.27,,,,,,-114.06,,,,,-114.27,,,,,,-114.06,,,,,-114.27,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,['7']
-93.26149,44.975315,90,,,,,,,-121.23,,,,-118.76,,,,,,,-121.23,,,,-118.76,,,,,,,-121.23,,,,-118.76,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,1,['1']
-93.26149,44.975319,90,-120.85,,,-116.92500000000001,,,-119.7,,,,-118.47166666666665,-120.85,,,-115.12,,,-119.7,,,,-116.21,-120.85,,,-118.05,,,-119.7,,,,-119.77,,,,1.4127160601715523,,,,,,,1.2236570870414105,1,0,0,4,0,0,1,0,0,0,6,"['1', '1', '1', '1', '1', '1']"
-93.26149,44.975349,90,,,-106.51,,,-111.28,,,,,-107.46199999999999,,,-106.51,,,-111.28,,,,,-106.63,,,-106.51,,,-111.28,,,,,-108.52,,,0.0,,,,,,,,0.916498772503268,0,0,4,0,0,1,0,0,0,0,5,"['10', '10', '10', '10', '10']"
-93.26149,44.975349,120,,,-106.51,,,,,,,,-111.0,,,-106.51,,,,,,,,-111.0,,,-106.51,,,,,,,,-111.0,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,['10']
-93.26149,44.975349,240,-124.61,,,-118.32666666666667,,,,,,,-118.34,-124.61,,,-114.89,,,,,,,-114.6,-124.61,,,-121.11,,,,,,,-120.43,,,,3.161049403810914,,,,,,,2.6820017399944702,1,0,0,3,0,0,0,0,0,0,4,"['13', '13', '13', '13']"
-93.26149,44.975349,270,-144.55,,,,,,,,,,-121.41,-144.55,,,,,,,,,,-121.41,-144.55,,,,,,,,,,-121.41,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,['13']
-93.26149,44.975353,270,,,,-125.05,,,-143.53,,,,-123.87,,,,-125.05,,,-143.53,,,,-122.73,,,,-125.05,,,-143.53,,,,-125.01,,,,,,,,,,,1.612203461105329,0,0,0,1,0,0,1,0,0,0,2,"['13', '13']"
-93.26149,44.975365,210,,,,-117.03,,,,,,,-117.13,,,,-117.03,,,,,,,-117.13,,,,-117.03,,,,,,,-117.13,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,['19']
-93.26149,44.975368,210,,,,-117.59666666666668,,,,,,,-117.63999999999999,,,,-117.44,,,,,,,-117.59,,,,-117.8,,,,,,,-117.69,,,,0.1844812546936265,,,,,,,0.04999999999999716,0,0,0,3,0,0,0,0,0,0,3,"['19', '19', '19']"
-93.26149,44.975372,210,,,,-118.495,,,,,,,-118.03,,,,-118.33,,,,,,,-117.88,,,,-118.66,,,,,,,-118.18,,,,0.23334523779155444,,,,,,,0.2121320343559723,0,0,0,2,0,0,0,0,0,0,2,"['19', '19']"
-93.26149,44.975376,210,,,,-120.09,,,-121.66,,,,-119.68,,,,-120.09,,,-121.66,,,,-119.38,,,,-120.09,,,-121.66,,,,-119.98,,,,,,,,,,,0.42426406871193956,0,0,0,1,0,0,1,0,0,0,2,"['19', '19']"
-93.26149,44.97538,210,-120.26,,,-118.43,,,,,,,-118.5,-120.26,,,-118.43,,,,,,,-117.98,-120.26,,,-118.43,,,,,,,-119.02,,,,,,,,,,,0.7353910524340038,1,0,0,1,0,0,0,0,0,0,2,"['19', '19']"
-93.26149,44.975384,210,-124.35,,,-119.84,,,,,,,-118.56,-124.35,,,-119.84,,,,,,,-118.3,-124.35,,,-119.84,,,,,,,-118.82,,,,,,,,,,,0.36769552621699686,1,0,0,1,0,0,0,0,0,0,2,"['19', '19']"
-93.26149,44.975399,120,-120.984,,,,,,-124.88,,,,-121.35166666666667,-120.95,,,,,,-124.88,,,,-120.8,-121.02,,,,,,-124.88,,,,-123.6,0.03361547262794014,,,,,,,,,,1.1027677301529388,5,0,0,0,0,0,1,0,0,0,6,"['8', '8', '8', '8', '8', '8']"
-93.26149,44.975418,210,,,,-115.62,,,,,,,-115.54,,,,-115.62,,,,,,,-115.54,,,,-115.62,,,,,,,-115.54,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,['7']
-93.26149,44.975422,210,,,,-113.86333333333333,,,,,,,-113.77,,,,-113.28,,,,,,,-113.25,,,,-115.01,,,,,,,-114.77,,,,0.993092812043944,,,,,,,0.8662563131082983,0,0,0,3,0,0,0,0,0,0,3,"['7', '7', '7']"
-93.26149,44.975422,240,,,,-113.13,,,,,,,-113.16,,,,-113.13,,,,,,,-113.16,,,,-113.13,,,,,,,-113.16,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,['7']
-93.26149,44.975426,240,,,,-114.73,,,,,,,-114.60666666666667,,,,-113.13,,,,,,,-112.93,,,,-116.01,,,,,,,-115.88,,,,1.4664242223858779,,,,,,,1.5157946210926196,0,0,0,3,0,0,0,0,0,0,3,"['7', '15', '15']"
-93.26149,44.97543,240,,,,-114.64333333333333,,,,,,,-114.71,,,,-114.09,,,,,,,-114.26,,,,-115.21,,,,,,,-115.14,,,,0.5601190349678611,,,,,,,0.440340777126076,0,0,0,3,0,0,0,0,0,0,3,"['15', '15', '15']"
-93.26149,44.97543,270,,,,-112.6825,,,,,,,-112.35999999999999,,,,-112.42,,,,,,,-111.93,,,,-112.98,,,,,,,-112.71,,,,0.23128265535199244,,,,,,,0.40439254856306733,0,0,0,4,0,0,0,0,0,0,4,"['10', '10', '10', '10']"
-93.26149,44.975437,210,,,,-117.305,,,,,,,-117.245,,,,-115.78,,,,,,,-116.2,,,,-118.83,,,,,,,-118.29,,,,2.1566756826189732,,,,,,,1.4778531726798867,0,0,0,2,0,0,0,0,0,0,2,"['19', '19']"
-93.26149,44.975441,60,,,,,,,,,-125.3,,-125.3,,,,,,,,,-125.3,,-125.3,,,,,,,,,-125.3,,-125.3,,,,,,,,,0.0,,0.0,0,0,0,0,0,0,0,0,3,0,3,"['7', '7', '7']"
-93.26149,44.975441,210,,,,-118.36,,,-119.51,,,,-118.06666666666666,,,,-118.36,,,-119.51,,,,-117.57,,,,-118.36,,,-119.51,,,,-118.5,,,,0.0,,,,,,,0.46822359331129015,0,0,0,2,0,0,1,0,0,0,3,"['19', '19', '19']"
-93.26149,44.975445,210,,,,-117.4,,,,,,,-117.59,,,,-117.4,,,,,,,-117.59,,,,-117.4,,,,,,,-117.59,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,['19']
-93.26149,44.975475,240,,,,-115.69999999999999,,,,,,,-115.69999999999999,,,,-115.69,,,,,,,-115.69,,,,-115.71,,,,,,,-115.71,,,,0.014142135623723113,,,,,,,0.014142135623723113,0,0,0,2,0,0,0,0,0,0,2,"['15', '15']"
-93.26149,44.975479,240,,,,-116.78,,,,,,,-116.775,,,,-116.76,,,,,,,-116.75,,,,-116.8,,,,,,,-116.8,,,,0.028284271247456274,,,,,,,0.03535533905932034,0,0,0,2,0,0,0,0,0,0,2,"['15', '15']"
-93.26149,44.975479,270,,,,-117.31,,,,,,,-117.29333333333334,,,,-117.21,,,,,,,-117.17,,,,-117.39,,,,,,,-117.38,,,,0.09165151389911871,,,,,,,0.10969655114602445,0,0,0,3,0,0,0,0,0,0,3,"['15', '15', '15']"
-93.26149,44.975494,210,,,,-117.54,,,-118.58,,,,-118.28999999999999,,,,-117.54,,,-118.58,,,,-117.96,,,,-117.54,,,-118.58,,,,-118.62,,,,,,,,,,,0.46669047558313403,0,0,0,1,0,0,1,0,0,0,2,"['19', '19']"
-93.26149,44.975498,270,,,,,,,-130.835,,,,-130.49,,,,,,,-130.83,,,,-130.39,,,,,,,-130.84,,,,-130.59,,,,,,,0.007071067811859044,,,,0.14142135623731153,0,0,0,0,0,0,2,0,0,0,2,"['15', '15']"
-93.26149,44.975529,210,-123.8525,,,-118.674,,,-117.39,,,,-119.894,-121.73,,,-116.72,,,-117.39,,,,-116.59,-125.44,,,-122.96,,,-117.39,,,,-124.73,1.8705146350670458,,,2.558843488765964,,,,,,,2.948578565267606,4,0,0,5,0,0,1,0,0,0,10,"['19', '19', '19', '19', '19', '19', '19', '19', '19', '19']"
-93.26149,44.975533,210,,,,-119.12,,,,,,,-119.14,,,,-119.12,,,,,,,-119.14,,,,-119.12,,,,,,,-119.14,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,['19']
-93.26149,44.97554,210,,,,,,,-122.19333333333334,,,,-122.19333333333334,,,,,,,-122.15,,,,-122.15,,,,,,,-122.28,,,,-122.28,,,,,,,0.07505553499464976,,,,0.07505553499464976,0,0,0,0,0,0,3,0,0,0,3,"['7', '7', '7']"
-93.26149,44.97554,240,,,,-119.09,,,,,,,-119.09,,,,-119.09,,,,,,,-119.09,,,,-119.09,,,,,,,-119.09,,,,0.0,,,,,,,0.0,0,0,0,2,0,0,0,0,0,0,2,"['18', '18']"
-93.26149,44.975544,210,,,,,,,-123.02,,,,-123.02,,,,,,,-123.02,,,,-123.02,,,,,,,-123.02,,,,-123.02,,,,,,,0.0,,,,0.0,0,0,0,0,0,0,2,0,0,0,2,"['7', '7']"
-93.26149,44.975544,240,,,,-119.08,,,,,,,-119.08,,,,-119.08,,,,,,,-119.08,,,,-119.08,,,,,,,-119.08,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,['18']
-93.26149,44.975578,210,,,,-121.17,,,,,,,-120.70333333333333,,,,-120.92,,,,,,,-120.3,,,,-121.35,,,,,,,-121.16,,,,0.2233830790368813,,,,,,,0.4324735059322542,0,0,0,3,0,0,0,0,0,0,3,"['15', '15', '15']"
-93.26149,44.97562,90,,,,,,,-151.32,,,,-148.856,,,,,,,-141.57,,,,-141.45,,,,,,,-155.55,,,,-155.2,,,,,,,5.806995780952489,,,,6.494215118087792,0,0,0,0,0,0,5,0,0,0,5,"['15', '15', '15', '15', '15']"
-93.26149,44.975651,90,,,,-127.66,,,,,,,-127.16,,,,-127.66,,,,,,,-127.16,,,,-127.66,,,,,,,-127.16,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,['15']
-93.26149,44.975739,210,,,,-119.38,,,,,,,-119.38,,,,-119.38,,,,,,,-119.38,,,,-119.38,,,,,,,-119.38,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,['19']
-93.26149,44.975739,300,,,,-119.38,,,,,,,-119.38,,,,-119.38,,,,,,,-119.38,,,,-119.38,,,,,,,-119.38,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,['19']
-93.26149,44.975739,330,,,,-124.25,,,,,,,-124.25,,,,-120.49,,,,,,,-120.49,,,,-127.78,,,,,,,-127.78,,,,3.6504383298447904,,,,,,,3.6504383298447904,0,0,0,3,0,0,0,0,0,0,3,"['19', '19', '19']"
-93.26149,44.975742,150,,,,-116.55,,,-117.23,,,,-116.36500000000001,,,,-116.55,,,-117.23,,,,-116.34,,,,-116.55,,,-117.23,,,,-116.39,,,,,,,,,,,0.03535533905932034,0,0,0,1,0,0,1,0,0,0,2,"['15', '15']"
-93.26149,44.975742,330,,,,-122.7,,,,,,,-122.43,,,,-122.7,,,,,,,-122.43,,,,-122.7,,,,,,,-122.43,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,1,['19']
-93.26149,44.975746,330,,,,,,,-130.16,,,,-123.34,,,,,,,-130.16,,,,-123.34,,,,,,,-130.16,,,,-123.34,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,1,['19']
-93.26149,44.975777,300,,,,,,,,,,-123.27,-123.27,,,,,,,,,,-123.27,-123.27,,,,,,,,,,-123.27,-123.27,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,1,['7']
-93.26149,44.97578,300,,,,,,,-121.265,,,-122.31,-121.61333333333334,,,,,,,-120.58,,,-121.77,-120.58,,,,,,,-121.95,,,-122.85,-122.85,,,,,,,0.7909698687897919,,,0.7636753236814752,0.8850009416190827,0,0,0,0,0,0,4,0,0,2,6,"['7', '7', '8', '8', '8', '8']"
-93.26149,44.975784,300,,,,,,,,,,-122.715,-122.715,,,,,,,,,,-121.7,-121.7,,,,,,,,,,-123.73,-123.73,,,,,,,,,,1.435426765808692,1.435426765808692,0,0,0,0,0,0,0,0,0,2,2,"['7', '7']"
