Lon,Lat,GPS Head,PCI,Band,RSRP_mean,RSRQ_mean,RSSI_mean,SINR_mean,Pathloss_mean,BLER_mean,CQI_mean,run
-93.26152,44.97538,210,224,Band 66,-76.39200000000001,-14.777999999999997,-39.794,8.228,99.76933333333332,8.636,12.830000000000002,"['5', '5', '5', '5', '5']"
-93.26152,44.975384,210,224,Band 66,-76.86,-16.14,-40.47,4.955,99.92666666666668,10.2,14.0,"['5', '5']"
-93.26152,44.975388,210,224,Band 66,-71.41,-12.41,-38.04,5.21,99.78,0.0,14.67,['5']
-93.26152,44.975548,150,224,Band 66,-77.09,-15.736666666666666,-39.75333333333333,1.7933333333333337,89.11666666666667,45.45333333333334,10.5,"['15', '15', '15']"
-93.26152,44.975552,150,224,Band 66,-74.03999999999999,-12.142,-39.394,5.236,88.94333333333334,32.31999999999999,12.2,"['15', '15', '15', '15', '15']"
-93.26152,44.975555,150,224,Band 66,-73.14999999999999,-11.58,-39.102,6.343999999999999,88.65666666666667,10.221999999999998,13.934000000000001,"['15', '15', '15', '15', '15']"
-93.26152,44.975559,150,224,Band 66,-74.2625,-13.1525,-40.085,4.035,88.638125,2.5,13.0825,"['15', '15', '15', '15']"
-93.26152,44.975563,150,224,Band 66,-72.99333333333334,-9.943333333333335,-40.89333333333334,6.116666666666667,89.19375000000001,0.0,13.833333333333334,"['15', '15', '15']"
-93.261513,44.975147,240,224,Band 66,-72.22,-12.96,-39.06,6.92,93.86666666666667,12.5,12.0,['5']
-93.261513,44.975151,240,224,Band 66,-71.2,-13.13,-37.87,7.54,94.78,20.9,10.4,['5']
-93.261513,44.975388,210,224,Band 66,-73.25999999999999,-12.704999999999998,-38.415000000000006,8.5,99.62666666666667,0.0,13.33,"['5', '5']"
-93.261513,44.975391,210,224,Band 66,-79.85,-15.904,-42.354,8.620000000000001,100.43733333333333,2.971,12.134,"['5', '5', '5', '5', '5']"
-93.261505,44.975151,240,224,Band 66,-68.81,-11.51,-37.31,8.21,94.68333333333334,32.45,9.5,['5']
-93.261505,44.975155,240,224,Band 66,-70.22,-12.6,-37.62,8.64,94.58666666666666,44.0,11.5,['5']
-93.261505,44.975395,210,224,Band 66,-75.322,-12.814000000000002,-40.678,7.43,98.25399999999999,8.203999999999999,12.61,"['5', '5', '5', '5', '5']"
-93.261497,44.975155,240,224,Band 66,-69.38,-11.58,-37.8,8.05,94.49,0.0,9.0,['5']
-93.261497,44.975159,240,224,Band 66,-75.86666666666666,-14.12,-40.623333333333335,6.093333333333334,95.43,19.84,9.89,"['5', '5', '5']"
-93.261497,44.975163,240,224,Band 66,-71.91,-13.91,-37.84,5.09,95.08666666666667,13.64,8.0,['5']
-93.261497,44.975399,150,224,Band 66,-77.535,-17.21,-40.1775,8.8075,92.5725,30.9525,12.3875,"['15', '15', '15', '15']"
-93.261497,44.975399,210,224,Band 66,-72.80799999999999,-11.134,-39.65599999999999,11.942000000000002,98.757,11.958,13.35,"['5', '5', '5', '5', '5']"
-93.261497,44.975403,210,224,Band 66,-74.635,-13.29,-39.28,11.355,100.53,2.5,13.25,"['5', '5']"
-93.26149,44.975163,240,224,Band 66,-71.16499999999999,-12.785,-38.394999999999996,7.370000000000001,93.86666666666666,15.254999999999999,10.17,"['5', '5']"
-93.26149,44.975166,240,224,Band 66,-75.07,-13.635000000000002,-40.765,5.050000000000001,93.88999999999999,8.335,10.5,"['5', '5']"
-93.26149,44.975399,150,224,Band 66,-77.85666666666667,-16.658095238095243,-41.03380952380952,10.542380952380954,94.48880952380952,29.02809523809524,11.920952380952382,"['15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15']"
-93.26149,44.975403,210,224,Band 66,-77.02,-14.56,-39.5,7.27,101.285,15.38,14.33,['5']
-93.26149,44.975407,210,224,Band 66,-73.08,-9.75,-39.785,13.465,100.99000000000001,1.85,12.83,"['5', '5']"
-93.26149,44.97541,210,224,Band 66,-74.02624999999999,-11.5825,-40.363749999999996,12.739999999999998,103.45999999999998,13.97875,13.25,"['5', '5', '5', '5', '5', '5', '5', '5']"
-93.261482,44.975166,240,224,Band 66,-73.66,-11.67,-41.79,6.96,94.32,43.59,8.0,['5']
-93.261482,44.97517,240,224,Band 66,-70.94333333333333,-12.483333333333334,-38.45666666666667,8.026666666666666,93.23666666666666,5.796666666666667,11.473333333333334,"['5', '5', '5']"
-93.261482,44.975174,240,224,Band 66,-73.67,-11.71,-41.525000000000006,6.585,93.46333333333334,42.379999999999995,9.75,"['5', '5']"
-93.261482,44.975399,120,224,Band 66,-77.686,-16.754,-40.104,9.592,93.11999999999999,17.939999999999998,11.742,"['15', '15', '15', '15', '15']"
-93.261482,44.975399,150,224,Band 66,-76.27000000000001,-16.744999999999997,-39.515,8.215,94.07,2.35,10.73,"['15', '15']"
-93.261482,44.97541,210,224,Band 66,-75.03333333333333,-11.13,-41.169999999999995,13.916666666666666,103.08,10.416666666666666,13.25,"['5', '5', '5', '5', '5', '5']"
-93.261482,44.975414,210,224,Band 66,-75.85,-12.2,-41.25,16.82,102.78,19.05,13.67,['5']
-93.261475,44.975178,240,224,Band 66,-72.65,-12.29,-40.305,7.885,94.59666666666666,7.275,11.0,"['5', '5']"
-93.261475,44.975182,240,224,Band 66,-75.76,-14.254999999999999,-40.33,5.6850000000000005,94.565,0.0,12.5,"['5', '5']"
-93.261475,44.975399,30,224,Band 66,-76.25,-15.11,-41.16,14.53,94.19,77.3,13.0,['15']
-93.261475,44.975399,60,224,Band 66,-77.91,-15.899999999999999,-41.835,14.765,92.91,55.459999999999994,13.035,"['15', '15']"
-93.261475,44.975399,90,224,Band 66,-77.625,-15.495000000000001,-41.870000000000005,13.425,92.08500000000001,64.34,12.745000000000001,"['15', '15']"
-93.261475,44.975414,210,224,Band 66,-78.0,-11.69,-43.8,11.075,102.81,20.384999999999998,12.5,"['5', '5']"
-93.261475,44.975418,210,224,Band 66,-74.38499999999999,-10.440000000000001,-42.475,12.075,103.66999999999999,15.2625,14.125,"['5', '5']"
-93.261467,44.975185,240,224,Band 66,-73.6,-12.185,-41.415000000000006,7.96,94.14500000000001,0.0,8.835,"['5', '5']"
-93.261467,44.975189,240,224,Band 66,-71.34666666666668,-10.726666666666667,-40.57333333333333,10.073333333333332,94.68,5.555,10.89,"['5', '5', '5']"
-93.261467,44.975399,0,224,Band 66,-76.5475,-15.5725,-40.9725,14.8175,95.16,59.379999999999995,13.157499999999999,"['15', '15', '15', '15']"
-93.261467,44.975399,30,224,Band 66,-75.58,-15.29,-40.29,15.0,94.43,5.8,12.67,['15']
-93.261467,44.975403,0,224,Band 66,-76.87,-14.74,-41.525000000000006,16.21,95.015,35.405,14.375,"['15', '15']"
-93.261467,44.975418,210,224,Band 66,-72.89,-11.86,-40.57,11.89,104.52,18.18,13.33,['5']
-93.261467,44.975422,210,224,Band 66,-79.19999999999999,-13.173333333333334,-44.03333333333333,11.613333333333332,102.52500000000002,13.426666666666668,13.443333333333333,"['5', '5', '5']"
-93.261467,44.975426,210,224,Band 66,-80.54,-12.89,-44.5,11.62,102.315,16.0,12.0,['5']
-93.261459,44.975193,240,224,Band 66,-78.815,-11.075,-44.405,9.04,94.8,16.85,11.75,"['5', '5']"
-93.261459,44.975403,0,224,Band 66,-77.78,-14.91,-42.2,15.89,93.62,20.77,14.0,['15']
-93.261459,44.975407,0,224,Band 66,-78.475,-14.629999999999999,-43.035,15.870000000000001,93.12,7.470000000000001,14.195,"['15', '15']"
-93.261459,44.97541,0,224,Band 66,-75.77250000000001,-15.5225,-40.1925,15.4325,93.0,5.5975,13.91,"['15', '15', '15', '15']"
-93.261459,44.97541,30,224,Band 66,-75.785,-14.875,-40.465,14.685,94.215,17.075,13.495000000000001,"['15', '15']"
-93.261459,44.97541,60,224,Band 66,-76.28999999999999,-14.725,-40.445,14.66,94.42,18.235,13.545,"['15', '15']"
-93.261459,44.975426,210,224,Band 66,-76.14,-11.49,-41.93,14.42,102.55,4.76,13.0,['5']
-93.261459,44.97543,210,224,Band 66,-74.66,-10.69,-41.9,13.41,102.785,20.0,14.0,['5']
-93.261452,44.975193,240,224,Band 66,-82.14,-13.46,-45.18,7.38,94.56,0.0,10.5,['5']
-93.261452,44.975197,240,224,Band 66,-77.91,-13.85,-42.38,7.97,94.4,16.13,9.33,['5']
-93.261452,44.975231,240,224,Band 66,-78.43799999999999,-16.586,-38.416,4.61,92.51599999999999,26.881999999999998,9.466,"['4', '4', '4', '4', '4']"
-93.261452,44.97541,90,224,Band 66,-76.595,-15.24,-40.63,14.57,93.28999999999999,7.050000000000001,13.905000000000001,"['15', '15']"
-93.261452,44.97541,120,224,Band 66,-75.816,-15.582000000000003,-40.04,14.080000000000002,93.732,9.075999999999999,12.674,"['15', '15', '15', '15', '15']"
-93.261452,44.97543,210,224,Band 66,-73.3,-10.58,-41.0,14.61,103.02,11.11,12.67,['5']
-93.261452,44.975433,210,224,Band 66,-72.58,-11.76,-40.33,11.39,103.01333333333334,5.555,13.0,['5']
-93.261444,44.975197,240,224,Band 66,-73.875,-13.260000000000002,-40.545,7.194999999999999,93.39500000000001,1.25,9.75,"['5', '5']"
-93.261444,44.975235,240,224,Band 66,-78.575,-18.2825,-39.6,-0.39249999999999996,90.25500000000001,26.6475,8.9575,"['4', '4', '4', '4']"
-93.261444,44.97541,120,224,Band 66,-77.40400000000001,-15.968,-40.972,11.94,96.038,15.919999999999998,13.822,"['15', '15', '15', '15', '15']"
-93.261444,44.975433,210,224,Band 66,-72.86,-11.98,-40.38,10.54,103.00666666666666,0.0,13.5,['5']
-93.261444,44.975437,210,224,Band 66,-78.61,-12.07,-43.33,12.42,103.0,4.26,13.67,['5']
-93.261436,44.975201,240,224,Band 66,-73.994,-12.84,-41.118,6.617999999999999,94.22066666666667,17.84,11.1,"['5', '5', '5', '5', '5']"
-93.261436,44.975239,240,224,Band 66,-76.022,-15.825999999999999,-40.15,1.434,90.0,5.614,9.819999999999999,"['4', '4', '4', '4', '4']"
-93.261436,44.975243,240,224,Band 66,-75.79,-13.06,-40.61666666666667,8.023333333333333,89.3,11.113333333333335,8.42,"['4', '4', '4']"
-93.261436,44.975246,240,224,Band 66,-74.95666666666666,-14.186666666666666,-40.77,9.09,89.14666666666666,14.87,11.136666666666665,"['4', '4', '4']"
-93.261436,44.97525,240,224,Band 66,-76.86749999999999,-13.450000000000001,-43.042500000000004,11.729999999999999,89.4975,18.855,11.5325,"['4', '4', '4', '4']"
-93.261436,44.975254,240,224,Band 66,-75.55,-12.53,-42.75,14.39,87.26,6.84,11.8,['4']
-93.261436,44.97541,120,224,Band 66,-76.76857142857143,-17.164285714285715,-39.458571428571425,5.674285714285714,96.5,6.71,11.121428571428572,"['15', '15', '15', '15', '15', '15', '15']"
-93.261436,44.975437,210,224,Band 66,-74.72,-12.87,-41.51,13.38,103.445,0.0,12.5,['5']
-93.261436,44.975441,210,224,Band 66,-74.005,-11.32,-42.0,12.96,103.59375,13.9575,12.5425,"['5', '5', '5', '5']"
-93.261436,44.975445,210,224,Band 66,-76.94,-16.55,-38.18,3.33,92.0,0.0,7.0,['19']
-93.261436,44.975449,210,224,Band 66,-76.72,-13.685,-39.0,3.3,92.0,0.0,6.0,"['19', '19']"
-93.261436,44.975647,120,224,Band 66,-74.435,-15.33,-38.94,17.259999999999998,90.0,8.8,15.0,"['15', '15']"
-93.261436,44.975651,120,224,Band 66,-74.4425,-14.535,-39.6025,16.4425,92.4325,43.949999999999996,14.4,"['15', '15', '15', '15']"
-93.261429,44.975204,240,224,Band 66,-74.674,-11.975999999999999,-42.034,8.232,94.91766666666666,7.746,12.032,"['5', '5', '5', '5', '5']"
-93.261429,44.975254,240,224,Band 66,-73.765,-12.33,-41.275,6.58,87.03999999999999,8.5,11.6,"['4', '4']"
-93.261429,44.975258,240,224,Band 66,-72.325,-12.745000000000001,-39.545,11.285,87.33,7.08,9.75,"['4', '4']"
-93.261429,44.97541,120,224,Band 66,-76.99454545454545,-16.52,-39.22818181818182,9.126363636363637,94.36,18.052727272727275,10.445454545454545,"['15', '15', '15', '15', '15', '15', '15', '15', '15', '15', '15']"
-93.261429,44.975445,210,224,Band 66,-78.32,-10.47,-45.335,14.137500000000001,104.3275,19.215,12.23,"['5', '5', '5', '5']"
-93.261429,44.975449,210,224,Band 66,-75.63,-11.88,-40.31,5.3,91.08333333333333,0.0,9.0,['19']
-93.261429,44.975452,210,224,Band 66,-78.44,-13.25,-42.75,1.8,90.16666666666667,0.0,4.0,['19']
-93.261429,44.975456,210,224,Band 66,-78.94,-14.31,-40.69,2.2,89.25,0.0,7.0,['19']
-93.261429,44.97546,210,224,Band 66,-77.5,-12.56,-41.81,4.4,89.425,0.0,8.0,['19']
-93.261429,44.975464,210,224,Band 66,-76.94,-12.44,-39.5,3.2,89.6,0.0,6.0,['19']
-93.261429,44.975639,120,224,Band 66,-75.71166666666669,-15.691666666666665,-38.446666666666665,15.041666666666666,90.19166666666668,14.686666666666667,13.81,"['15', '15', '15', '15', '15', '15']"
-93.261429,44.975639,150,224,Band 66,-75.925,-15.27,-38.459999999999994,14.735,91.0,9.420000000000002,13.645,"['15', '15']"
-93.261429,44.975643,120,224,Band 66,-74.835,-15.879999999999999,-38.14,15.565,90.0,28.840000000000003,13.73,"['15', '15']"
-93.261429,44.975647,120,224,Band 66,-74.87,-15.25,-39.31,16.37,90.0,26.98,14.0,['15']
-93.261421,44.975208,240,224,Band 66,-80.74333333333334,-11.543333333333335,-44.626666666666665,8.746666666666668,95.55277777777776,22.203333333333333,12.223333333333334,"['5', '5', '5']"
-93.261421,44.975212,240,224,Band 66,-74.38,-14.61,-39.77,5.5,94.95,0.0,11.0,['5']
-93.261421,44.975258,240,224,Band 66,-73.63,-14.45,-39.16,12.67,87.7,0.0,10.8,['4']
-93.261421,44.975262,240,224,Band 66,-73.59666666666665,-12.513333333333334,-41.080000000000005,9.799999999999999,86.66666666666667,13.93,11.4,"['4', '4', '4']"
-93.261421,44.975266,240,224,Band 66,-73.815,-12.344999999999999,-41.13,9.53,86.94,11.105,10.54,"['4', '4']"
-93.261421,44.975269,240,224,Band 66,-80.865,-11.795,-46.635000000000005,9.82,86.44,3.125,11.5,"['4', '4']"
-93.261421,44.975407,60,224,Band 66,-79.67,-19.59,-39.53,-1.32,93.8,25.0,12.0,['19']
-93.261421,44.975407,150,224,Band 66,-79.42,-17.96,-40.44,-1.93,93.45714285714286,33.33333333333333,11.0,['19']
-93.261421,44.97541,120,224,Band 66,-76.51142857142857,-15.805714285714286,-39.702857142857134,12.797142857142857,92.47571428571429,36.49285714285715,13.058571428571428,"['15', '15', '15', '15', '15', '15', '15']"
-93.261421,44.975449,210,224,Band 66,-79.50399999999999,-11.233999999999998,-44.576,10.878,103.17999999999999,14.624,12.634,"['5', '5', '5', '5', '5']"
-93.261421,44.975468,210,224,Band 66,-74.69,-10.94,-42.13,5.8,89.775,0.0,8.0,['19']
-93.261421,44.975471,210,224,Band 66,-74.67,-8.298571428571428,-45.73571428571428,11.125714285714285,90.47500000000001,0.0,11.214285714285714,"['19', '19', '19', '19', '19', '19', '19']"
-93.261421,44.975609,150,224,Band 66,-72.89,-14.95,-36.98,9.34,86.0,8.61,14.0,['15']
-93.261421,44.975609,180,224,Band 66,-72.44,-14.4,-37.16,8.6,86.0,31.61,14.14,['15']
-93.261421,44.975616,180,224,Band 66,-76.06,-13.969999999999999,-40.42,2.27,90.22666666666666,7.1450000000000005,14.0,"['15', '15']"
-93.261421,44.97562,180,224,Band 66,-75.0425,-12.580000000000002,-40.7325,4.2250000000000005,90.11124999999998,23.637999999999998,11.0425,"['15', '15', '15', '15']"
-93.261421,44.975624,180,224,Band 66,-75.98666666666666,-12.446666666666667,-41.47666666666667,5.083333333333333,89.875,43.084888888888884,13.666666666666666,"['15', '15', '15']"
-93.261421,44.975628,180,224,Band 66,-77.575,-13.805,-40.96,1.0050000000000001,89.19999999999999,43.29166666666667,11.75,"['15', '15']"
-93.261421,44.975632,150,224,Band 66,-72.2,-9.12,-41.86,9.06,88.61333333333333,0.0,14.0,['15']
-93.261421,44.975632,180,224,Band 66,-75.39399999999999,-12.498000000000001,-41.032,4.324,88.51133333333334,32.572,11.1,"['15', '15', '15', '15', '15']"
-93.261421,44.975636,150,224,Band 66,-73.5,-10.303333333333333,-42.06333333333333,6.82,88.80666666666667,16.666666666666668,14.333333333333334,"['15', '15', '15']"
-93.261421,44.975639,150,224,Band 66,-74.94624999999999,-12.831249999999999,-40.6725,8.651250000000001,89.700625,21.585,14.001249999999999,"['15', '15', '15', '15', '15', '15', '15', '15']"
-93.261414,44.975212,240,224,Band 66,-75.67,-13.89,-41.51,5.24,94.495,33.33,11.5,['5']
-93.261414,44.975216,240,224,Band 66,-78.27,-14.07,-42.96,4.72,94.04,10.26,12.67,['5']
-93.261414,44.97522,240,224,Band 66,-79.12,-11.97,-45.54,6.24,94.07,39.13,12.75,['5']
-93.261414,44.975273,240,224,Band 66,-71.37,-10.695,-40.665000000000006,11.715,86.80333333333334,23.915,8.75,"['4', '4']"
-93.261414,44.975277,240,224,Band 66,-72.155,-11.870000000000001,-40.120000000000005,11.844999999999999,87.53666666666666,41.225,11.135,"['4', '4']"
-93.261414,44.975281,240,224,Band 66,-73.30250000000001,-11.395,-41.88,11.81,89.515,7.73875,11.5,"['4', '4', '4', '4']"
-93.261414,44.975285,240,224,Band 66,-76.775,-13.732499999999998,-42.9675,6.6425,89.9125,11.4375,10.605,"['4', '4', '4', '4']"
