Lon,Lat,GPS Head,PCI,Beam,ssRSRP_mean,ssRSRQ_mean,ssSINR_mean,ssbRSRP_mean,criRSRP_mean,Pathloss_mean,BLER_mean,CQI_mean,run
-93.26178,44.975784,330,1,5,-102.325,-10.66,5.68,-101.66499999999999,-93.75,116.0,2.46,9.3,"['14', '14']"
-93.26178,44.975788,60,1,13,-92.895,-10.445,13.4525,-90.75,-81.66499999999999,108.94,0.0,13.375,"['8', '8']"
-93.26178,44.975788,330,1,5,-102.46999999999998,-10.68,10.29,-99.66666666666667,-91.61,115.06666666666666,4.1000000000000005,10.466666666666667,"['14', '14', '14']"
-93.26178,44.975792,330,1,5,-102.96,-10.78,0.47,-101.0,-96.0,118.0,4.2,8.0,['14']
-93.26178,44.975891,270,1,13,-87.21666666666665,-10.405,19.186666666666667,-85.41666666666667,-78.61166666666666,101.08333333333333,2.841666666666667,13.833333333333334,"['8', '8', '8', '8', '8', '8']"
-93.261772,44.975189,0,1,5,-84.18571428571428,-10.397142857142857,19.606428571428573,-82.5,-74.03571428571429,97.22428571428573,0.0,14.0,"['19', '19', '19', '19', '19', '19', '19']"
-93.261772,44.975189,30,1,5,-83.44,-10.4,21.549999999999997,-82.0,-74.0,97.0,0.0,14.0,['19']
-93.261772,44.975189,60,1,5,-84.97,-10.4,21.54,-83.0,-71.0,97.67,0.0,14.0,['19']
-93.261772,44.975189,90,1,5,-84.555,-10.4,21.285,-83.0,-74.16499999999999,97.4,0.0,14.0,"['19', '19']"
-93.261772,44.975189,120,1,5,-85.63,-10.39,19.67,-83.0,-72.33,98.0,0.0,14.0,['19']
-93.261772,44.975193,120,1,10,-107.455,-12.135,3.3575,-106.0025,-98.75,121.0,0.0,10.0,"['5', '5']"
-93.261772,44.975193,150,1,5,-85.02,-10.38,19.905,-83.25,-72.66499999999999,98.0,0.0,14.0,['19']
-93.261772,44.975277,210,1,13,-94.91,-10.52,12.31,-97.0,-86.0,111.0,0.0,11.5,['19']
-93.261772,44.975281,210,1,10,-88.12666666666667,-10.426666666666668,11.266666666666666,-88.25,-81.83333333333333,103.39,0.0,12.166666666666666,"['19', '19', '19']"
-93.261772,44.9753,30,1,10,-109.49,-12.18,3.015,-106.0,-104.0,127.0,2.41,8.33,['19']
-93.261772,44.9753,270,1,10,-108.46,-11.936,1.5100000000000002,-106.46599999999998,-99.232,120.2,2.528,9.754,"['13', '13', '13', '13', '13']"
-93.261772,44.975315,30,1,10,-102.35,-10.56,12.06,-99.0,-94.0,115.6,0.0,13.17,['15']
-93.261772,44.975319,30,1,10,-101.17500000000001,-10.6075,10.9375,-98.25,-90.0,113.8,2.505,13.2,"['15', '15', '15', '15']"
-93.261772,44.97533,90,1,13,-94.49,-10.48,16.0275,-91.625,-85.6675,108.8325,0.41,11.23,"['1', '1', '1', '1']"
-93.261772,44.975338,210,1,10,-87.41,-10.42,19.92,-85.0,-75.0,100.0,0.0,14.0,['15']
-93.261772,44.975342,210,1,10,-88.08999999999999,-10.416666666666666,19.77,-84.89,-76.44333333333333,100.93333333333334,0.18000000000000002,14.0,"['15', '15', '15']"
-93.261772,44.975349,60,1,13,-88.97666666666667,-10.523333333333333,13.393333333333333,-86.27666666666666,-75.66666666666667,101.26666666666667,0.9966666666666667,14.0,"['16', '16', '16']"
-93.261772,44.975357,210,1,10,-86.78,-10.42,21.92,-84.5,-77.0,101.0,0.0,14.0,['7']
-93.261772,44.975361,210,1,10,-84.86500000000001,-10.395,21.3125,-82.5,-77.25,99.8,5.845,14.0,"['7', '7']"
-93.261772,44.975361,240,1,10,-79.8575,-10.395,21.29,-78.5,-71.875,94.6875,5.7375,14.0,"['10', '10', '10', '10']"
-93.261772,44.975376,180,1,10,-86.05,-10.37,25.09,-84.5,-75.0,100.5,0.0,14.0,['5']
-93.261772,44.97538,180,1,10,-86.125,-10.364999999999998,23.82,-85.0,-76.0,100.5,0.0,14.0,"['5', '5']"
-93.261772,44.97538,210,1,10,-85.69333333333334,-10.37,21.37,-84.83333333333333,-76.33333333333333,100.75,0.0,14.0,"['5', '5', '5']"
-93.261772,44.975418,210,1,10,-87.48,-10.39,22.0225,-84.25,-73.75,102.0,0.0,14.0,['5']
-93.261772,44.975422,210,1,10,-86.77555555555554,-10.396666666666667,21.18027777777778,-84.72222222222223,-75.31444444444445,101.74000000000001,0.0,14.0,"['5', '5', '5', '5', '5', '5', '5', '5', '5']"
-93.261772,44.97543,210,1,10,-85.07666666666668,-10.376666666666667,22.295,-83.30416666666666,-75.41666666666667,100.35000000000001,0.0,14.0,"['5', '5', '5', '5', '5', '5']"
-93.261772,44.975433,210,1,10,-85.60666666666668,-10.38,22.031666666666666,-83.83166666666666,-75.335,100.66666666666667,0.0,14.0,"['5', '5', '5']"
-93.261772,44.975437,60,1,10,-100.68,-10.98,5.81,-100.0,-96.0,113.6,0.0,9.0,['10']
-93.261772,44.975437,210,1,10,-84.78,-10.38,21.535,-83.83500000000001,-77.16499999999999,100.0,0.0,14.0,"['5', '5']"
-93.261772,44.975441,0,1,10,-93.87,-10.486666666666666,16.06,-91.5,-85.27666666666666,109.33333333333333,3.14,11.200000000000001,"['10', '10', '10']"
-93.261772,44.975441,30,1,10,-92.80666666666667,-10.44,16.223333333333333,-91.33,-84.72333333333334,107.96666666666665,2.856666666666667,11.866666666666667,"['10', '10', '10']"
-93.261772,44.975441,60,1,10,-94.045,-10.51,16.240000000000002,-91.5,-84.25,108.435,2.84,11.575,"['10', '10']"
-93.261772,44.975441,60,1,13,-97.93142857142857,-10.821428571428571,10.765714285714287,-95.45142857142856,-87.95285714285716,110.42857142857143,1.47,10.885714285714286,"['10', '10', '10', '10', '10', '10', '10']"
-93.261772,44.975441,210,1,10,-84.74,-10.38,22.632500000000004,-83.16666666666667,-74.44333333333333,99.8,0.0,14.0,"['5', '5', '5']"
-93.261772,44.975445,210,1,10,-85.89500000000001,-10.375,23.91375,-82.5825,-75.9975,100.16499999999999,0.0,14.0,"['5', '5']"
-93.261772,44.975449,30,1,10,-101.02,-10.63,7.2575,-99.0,-96.0,114.0,0.0,10.67,['19']
-93.261772,44.975449,30,1,13,-101.88,-10.8,7.85,-99.0,-87.5,115.0,0.0,11.5,['19']
-93.261772,44.975449,210,1,10,-83.15642857142856,-10.379999999999997,22.545357142857142,-81.8092857142857,-74.66678571428572,98.03357142857143,0.0,14.0,"['5', '5', '5', '5', '5', '5', '5', '5', '5', '5', '5', '5', '5', '5']"
-93.261772,44.975452,210,1,10,-82.07,-10.37,22.795,-80.0,-73.0,97.0,0.0,14.0,['5']
-93.261772,44.975456,210,1,10,-82.31,-10.385000000000002,22.525,-80.75,-74.0,97.53999999999999,0.0,14.0,"['5', '5']"
-93.261772,44.97546,210,1,10,-82.17750000000001,-10.38,23.216875,-81.313125,-73.89625000000001,97.49125000000001,0.0,14.0,"['5', '5', '5', '5', '5', '5', '5', '5']"
-93.261772,44.975464,210,1,10,-82.07,-10.38,23.1375,-79.5,-73.75,96.465,0.0,14.0,"['5', '5']"
-93.261772,44.975468,210,1,10,-83.84,-10.38,23.193333333333335,-81.5,-74.5,97.0,0.0,14.0,['5']
-93.261772,44.975471,210,1,10,-83.23,-10.372222222222224,22.702407407407406,-81.94444444444444,-74.94444444444444,98.35555555555555,0.0,14.0,"['5', '5', '5', '5', '5', '5', '5', '5', '5']"
-93.261772,44.975475,210,1,10,-83.23,-10.36,22.354999999999997,-81.0,-74.0,98.0,0.0,14.0,['5']
-93.261772,44.975525,30,1,13,-105.355,-11.2,8.823333333333334,-103.0,-92.0,123.0,0.0,13.0,"['19', '19']"
-93.261772,44.975529,30,1,13,-104.27666666666669,-11.033333333333333,5.861666666666667,-102.33333333333333,-92.5,120.05666666666667,0.0,9.333333333333334,"['19', '19', '19']"
-93.261772,44.97554,210,1,13,-87.65666666666668,-10.42,21.735555555555553,-85.5,-77.89,102.86666666666667,0.0,14.0,"['1', '1', '1']"
-93.261772,44.975544,210,1,13,-86.81,-10.39,22.033333333333335,-83.0,-75.0,102.0,0.0,14.0,['1']
-93.261772,44.975548,210,1,13,-86.64,-10.355,22.57,-85.66499999999999,-77.5,101.83500000000001,0.0,14.0,"['1', '1']"
-93.261772,44.975552,210,1,13,-85.98,-10.375,23.045,-84.5,-77.5,101.0,0.0,14.0,"['1', '1']"
-93.261772,44.975555,210,1,13,-86.63,-10.41,20.2,-86.0,-75.5,102.67,2.56,14.0,['7']
-93.261772,44.975559,210,1,10,-86.63,-10.44,19.240000000000002,-83.0,-73.5,101.0,0.0,14.0,['7']
-93.261772,44.975559,210,1,13,-86.03,-10.46,18.28,-84.0,-73.0,101.86,6.06,14.0,['7']
-93.261772,44.975563,210,1,13,-85.0,-10.43,16.555,-83.33500000000001,-72.5,99.43,0.0,14.0,"['7', '7']"
-93.261772,44.975567,210,1,10,-87.73,-10.45,18.07,-85.0,-75.67,103.11,0.0,14.0,['7']
-93.261772,44.975571,210,1,10,-86.38666666666667,-10.426666666666666,18.571666666666665,-84.66666666666667,-74.33333333333333,101.55666666666667,1.0266666666666666,14.0,"['7', '7', '7']"
-93.261772,44.97562,240,1,13,-101.122,-10.620000000000001,10.396,-99.5,-92.7,113.878,2.838,12.116,"['18', '18', '18', '18', '18']"
-93.261772,44.975624,240,1,13,-101.82,-10.64,13.3,-98.0,-89.0,113.0,0.0,9.0,['18']
-93.261772,44.975628,240,1,13,-99.34,-10.535,9.5,-100.33500000000001,-94.58500000000001,113.875,1.2349999999999999,9.25,"['18', '18']"
-93.261772,44.975632,240,1,13,-97.42,-10.44,16.29,-96.0,-88.83333333333333,110.33333333333333,6.853333333333333,12.11,"['18', '18', '18']"
-93.261772,44.975632,300,1,10,-114.63,-11.72,4.43,-112.0,-103.0,129.0,3.64,10.5,['15']
-93.261772,44.975636,300,1,13,-113.84,-11.86,-1.26,-111.33,-103.0,125.8,5.59,10.6,['15']
-93.261772,44.975689,0,1,10,-98.845,-10.502500000000001,11.595,-97.25250000000001,-88.5825,111.35,3.2199999999999998,11.35,"['14', '14', '14', '14']"
-93.261772,44.975689,30,1,10,-99.41,-10.49,13.92,-97.67,-90.0,112.67,5.28,11.8,['14']
-93.261772,44.975693,60,1,10,-99.8,-10.48,11.44,-97.67,-91.33,111.75,2.41,12.25,['14']
-93.261772,44.975693,90,1,10,-99.81,-10.49,11.27,-98.0,-92.0,113.0,3.12,12.0,['14']
-93.261772,44.975697,120,1,10,-100.21,-10.51,13.65,-99.0,-94.5,113.2,1.97,12.0,['14']
-93.261772,44.9757,120,1,10,-100.48,-10.55,10.44,-99.33,-92.33,114.0,0.0,13.2,['14']
-93.261772,44.9757,150,1,10,-100.65,-10.55,11.88,-99.0,-91.33,113.0,2.79,11.6,['14']
-93.261772,44.975704,180,1,10,-100.89,-10.55,12.51,-97.0,-87.0,110.5,3.66,10.25,['14']
-93.261772,44.975704,210,1,10,-99.41,-10.53,11.62,-97.0,-89.0,110.5,1.8,10.33,['14']
-93.261772,44.975708,240,1,10,-99.06,-10.52,14.14,-97.0,-89.0,110.8,3.19,10.6,['14']
-93.261772,44.975712,270,1,10,-98.94,-10.55,8.3,-97.0,-91.5,110.8,0.49,9.8,['14']
-93.261772,44.975716,60,1,13,-95.72,-10.45,15.98,-96.0,-88.0,109.0,0.0,12.5,['18']
-93.261772,44.975716,300,1,10,-100.06,-10.63,10.43,-99.0,-91.0,113.0,6.55,11.2,['14']
-93.261772,44.975719,60,1,13,-98.63142857142859,-10.527142857142858,10.305000000000001,-97.73857142857143,-90.66714285714286,111.54285714285713,2.9957142857142856,11.192857142857141,"['15', '15', '15', '18', '18', '18', '18']"
-93.261772,44.975719,330,1,10,-100.445,-10.545,11.14,-99.66499999999999,-90.0,113.7,3.525,12.3,"['14', '14']"
-93.261772,44.975723,330,1,10,-102.15,-10.615,10.655000000000001,-100.66499999999999,-89.08500000000001,116.0,2.375,12.0,"['14', '14']"
-93.261772,44.975727,240,1,5,-90.285,-10.415,20.15,-87.83500000000001,-76.0,102.7,0.0,14.0,"['14', '14']"
-93.261772,44.975727,330,1,10,-101.85,-10.62,13.19,-99.33,-90.67,113.4,2.96,11.25,['14']
-93.261772,44.975731,240,1,5,-94.33999999999999,-10.446666666666667,19.913333333333334,-91.94333333333333,-79.16666666666667,106.26666666666667,0.88,13.933333333333332,"['14', '14', '14']"
-93.261772,44.975731,330,1,10,-99.79999999999998,-10.55,9.6525,-98.0,-88.66499999999999,112.8,3.295,10.9,"['14', '14', '14', '14']"
-93.261772,44.975735,330,1,10,-100.28999999999999,-10.594999999999999,13.504999999999999,-98.0,-89.5,113.535,0.0,12.3,"['14', '14']"
-93.261772,44.975739,330,1,10,-100.17250000000001,-10.557500000000001,11.24,-98.125,-90.125,112.83500000000001,0.9525,11.625,"['14', '14', '14', '14']"
-93.261772,44.975742,330,1,10,-98.63,-10.53,13.39,-97.0,-87.0,111.0,0.54,10.2,['14']
-93.261772,44.975746,330,1,10,-98.53,-10.55,12.175,-98.25,-90.0,111.7,2.3,10.3,"['14', '14']"
-93.261772,44.97575,330,1,5,-102.64,-10.77,10.01,-101.67,-90.67,115.4,2.25,10.8,['14']
-93.261772,44.97575,330,1,10,-100.96000000000001,-10.690000000000001,9.21,-99.3,-91.83,114.3,1.655,11.3,"['14', '14']"
-93.261772,44.975754,330,1,5,-102.515,-10.75,8.27,-100.25,-89.0,114.80000000000001,4.16,10.8,"['14', '14']"
-93.261772,44.975758,330,1,5,-101.48,-10.63,11.97,-99.67,-95.5,114.6,1.8,10.0,['14']
-93.261772,44.975761,330,1,5,-101.645,-10.600000000000001,10.66,-100.875,-90.5425,115.11749999999999,2.0175,10.500000000000002,"['14', '14', '14', '14']"
-93.261772,44.975765,330,1,5,-103.27000000000001,-10.725,6.625,-101.66499999999999,-93.08500000000001,116.66499999999999,4.795,10.0,"['14', '14']"
-93.261772,44.975769,330,1,5,-102.0975,-10.6175,10.32,-100.03999999999999,-91.33500000000001,115.4,3.7124999999999995,10.899999999999999,"['14', '14', '14', '14']"
-93.261772,44.975773,330,1,5,-102.24,-10.58,10.11,-101.0,-93.33,115.0,0.33,10.4,['14']
-93.261772,44.975788,60,1,13,-92.78,-10.45,16.16,-88.0,-81.0,106.0,0.0,13.0,['8']
-93.261772,44.975788,90,1,13,-93.13666666666666,-10.49,12.796666666666667,-90.0,-84.66666666666667,108.66666666666667,10.153333333333334,11.243333333333334,"['8', '8', '8']"
-93.261772,44.975796,330,1,5,-99.8,-10.57,3.66,-95.0,-91.5,111.2,0.0,12.25,['14']
-93.261772,44.9758,330,1,5,-99.71999999999998,-10.64,8.346666666666666,-98.89,-91.83333333333333,113.2,1.8033333333333335,10.533333333333333,"['14', '14', '14']"
-93.261772,44.975803,330,1,5,-100.37,-10.72,7.05,-98.67,-92.5,114.0,2.79,9.8,['14']
-93.261772,44.975807,330,1,5,-101.82,-10.775,8.09,-100.66499999999999,-92.75,115.19999999999999,4.675,10.6,"['14', '14']"
-93.261772,44.975811,330,1,5,-103.52,-10.886666666666668,7.669999999999999,-101.88666666666666,-91.89,117.59999999999998,3.39,11.333333333333334,"['14', '14', '14']"
-93.261772,44.975815,330,1,5,-102.67666666666666,-10.64,9.96,-101.0,-91.27666666666666,115.93333333333334,2.513333333333333,10.399999999999999,"['14', '14', '14']"
-93.261772,44.975819,330,1,5,-102.4975,-10.7075,10.620000000000001,-100.7925,-90.8325,115.14999999999999,3.8175,11.250000000000002,"['14', '14', '14', '14']"
-93.261772,44.975891,270,1,13,-86.38875000000002,-10.41375,19.126875,-85.75,-78.3125,100.89625,0.0,14.0,"['8', '8', '8', '8', '8', '8', '8', '8']"
-93.261772,44.975941,0,1,10,-94.06666666666668,-10.450000000000001,12.913333333333334,-93.5,-87.44333333333333,110.14999999999999,0.15333333333333335,11.64,"['8', '8', '8']"
-93.261772,44.975941,60,1,10,-95.99,-10.43,14.620000000000001,-93.0,-84.67,111.0,0.7,9.75,['8']
-93.261772,44.975948,330,1,13,-94.03,-10.42,19.43,-92.0825,-83.75,109.4,0.0,13.5,"['8', '8']"
-93.261765,44.975189,30,1,5,-84.67,-10.39,22.22,-82.0,-73.0,97.0,0.0,14.0,['19']
-93.261765,44.975189,90,1,5,-85.98,-10.4,14.64,-83.0,-72.5,98.0,0.0,14.0,['19']
-93.261765,44.975197,90,1,10,-108.285,-12.28,-0.04500000000000004,-106.75,-99.25,122.915,3.6,9.335,"['5', '5']"
-93.261765,44.975281,210,1,10,-86.17,-10.42,12.42,-83.5,-79.5,100.75,0.0,13.5,['19']
-93.261765,44.975285,210,1,10,-86.91,-10.44,19.34,-83.0,-73.0,98.5,0.0,14.0,['19']
-93.261765,44.975288,210,1,10,-87.74,-10.45,19.156666666666666,-87.0,-75.0,101.0,0.0,14.0,['19']
-93.261765,44.9753,270,1,10,-107.735,-11.58,4.12,-105.5,-97.16499999999999,120.5,3.435,9.625,"['13', '13']"
-93.261765,44.975307,30,1,13,-107.49,-11.555,2.255,-105.5,-96.75,121.25,4.88,8.835,"['19', '19']"
-93.261765,44.975319,30,1,10,-101.23,-10.61,11.76,-99.5,-89.5,114.59999999999998,1.4466666666666665,13.6,"['15', '15', '15']"
-93.261765,44.97533,90,1,13,-94.55000000000001,-10.48,14.37625,-91.0,-85.0,108.75,0.0,12.25,"['1', '1']"
-93.261765,44.975342,210,1,10,-86.37,-10.4,17.7,-87.5,-78.5,101.2,2.24,14.0,['15']
-93.261765,44.975346,210,1,10,-84.34,-10.4,19.6,-84.0,-74.5,97.5,0.19,14.0,['15']
-93.261765,44.975349,60,1,13,-88.03333333333335,-10.483333333333333,15.26,-85.89,-75.22333333333334,100.32333333333334,1.43,13.89,"['16', '16', '16']"
-93.261765,44.975349,210,1,10,-83.09,-10.39,21.97,-80.0,-69.5,95.33,0.0,14.0,['15']
-93.261765,44.975361,210,1,10,-85.06333333333333,-10.373333333333333,20.515,-83.0,-77.33333333333333,99.66666666666667,2.953333333333333,13.833333333333334,"['7', '7', '7']"
-93.261765,44.975365,240,1,10,-81.24333333333334,-10.383333333333335,19.866666666666664,-78.89,-70.22333333333334,95.66666666666667,0.08666666666666667,14.0,"['10', '10', '10']"
-93.261765,44.975441,30,1,10,-92.765,-10.45,16.259999999999998,-90.25,-83.75,106.575,1.715,12.85,"['10', '10']"
-93.261765,44.975441,60,1,10,-91.73,-10.45,18.59,-89.5,-81.5,106.0,1.97,12.75,['10']
-93.261765,44.975452,30,1,10,-100.93,-10.68,6.665,-98.0,-89.0,115.0,0.0,10.6,['19']
-93.261765,44.975456,30,1,10,-101.26,-10.7,6.0725,-97.0,-90.0,114.0,0.0,10.0,['19']
-93.261765,44.975533,30,1,13,-102.57,-10.95,6.4,-101.0,-93.0,117.8,0.0,12.0,['19']
-93.261765,44.975536,30,1,13,-102.85,-10.99,7.39,-101.5,-89.5,119.5,0.0,12.0,['19']
-93.261765,44.975555,210,1,13,-86.7475,-10.385000000000002,21.005,-84.2075,-76.5,101.095,1.0875,14.0,"['1', '1', '1', '1']"
-93.261765,44.975571,210,1,10,-84.22,-10.4,19.72,-82.0,-72.0,99.58,5.65,14.0,"['7', '7']"
-93.261765,44.975632,240,1,13,-98.63,-10.49,18.95,-94.0,-84.0,111.0,0.0,14.0,['18']
-93.261765,44.975716,90,1,13,-95.74,-10.42,13.092500000000001,-93.0,-88.75,108.83500000000001,0.0,13.25,"['18', '18']"
-93.261765,44.975723,60,1,13,-101.28,-10.73,9.03,-101.0,-89.67,115.0,0.66,9.5,['15']
-93.261765,44.975735,240,1,5,-96.93333333333334,-10.496666666666666,13.353333333333333,-96.21999999999998,-85.71999999999998,110.8,1.7300000000000002,13.266666666666666,"['14', '14', '14']"
-93.261765,44.975788,90,1,10,-95.42500000000001,-10.555,9.805,-93.5,-87.0,111.6,2.115,11.335,"['8', '8']"
-93.261765,44.975819,330,1,5,-101.77,-10.7,10.469999999999999,-98.66499999999999,-89.66499999999999,114.0,1.585,11.485,"['14', '14']"
-93.261765,44.975891,270,1,13,-83.975,-10.39,20.2725,-81.0,-78.25,97.6,6.08,14.0,"['8', '8']"
-93.261765,44.975941,120,1,10,-95.46,-10.39,19.91,-91.0,-84.75,110.88,9.28,11.0,['8']
-93.261765,44.975945,300,1,13,-91.59,-10.45,14.940000000000001,-91.0,-86.0,108.0,0.0,12.67,['8']
-93.261765,44.975945,330,1,13,-93.3,-10.44,18.8,-92.33,-86.0,110.67,0.0,13.0,['8']
-93.261765,44.975948,270,1,10,-90.36,-10.44,19.82,-88.0,-80.5,105.0,4.67,13.0,['8']
-93.261765,44.975948,300,1,13,-92.61,-10.38,20.0,-90.0,-81.75,107.2,0.0,13.0,['8']
-93.261757,44.975189,150,1,5,-83.89,-10.4,18.384999999999998,-82.5,-74.5,97.0,0.0,14.0,['19']
-93.261757,44.975189,180,1,5,-83.62,-10.38,22.13,-82.0,-72.67,96.25,0.0,14.0,['19']
-93.261757,44.975189,240,1,5,-84.32857142857142,-10.394285714285715,19.09857142857143,-81.98714285714286,-74.48714285714286,97.17857142857143,0.4614285714285714,14.0,"['19', '19', '19', '19', '19', '19', '19']"
-93.261757,44.975281,210,1,4,-102.65,-11.28,-5.68,-103.0,-108.67,119.8,9.02,7.25,['15']
-93.261757,44.975281,210,1,10,-95.28999999999999,-10.59,6.7775,-96.7525,-90.16499999999999,108.5,5.235,10.875,"['15', '15']"
-93.261757,44.975281,210,1,11,-105.02,-11.7,-5.695,-106.0,-113.0,118.6,0.0,7.0,['15']
-93.261757,44.975285,210,1,10,-93.58,-10.625,12.57,-91.5,-80.5,106.6,1.055,14.0,"['15', '15']"
-93.261757,44.975288,210,1,10,-91.58000000000001,-10.585714285714285,14.409047619047616,-88.54857142857144,-77.57142857142857,103.51428571428572,0.3685714285714286,13.952857142857143,"['15', '15', '15', '15', '19', '19', '19']"
-93.261757,44.975292,210,1,10,-84.12,-10.41,19.95,-81.0,-70.5,96.8,0.0,14.0,['19']
-93.261757,44.975292,210,1,13,-102.52,-11.16,4.97,-103.0,-93.5,117.4,0.23,10.5,['15']
-93.261757,44.9753,270,1,10,-107.59,-11.43,1.95,-105.0,-98.5,121.8,10.66,10.25,['13']
-93.261757,44.975311,30,1,13,-107.5,-11.66,-1.55,-105.0,-95.5,122.0,1.39,10.0,['19']
-93.261757,44.975311,60,1,13,-104.81,-11.175,5.83,-101.33500000000001,-93.0,119.0,0.3475,11.5,"['19', '19']"
-93.261757,44.975319,30,1,10,-100.26,-10.603333333333333,11.826666666666666,-97.55333333333333,-90.16666666666667,112.93333333333334,2.22,13.333333333333334,"['15', '15', '15']"
-93.261757,44.975319,60,1,10,-99.09,-10.57,12.7,-96.67,-89.0,111.83,0.0,14.0,['15']
-93.261757,44.97533,90,1,10,-94.12666666666667,-10.49,10.557777777777778,-93.66666666666667,-89.16666666666667,109.40666666666668,0.0,12.833333333333334,"['1', '1', '1']"
-93.261757,44.97533,90,1,13,-94.68,-10.57,13.022499999999999,-91.0,-89.0,108.0,0.0,9.33,['1']
-93.261757,44.975349,60,1,13,-89.29666666666667,-10.483333333333334,13.633333333333333,-88.0,-76.5,101.80000000000001,1.7466666666666668,14.0,"['16', '16', '16']"
-93.261757,44.975349,210,1,10,-84.11666666666667,-10.393333333333334,22.206666666666667,-82.33333333333333,-72.61,96.88333333333333,1.4633333333333336,14.0,"['15', '15', '15']"
-93.261757,44.975353,60,1,13,-87.965,-10.445,17.725,-85.5,-75.0,100.66499999999999,0.24,14.0,"['16', '16']"
-93.261757,44.975353,210,1,10,-84.19,-10.405000000000001,21.865000000000002,-81.33500000000001,-71.33500000000001,96.19999999999999,0.0,14.0,"['15', '15']"
-93.261757,44.975361,210,1,10,-85.60333333333331,-10.373333333333333,20.6,-83.66666666666667,-77.33333333333333,101.0,1.2033333333333334,14.0,"['7', '7', '7']"
-93.261757,44.975365,210,1,10,-85.105,-10.415,21.52,-83.0,-76.5,100.25,1.24,14.0,"['7', '7']"
-93.261757,44.975368,210,1,10,-86.825,-10.41,21.235,-83.0,-78.25,101.91499999999999,0.28,14.0,"['7', '7']"
-93.261757,44.975368,240,1,10,-81.5625,-10.3925,18.94,-79.875,-71.875,96.4,1.8050000000000002,14.0,"['10', '10', '10', '10']"
-93.261757,44.975372,210,1,10,-83.625,-10.39,21.92,-81.25,-75.0,98.4,0.0,14.0,"['7', '7']"
-93.261757,44.975441,30,1,13,-97.84,-10.66,10.84,-95.0,-89.0,111.4,2.98,11.0,['10']
-93.261757,44.975441,60,1,10,-92.015,-10.425,14.385,-91.0,-85.33500000000001,107.33500000000001,3.58,11.35,"['10', '10']"
-93.261757,44.975441,60,1,13,-97.93,-10.77,10.22,-95.0,-87.0,112.0,0.42,11.0,['10']
-93.261757,44.97546,30,1,10,-101.59,-10.725000000000001,6.9,-97.125,-87.5,114.0,0.0,11.0,"['19', '19']"
-93.261757,44.97546,30,1,13,-98.74,-10.55,11.16,-96.0,-86.0,112.67,0.0,12.0,['19']
-93.261757,44.975464,30,1,13,-98.54,-10.57,12.12,-96.0,-85.0,112.6,0.0,9.67,['19']
-93.261757,44.97554,30,1,13,-101.66,-10.835,7.525,-100.0,-90.5,121.58500000000001,0.0,12.75,"['19', '19']"
-93.261757,44.975544,30,1,13,-101.71,-10.74,0.7449999999999992,-99.0,-91.75,129.0,0.0,13.0,['19']
-93.261757,44.975559,210,1,10,-90.93,-10.41,19.25,-89.0,-77.0,106.0,0.0,14.0,['1']
-93.261757,44.975559,210,1,13,-88.705,-10.4,19.884999999999998,-85.5,-77.0,102.0,0.0,14.0,"['1', '1']"
-93.261757,44.975563,210,1,10,-89.79,-10.38,20.2,-89.0,-78.0,105.0,0.0,14.0,['1']
-93.261757,44.975567,210,1,10,-88.68,-10.38,21.15,-87.75,-79.25,104.0,0.0,14.0,['1']
-93.261757,44.975571,210,1,10,-86.678,-10.388000000000002,21.568,-85.1,-75.0,101.3,0.0,14.0,"['1', '1', '1', '1', '7']"
-93.261757,44.975571,210,1,13,-85.53999999999999,-10.44,18.13,-83.0,-71.33500000000001,100.0,0.82,14.0,"['7', '7']"
-93.261757,44.975574,210,1,13,-86.15,-10.45,17.4,-85.0,-74.67,101.83,3.26,14.0,['7']
-93.261757,44.975578,210,1,13,-85.53750000000001,-10.435,17.985,-83.25,-73.4575,100.72749999999999,0.61,14.0,"['7', '7', '7', '7']"
-93.261757,44.975582,210,1,10,-92.735,-10.51,14.626666666666667,-90.5,-81.5,106.9,0.0,13.5,"['19', '7']"
-93.261757,44.975632,240,1,13,-99.935,-10.535,14.4575,-98.5,-88.75,112.5,0.0,12.335,"['18', '18']"
-93.261757,44.975712,90,1,13,-99.06800000000001,-10.578,9.233999999999998,-98.466,-92.3,114.04,0.7300000000000001,11.4,"['18', '18', '18', '18', '18']"
-93.261757,44.975739,240,1,5,-96.23,-10.533333333333333,15.386666666666665,-95.66666666666667,-84.5,109.8,1.9733333333333334,13.333333333333334,"['14', '14', '14']"
-93.261757,44.975742,240,1,5,-95.805,-10.45,12.925,-94.5,-86.33,109.7,2.125,12.5,"['14', '14']"
-93.261757,44.975788,90,1,10,-95.50750000000001,-10.524999999999999,15.427500000000002,-91.25,-84.0,110.76750000000001,5.455,11.7925,"['8', '8', '8', '8']"
-93.261757,44.975819,330,1,5,-102.885,-11.208333333333334,3.7283333333333335,-101.08333333333333,-91.91666666666667,115.7,1.7266666666666666,11.821666666666667,"['14', '14', '14', '14', '14', '14']"
-93.261757,44.975891,270,1,13,-84.61,-10.41,19.625,-82.0,-75.5,98.0,0.0,14.0,['8']
-93.261757,44.975941,180,1,13,-91.59,-10.43,18.51,-90.0,-80.0,105.56,0.0,12.75,['8']
-93.261757,44.975941,240,1,13,-90.38,-10.44,16.033333333333335,-88.0,-83.67,105.0,0.0,10.67,['8']
