Lon,Lat,GPS Head,PCI255_4_mean,PCI255_5_mean,PCI255_10_mean,PCI255_11_mean,PCI255_12_mean,PCI255_13_mean,PCI255_20_mean,PCI255_21_mean,PCI255_26_mean,PCI255_27_mean,PCI255_28_mean,PCI255_29_mean,PCI255_cell_mean,PCI255_4_max,PCI255_5_max,PCI255_10_max,PCI255_11_max,PCI255_12_max,PCI255_13_max,PCI255_20_max,PCI255_21_max,PCI255_26_max,PCI255_27_max,PCI255_28_max,PCI255_29_max,PCI255_cell_max,PCI255_4_min,PCI255_5_min,PCI255_10_min,PCI255_11_min,PCI255_12_min,PCI255_13_min,PCI255_20_min,PCI255_21_min,PCI255_26_min,PCI255_27_min,PCI255_28_min,PCI255_29_min,PCI255_cell_min,PCI255_4_std,PCI255_5_std,PCI255_10_std,PCI255_11_std,PCI255_12_std,PCI255_13_std,PCI255_20_std,PCI255_21_std,PCI255_26_std,PCI255_27_std,PCI255_28_std,PCI255_29_std,PCI255_cell_std,PCI255_4_count,PCI255_5_count,PCI255_10_count,PCI255_11_count,PCI255_12_count,PCI255_13_count,PCI255_20_count,PCI255_21_count,PCI255_26_count,PCI255_27_count,PCI255_28_count,PCI255_29_count,PCI255_cell_count,run
-93.262062,44.97538,210,,,,-114.94,,,,,,,,,-115.29,,,,-113.27,,,,,,,,,-114.83,,,,-116.38,,,,,,,,,-116.02,,,,1.5677053294544898,,,,,,,,,0.6392964883369823,0,0,0,3,0,0,0,0,0,0,0,0,3,"['14', '14', '14']"
-93.262062,44.975384,210,,,,-117.09,,,,,,,,,-116.78,,,,-117.09,,,,,,,,,-116.78,,,,-117.09,,,,,,,,,-116.78,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,['14']
-93.262054,44.975288,240,,,,-103.83333333333333,,,,,,,,,-104.04333333333334,,,,-103.5,,,,,,,,,-103.47,,,,-104.5,,,,,,,,,-105.13,,,,0.5773502691896247,,,,,,,,,0.9415589908940015,0,0,0,3,0,0,0,0,0,0,0,0,3,"['7', '7', '7']"
-93.262054,44.9753,0,,,,-114.89999999999999,,,,,,,,,-114.73,,,,-114.59,,,,,,,,,-114.5,,,,-115.23,,,,,,,,,-115.13,,,,0.32046840717924,,,,,,,,,0.347706773014269,0,0,0,3,0,0,0,0,0,0,0,0,3,"['7', '7', '7']"
-93.262054,44.975349,120,,,,-116.57,,,,,,,,,-116.66,,,,-116.57,,,,,,,,,-116.66,,,,-116.57,,,,,,,,,-116.66,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,['14']
-93.262054,44.975353,180,-123.84,,,,,,,,,,,,-123.65,-123.84,,,,,,,,,,,,-123.65,-123.84,,,,,,,,,,,,-123.65,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,['14']
-93.262054,44.975357,180,-118.10499999999999,,,,,,,,,,,,-117.60499999999999,-118.05,,,,,,,,,,,,-117.5,-118.16,,,,,,,,,,,,-117.71,0.07778174593052485,,,,,,,,,,,,0.1484924240491756,2,0,0,0,0,0,0,0,0,0,0,0,2,"['14', '14']"
-93.262054,44.975384,210,,,,-118.16,,,,,,,,,-117.42,,,,-118.16,,,,,,,,,-117.42,,,,-118.16,,,,,,,,,-117.42,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,['14']
-93.262054,44.975388,210,,,,-119.33,,,,,,,,,-118.27,,,,-119.33,,,,,,,,,-118.27,,,,-119.33,,,,,,,,,-118.27,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,1,['14']
-93.262047,44.975288,210,,,,-105.17,,,,,,,,,-105.67,,,,-104.5,,,,,,,,,-105.13,,,,-106.51,,,,,,,,,-106.75,,,,1.1604740410711467,,,,,,,,,0.9353074360871974,0,0,0,3,0,0,0,0,0,0,0,0,3,"['7', '7', '7']"
