Lon,Lat,GPS Head,PCI1_4_mean,PCI1_5_mean,PCI1_10_mean,PCI1_11_mean,PCI1_12_mean,PCI1_13_mean,PCI1_26_mean,PCI1_28_mean,PCI1_29_mean,PCI1_cell_mean,PCI1_20_mean,PCI1_21_mean,PCI1_27_mean,PCI1_4_max,PCI1_5_max,PCI1_10_max,PCI1_11_max,PCI1_12_max,PCI1_13_max,PCI1_26_max,PCI1_28_max,PCI1_29_max,PCI1_cell_max,PCI1_20_max,PCI1_21_max,PCI1_27_max,PCI1_4_min,PCI1_5_min,PCI1_10_min,PCI1_11_min,PCI1_12_min,PCI1_13_min,PCI1_26_min,PCI1_28_min,PCI1_29_min,PCI1_cell_min,PCI1_20_min,PCI1_21_min,PCI1_27_min,PCI1_4_std,PCI1_5_std,PCI1_10_std,PCI1_11_std,PCI1_12_std,PCI1_13_std,PCI1_26_std,PCI1_28_std,PCI1_29_std,PCI1_cell_std,PCI1_20_std,PCI1_21_std,PCI1_27_std,PCI1_4_count,PCI1_5_count,PCI1_10_count,PCI1_11_count,PCI1_12_count,PCI1_13_count,PCI1_26_count,PCI1_28_count,PCI1_29_count,PCI1_cell_count,PCI1_20_count,PCI1_21_count,PCI1_27_count,run
-93.261826,44.975624,240,,-104.38,-87.45,,,-89.37,,,-99.92,-87.45,,,,,-104.38,-87.45,,,-89.37,,,-99.92,-87.45,,,,,-104.38,-87.45,,,-89.37,,,-99.92,-87.45,,,,,,,,,,,,,,,,,0,1,1,0,0,1,0,0,1,1,0,0,0,['14']
-93.261826,44.975628,240,,-101.905,-86.34,,,-88.5,,,-99.08500000000001,-86.34,,,,,-101.42,-86.26,,,-88.2,,,-98.86,-86.26,,,,,-102.39,-86.42,,,-88.8,,,-99.31,-86.42,,,,,0.6858935777509503,0.11313708498984519,,,0.42426406871192446,,,0.31819805153394337,0.11313708498984519,,,,0,2,2,0,0,2,0,0,2,2,0,0,0,"['14', '14']"
-93.261826,44.975712,60,,,-100.41333333333334,,-117.93666666666667,-100.21333333333332,-110.90333333333332,,,-99.79,,,,,,-99.94,,-116.26,-99.45,-109.52,,,-99.3,,,,,,-100.8,,-118.88,-101.16,-111.78,,,-100.4,,,,,,0.4365012409298909,,1.455827370718564,0.8696167738339288,1.2122018533781174,,,0.5597320787662584,,,,0,0,3,0,3,3,3,0,0,3,0,0,0,"['18', '18', '18']"
-93.261826,44.975899,300,,,-105.92,,,-106.94,-110.17,,-114.97,-105.945,,,,,,-105.92,,,-106.68,-110.17,,-114.97,-105.73,,,,,,-105.92,,,-107.2,-110.17,,-114.97,-106.16,,,,,,0.0,,,0.3676955262170069,0.0,,0.0,0.30405591591021525,,,,0,0,2,0,0,2,2,0,2,2,0,0,0,"['8', '8']"
-93.261818,44.975159,210,,-104.58363636363634,-89.37124999999997,,-110.31333333333333,-90.33500000000001,-103.14,,-102.27285714285715,-89.08874999999999,,,,,-99.28,-86.81,,-105.02,-87.73,-101.19,,-97.78,-86.68,,,,,-106.17,-94.64,,-114.58,-95.1,-104.85,,-107.37,-93.98,,,,,2.0546010451047363,2.067123202262825,,4.8619886192105986,1.9910298842558836,1.5006220932222343,,3.9807641875001223,1.8653860190319809,,,,0,11,16,0,3,16,4,0,14,16,0,0,0,"['19', '19', '19', '19', '19', '19', '19', '19', '19', '19', '19', '19', '19', '19', '19', '19']"
-93.261818,44.975163,210,,-97.9,-87.2,,,-89.21,,,-106.88,-87.16,,,,,-97.9,-87.2,,,-89.21,,,-106.88,-87.16,,,,,-97.9,-87.2,,,-89.21,,,-106.88,-87.16,,,,,,,,,,,,,,,,,0,1,1,0,0,1,0,0,1,1,0,0,0,['19']
-93.261818,44.975197,180,-95.07,,-93.75,-98.78999999999999,,-94.715,,,,-93.245,,,,-94.59,,-93.04,-98.02,,-94.46,,,,-92.63,,,,-95.55,,-94.46,-99.56,,-94.97,,,,-93.86,,,,0.6788225099390862,,1.0040916292848887,1.0889444430272928,,0.3606244584051378,,,,0.8697413408594512,,,,2,0,2,2,0,2,0,0,0,2,0,0,0,"['5', '5']"
-93.261818,44.975201,180,-93.7,,-89.465,-97.13499999999999,,-91.07,,,,-89.185,,,,-93.45,,-88.41,-97.11,,-90.87,,,,-88.41,,,,-93.95,,-90.52,-97.16,,-91.27,,,,-89.96,,,,0.3535533905932738,,1.49199530830361,0.035355339059330394,,0.282842712474618,,,,1.0960155108391416,,,,2,0,2,2,0,2,0,0,0,2,0,0,0,"['5', '5']"
-93.261818,44.975204,180,-92.92,,-88.28666666666668,-96.13,,-90.79666666666667,,,,-88.32666666666667,,,,-92.13,,-88.05,-95.03,,-90.59,,,,-88.13,,,,-93.48,,-88.54,-96.94,,-91.15,,,,-88.55,,,,0.7037755323965214,,0.24542480178933945,0.987471518576616,,0.3074627348693384,,,,0.21126602503320657,,,,3,0,3,3,0,3,0,0,0,3,0,0,0,"['5', '5', '5']"
-93.261818,44.975208,180,-92.36,,-88.50666666666666,-95.17,,-89.58666666666666,,,,-88.48,,,,-92.09,,-88.26,-94.93,,-89.37,,,,-88.17,,,,-92.69,,-88.92,-95.35,,-89.74,,,,-88.81,,,,0.30446674695276726,,0.36018513757973364,0.21633307652782982,,0.19295940851207583,,,,0.3204684071792385,,,,3,0,3,3,0,3,0,0,0,3,0,0,0,"['5', '5', '5']"
-93.261818,44.975212,180,-93.18,,-89.08500000000001,-95.565,,-89.785,,,,-88.795,,,,-92.63,,-88.88,-95.03,,-89.44,,,,-88.61,,,,-93.73,,-89.29,-96.1,,-90.13,,,,-88.98,,,,0.7778174593052133,,0.28991378028649717,0.756604255869601,,0.4879036790187162,,,,0.26162950903902576,,,,2,0,2,2,0,2,0,0,0,2,0,0,0,"['5', '5']"
-93.261818,44.975216,180,-94.60499999999999,,-90.715,-98.02000000000001,,-91.36,,,,-90.19,,,,-94.52,,-90.59,-97.5,,-90.98,,,,-90.18,,,,-94.69,,-90.84,-98.54,,-91.74,,,,-90.2,,,,0.12020815280171931,,0.1767766952966369,0.7353910524340189,,0.5374011537017697,,,,0.014142135623723113,,,,2,0,2,2,0,2,0,0,0,2,0,0,0,"['5', '5']"
-93.261818,44.97522,210,-95.745,,-91.69,-99.695,,-91.495,,,,-90.55,,,,-95.59,,-91.02,-99.54,,-91.11,,,,-90.33,,,,-95.9,,-92.36,-99.85,,-91.88,,,,-90.77,,,,0.21920310216783134,,0.9475230867899761,0.21920310216781627,,0.5444722215136337,,,,0.3111269837220793,,,,2,0,2,2,0,2,0,0,0,2,0,0,0,"['5', '5']"
-93.261818,44.975224,210,-94.275,,-90.075,-97.525,,-88.41499999999999,,,,-88.325,,,,-94.19,,-88.79,-97.3,,-88.39,,,,-88.31,,,,-94.36,,-91.36,-97.75,,-88.44,,,,-88.34,,,,0.12020815280170925,,1.8172644276494223,0.31819805153394337,,0.03535533905932034,,,,0.02121320343559723,,,,2,0,2,2,0,2,0,0,0,2,0,0,0,"['5', '5']"
-93.261818,44.975227,210,-94.26,,-88.48,-97.54,,-88.74,,,,-88.14,,,,-94.26,,-88.48,-97.54,,-88.74,,,,-88.14,,,,-94.26,,-88.48,-97.54,,-88.74,,,,-88.14,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0,0,0,1,0,0,0,['5']
-93.261818,44.975231,210,-95.46125,,-89.55125,-98.8575,,-91.09375,,,,-89.50500000000001,,,,-94.23,,-88.48,-98.38,,-89.97,,,,-88.45,,,,-96.31,,-90.31,-99.74,,-92.77,,,,-90.22,,,,0.8090989256132771,,0.5996055250865252,0.41736417807815607,,1.002196694409694,,,,0.5616557155919817,,,,8,0,8,8,0,8,0,0,0,8,0,0,0,"['5', '5', '5', '5', '5', '5', '5', '5']"
-93.261818,44.975235,210,-94.74000000000001,,-90.07,-97.81,,-91.12,,,,-89.96000000000001,,,,-94.58,,-89.88,-97.77,,-90.7,,,,-89.72,,,,-94.9,,-90.26,-97.85,,-91.54,,,,-90.2,,,,0.22627416997970545,,0.26870057685089993,0.05656854249492762,,0.5939696961967024,,,,0.3394112549695406,,,,2,0,2,2,0,2,0,0,0,2,0,0,0,"['5', '5']"
-93.261818,44.975239,240,-116.92,,-114.18,,,-114.06,-129.51,,,-113.16,,,,-116.92,,-114.18,,,-114.06,-129.51,,,-113.16,,,,-116.92,,-114.18,,,-114.06,-129.51,,,-113.16,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,0,0,1,0,0,0,['19']
-93.261818,44.975269,30,-115.95,,-97.03999999999999,,,-98.285,-113.78,,-109.15,-97.035,,,,-115.95,,-97.02,,,-98.16,-113.38,,-109.15,-97.02,,,,-115.95,,-97.06,,,-98.41,-114.18,,-109.15,-97.05,,,,,,0.028284271247461298,,,0.1767766952966369,0.5656854249492461,,,0.02121320343559723,,,,1,0,2,0,0,2,2,0,1,2,0,0,0,"['19', '19']"
-93.261818,44.975269,60,-112.61,,-97.405,,,-98.33000000000001,-116.42,,-110.61,-97.39500000000001,,,,-112.61,,-97.32,,,-98.23,-116.42,,-109.78,-97.31,,,,-112.61,,-97.49,,,-98.43,-116.42,,-111.44,-97.48,,,,,,0.12020815280171931,,,0.14142135623731653,,,1.1737972567696664,0.12020815280171931,,,,1,0,2,0,0,2,1,0,2,2,0,0,0,"['19', '19']"
-93.261818,44.975288,210,-104.9175,,-100.23,-106.8275,,-98.0825,,,,-97.1025,,,,-99.52,,-94.44,-100.63,,-92.18,,,,-92.14,,,,-109.7,,-104.44,-110.73,,-104.14,,,,-101.93,,,,4.397289885069364,,4.4587217899303795,4.810768303157688,,4.9574481002494295,,,,4.1645357884563055,,,,4,0,4,4,0,4,0,0,0,4,0,0,0,"['15', '15', '15', '15']"
-93.261818,44.975292,210,-96.59,,-91.75,-98.34,,-91.52,,,,-91.45,,,,-96.59,,-91.75,-98.34,,-91.52,,,,-91.45,,,,-96.59,,-91.75,-98.34,,-91.52,,,,-91.45,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0,0,0,1,0,0,0,['15']
-93.261818,44.9753,120,,,-107.434,-100.94800000000001,,-108.36800000000001,,,,-100.84,-109.176,,,,,-106.77,-100.24,,-108.3,,,,-100.2,-108.44,,,,,-108.0,-101.84,,-108.62,,,,-101.72,-110.46,,,,,0.5985231825084167,0.7728971471030319,,0.14113823011501725,,,,0.7116530053333588,0.8875415483232284,,,0,0,5,5,0,5,0,0,0,5,5,0,0,"['8', '8', '8', '8', '8']"
-93.261818,44.9753,270,-122.356,,-109.518,-118.52249999999998,,-109.91600000000001,,,,-108.864,-136.91,,,-120.21,,-107.48,-117.16,,-109.14,,,,-107.22,-136.91,,,-126.1,,-110.58,-119.74,,-110.53,,,,-109.9,-136.91,,,2.2552671682086802,,1.2722303250591056,1.332825945125617,,0.6257635336131366,,,,1.0732334322038282,,,,5,0,5,4,0,5,0,0,0,5,1,0,0,"['13', '13', '13', '13', '13']"
-93.261818,44.975319,210,-97.17666666666666,,-85.53000000000002,,,-87.65666666666668,,,-98.37333333333333,-85.53000000000002,,,,-96.78,,-85.5,,,-86.87,,,-98.13,-85.5,,,,-97.56,,-85.55,,,-88.2,,,-98.86,-85.55,,,,0.39017090272512006,,0.026457513110641987,,,0.6975910932153124,,,0.421465696508427,0.026457513110641987,,,,3,0,3,0,0,3,0,0,3,3,0,0,0,"['7', '7', '7']"
-93.261818,44.97533,90,-106.73,,-97.06,,,-96.21333333333332,,,-106.90000000000002,-96.12,,,,-106.73,,-97.06,,,-95.42,,,-106.4,-95.4,,,,-106.73,,-97.06,,,-97.16,,,-107.75,-96.98,,,,0.0,,0.0,,,0.8800757543151222,,,0.7399324293474412,0.7992496481075226,,,,3,0,3,0,0,3,0,0,3,3,0,0,0,"['1', '1', '1']"
-93.261818,44.975349,240,-92.6625,,-84.89750000000001,-94.16999999999999,,-85.4375,,,,-84.5975,,,,-92.22,,-84.02,-94.1,,-84.22,,,,-83.73,,,,-93.25,,-85.95,-94.3,,-86.34,,,,-85.26,,,,0.4325409421854389,,0.7947483878561807,0.09201449161228094,,0.9863865030166103,,,,0.638298519503216,,,,4,0,4,4,0,4,0,0,0,4,0,0,0,"['10', '10', '10', '10']"
-93.261818,44.975353,240,-92.44,,-84.64,-94.31,,-84.63,,,,-84.19,,,,-92.44,,-84.64,-94.31,,-84.63,,,,-84.19,,,,-92.44,,-84.64,-94.31,,-84.63,,,,-84.19,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0,0,0,1,0,0,0,['10']
-93.261818,44.975395,300,,,,,,-116.55,,,,-116.29,,,,,,,,,-116.55,,,,-116.29,,,,,,,,,-116.55,,,,-116.29,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,1,0,0,0,['8']
-93.261818,44.975399,30,,-120.91666666666667,-108.18333333333334,,-120.49,-107.73333333333333,-116.11,,,-107.36666666666667,,,,,-119.57,-107.6,,-120.49,-107.55,-115.98,,,-107.05,,,,,-122.13,-109.0,,-120.49,-107.95,-116.24,,,-107.56,,,,,1.2851977798507725,0.7285830998131434,,,0.2020725942163716,0.18384776310849593,,,0.27646579052992204,,,,0,3,3,0,1,3,2,0,0,3,0,0,0,"['19', '19', '19']"
-93.261818,44.975399,300,,,-115.035,,,-115.88,,,,-115.03333333333335,,,,,,-114.35,,,-115.88,,,,-114.13,,,,,,-115.72,,,-115.88,,,,-115.83,,,,,,0.9687362902255733,,,,,,,0.8550048732804604,,,,0,0,2,0,0,1,0,0,0,3,0,0,0,"['8', '8', '8']"
-93.261818,44.975403,30,,,-109.85,,-118.8,-108.07,-122.66,,,-108.01,,,,,,-109.85,,-118.8,-108.07,-122.66,,,-108.01,,,,,,-109.85,,-118.8,-108.07,-122.66,,,-108.01,,,,,,,,,,,,,,,,,0,0,1,0,1,1,1,0,0,1,0,0,0,['19']
-93.261818,44.97541,60,,,-90.23,,,-90.67666666666666,-101.03333333333332,,-102.29333333333334,-89.31333333333333,,,,,,-90.17,,,-89.75,-100.8,,-101.77,-89.12,,,,,,-90.34,,,-92.03,-101.28,,-102.63,-89.52,,,,,,0.0953939201416942,,,1.1983878059014668,0.24027761721253307,,0.4593836450433764,0.20033305601754842,,,,0,0,3,0,0,3,3,0,3,3,0,0,0,"['10', '10', '10']"
-93.261818,44.97541,210,,,-84.42500000000001,,,-83.3,-95.95500000000001,,-95.41499999999999,-83.195,,,,,,-83.87,,,-82.89,-95.37,,-94.27,-82.84,,,,,,-84.98,,,-83.71,-96.54,,-96.56,-83.55,,,,,,0.7848885271170724,,,0.5798275605729641,0.8273149339882668,,1.6192745289171933,0.5020458146424392,,,,0,0,2,0,0,2,2,0,2,2,0,0,0,"['19', '19']"
-93.261818,44.975414,60,,,-89.565,,,-89.00999999999999,-100.58,,-100.925,-88.83,,,,,,-89.33,,,-88.88,-100.08,,-100.49,-88.77,,,,,,-89.8,,,-89.14,-101.08,,-101.36,-88.89,,,,,,0.33234018715767655,,,0.18384776310850096,0.7071067811865476,,0.6151828996322996,0.08485281374238891,,,,0,0,2,0,0,2,2,0,2,2,0,0,0,"['10', '10']"
-93.261818,44.975414,210,,,-84.98,,,-85.65,-96.72,,-99.15,-84.97,,,,,,-84.98,,,-85.65,-96.72,,-99.15,-84.97,,,,,,-84.98,,,-85.65,-96.72,,-99.15,-84.97,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,0,1,1,0,0,0,['19']
-93.261818,44.97546,0,,-84.25666666666666,-82.98333333333333,,-86.24,-85.41666666666667,,,,-82.98333333333333,,,,,-84.13,-82.74,,-86.21,-85.13,,,,-82.74,,,,,-84.44,-83.34,,-86.28,-85.82,,,,-83.34,,,,,0.16258331197675727,0.3156474826976044,,0.036055512754637156,0.3594903800289197,,,,0.3156474826976044,,,,0,3,3,0,3,3,0,0,0,3,0,0,0,"['5', '5', '5']"
-93.261818,44.97546,30,,-84.95,-83.09,,-86.41,-86.42,,,,-83.09,,,,,-84.95,-83.09,,-86.41,-86.42,,,,-83.09,,,,,-84.95,-83.09,,-86.41,-86.42,,,,-83.09,,,,,,,,,,,,,,,,,0,1,1,0,1,1,0,0,0,1,0,0,0,['5']
-93.261818,44.975471,30,,-123.10499999999999,-107.08,-119.77,-121.31,-106.24000000000001,-120.595,,,-105.73750000000001,,,,,-123.02,-104.94,-119.77,-119.77,-103.52,-119.1,,,-103.45,,,,,-123.19,-110.01,-119.77,-122.52,-109.16,-122.09,,,-108.41,,,,,0.12020815280170925,2.1438749963558936,,1.40438598682841,2.566034554197065,2.1142492757477833,,,2.143009954868774,,,,0,2,4,1,3,4,2,0,0,4,0,0,0,"['19', '19', '19', '19']"
-93.261818,44.975479,210,,,-90.405,,,-91.43,-103.495,,-102.56,-90.34,,,,,,-90.18,,,-90.58,-102.37,,-102.53,-90.05,,,,,,-90.63,,,-92.28,-104.62,,-102.59,-90.63,,,,,,0.3181980515339384,,,1.2020815280171377,1.590990257669732,,0.04242640687119446,0.4101219330882014,,,,0,0,2,0,0,2,2,0,2,2,0,0,0,"['1', '1']"
-93.261818,44.975483,210,,,-90.28,,,-92.71,-106.27,,-102.84,-90.26,,,,,,-90.28,,,-92.71,-106.27,,-102.84,-90.26,,,,,,-90.28,,,-92.71,-106.27,,-102.84,-90.26,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,0,1,1,0,0,0,['1']
-93.261818,44.975491,120,,-109.905,-107.602,-111.38,-109.72200000000001,-107.84400000000001,,,,-107.298,,,,,-109.51,-106.84,-111.38,-108.59,-106.77,,,,-106.35,,,,,-110.86,-108.43,-111.38,-110.7,-108.53,,,,-108.28,,,,,0.6396092557178923,0.6794998160411823,,0.7715698283370046,0.7923887934593703,,,,0.774383625859948,,,,0,4,5,1,5,5,0,0,0,5,0,0,0,"['8', '8', '8', '8', '8']"
-93.261818,44.975498,210,-108.71666666666665,,-96.77666666666666,-114.58666666666666,,-97.71,,,,-96.46333333333332,,,,-108.07,,-94.94,-113.09,,-95.82,,,,-94.7,,,,-109.17,,-99.17,-116.62,,-99.52,,,,-98.57,,,,0.5749202843293462,,2.1692471812436067,1.8251666590570186,,1.8512968427564445,,,,1.9577112487119597,,,,3,0,3,3,0,3,0,0,0,3,0,0,0,"['19', '19', '19']"
-93.261818,44.975502,210,-110.60499999999999,,-98.255,,,-98.08500000000001,-115.97,,,-97.68,,,,-109.63,,-96.81,,,-96.58,-113.8,,,-96.23,,,,-111.58,,-99.7,,,-99.59,-118.14,,,-99.13,,,,1.3788582233137647,,2.0435385976291176,,,2.1283914113715166,3.0688434303496184,,,2.050609665440987,,,,2,0,2,0,0,2,2,0,0,2,0,0,0,"['19', '19']"
-93.261818,44.97551,210,-97.31,,-88.46000000000001,-100.11,,-89.02,,,-100.04,-88.275,,,,-96.48,,-87.26,-100.11,,-88.02,,,-100.04,-87.05,,,,-98.14,,-89.66,-100.11,,-90.02,,,-100.04,-89.5,,,,1.1737972567696664,,1.6970562748477132,,,1.4142135623730951,,,,1.7324116139070485,,,,2,0,2,1,0,2,0,0,1,2,0,0,0,"['7', '7']"
-93.261818,44.975513,210,-99.23,,-89.66,-100.68,,-89.99,,,,-89.06,,,,-99.23,,-89.66,-100.68,,-89.99,,,,-89.06,,,,-99.23,,-89.66,-100.68,,-89.99,,,,-89.06,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0,0,0,1,0,0,0,['7']
-93.261818,44.975525,60,,-123.34,-107.22,,-122.02,-106.54,,,,-106.44,,,,,-123.34,-107.22,,-122.02,-106.54,,,,-106.44,,,,,-123.34,-107.22,,-122.02,-106.54,,,,-106.44,,,,,,,,,,,,,,,,,0,1,1,0,1,1,0,0,0,1,0,0,0,['14']
-93.261818,44.975601,240,,,-104.7225,,,-102.36250000000001,-111.9475,,-114.05499999999999,-101.955,,,,,,-102.2,,,-101.61,-110.27,,-112.99,-101.04,,,,,,-106.66,,,-102.8,-113.56,,-114.63,-102.53,,,,,,2.204576678941636,,,0.5264582921118522,1.453854073374174,,0.7467931440499518,0.654955469224178,,,,0,0,4,0,0,4,4,0,4,4,0,0,0,"['18', '18', '18', '18']"
-93.261818,44.975632,240,,-98.33666666666666,-84.69333333333334,,,-86.47666666666665,,,-97.57666666666667,-84.68666666666667,,,,,-96.81,-83.81,,,-85.57,,,-96.77,-83.8,,,,,-100.18,-85.84,,,-87.65,,,-98.38,-85.84,,,,,1.7071711493969688,1.040304442619241,,,1.0653324989567146,,,0.8050051759667947,1.0458170649465133,,,,0,3,3,0,0,3,0,0,3,3,0,0,0,"['14', '14', '14']"
-93.261818,44.975636,240,,-96.84,-84.75,,,-86.465,,,-101.58,-84.74000000000001,,,,,-96.62,-84.2,,,-85.88,,,-99.41,-84.19,,,,,-97.06,-85.3,,,-87.05,,,-103.75,-85.29,,,,,0.3111269837220793,0.7778174593051983,,,0.8273149339882668,,,3.0688434303496184,0.7778174593052133,,,,0,2,2,0,0,2,0,0,2,2,0,0,0,"['14', '14']"
-93.261818,44.975712,60,,-117.46333333333332,-100.49800000000002,,-116.24000000000001,-99.634,-109.15,,,-99.4,,,,,-115.53,-99.54,,-113.76,-98.56,-108.59,,,-98.52,,,,,-119.02,-101.81,,-118.72,-100.76,-110.39,,,-100.11,,,,,1.7752276849275825,0.8913865603653657,,3.5072496346852664,0.8578344828695107,0.7236366491548,,,0.6602272336097679,,,,0,3,5,0,2,5,5,0,0,5,0,0,0,"['18', '18', '18', '18', '18']"
-93.261818,44.975899,270,,-113.42,-103.235,,-110.95,-100.535,-110.02,,,-100.48,,,,,-113.42,-101.23,,-110.95,-99.92,-108.85,,,-99.84,,,,,-113.42,-105.24,,-110.95,-101.15,-111.19,,,-101.12,,,,,,2.8354981925580494,,,0.8697413408594613,1.6546298679765237,,,0.9050966799187816,,,,0,1,2,0,1,2,2,0,0,2,0,0,0,"['8', '8']"
-93.261818,44.975899,300,,-112.9,-103.18285714285715,,,-100.91714285714285,-108.81285714285715,,-110.93199999999999,-100.61285714285714,,,,,-111.86,-100.45,,,-98.62,-106.08,,-109.69,-98.12,,,,,-113.94,-105.32,,,-102.88,-111.93,,-112.54,-102.87,,,,,1.4707821048680227,2.0913290374441664,,,1.769356891507132,2.413066612464414,,1.2238749936165891,1.9506555674585724,,,,0,2,7,0,0,7,7,0,5,7,0,0,0,"['8', '8', '8', '8', '8', '8', '8']"
-93.26181,44.975166,210,,-98.97,-87.57,,,-89.8,,,-107.58500000000001,-87.37,,,,,-98.09,-86.72,,,-88.8,,,-106.39,-86.61,,,,,-99.85,-88.42,,,-90.8,,,-108.78,-88.13,,,,,1.2445079348883172,1.2020815280171278,,,1.4142135623730951,,,1.689985207035854,1.0748023074035544,,,,0,2,2,0,0,2,0,0,2,2,0,0,0,"['19', '19']"
-93.26181,44.97517,210,,-99.605,-90.25,,-100.61,-89.195,,,,-88.87,,,,,-99.45,-90.1,,-100.13,-88.22,,,,-88.06,,,,,-99.76,-90.4,,-101.09,-90.17,,,,-89.68,,,,,0.21920310216783134,0.2121320343559723,,0.6788225099390912,1.3788582233137747,,,,1.1455129855222101,,,,0,2,2,0,2,2,0,0,0,2,0,0,0,"['19', '19']"
-93.26181,44.975174,210,,-98.13,-87.765,,-99.325,-88.86500000000001,,,,-87.485,,,,,-97.97,-87.27,,-99.2,-88.5,,,,-87.24,,,,,-98.29,-88.26,,-99.45,-89.23,,,,-87.73,,,,,0.22627416997970545,0.7000357133746885,,0.1767766952966369,0.5161879502661875,,,,0.3464823227814147,,,,0,2,2,0,2,2,0,0,0,2,0,0,0,"['19', '19']"
-93.26181,44.975189,150,-100.35499999999999,,-99.375,-103.48,,-100.89500000000001,,,,-99.09,,,,-99.11,,-98.27,-102.87,,-99.29,,,,-97.98,,,,-101.6,,-100.48,-104.09,,-102.5,,,,-100.2,,,,1.7606958851545047,,1.5627059864222757,0.8626702730475871,,2.269812767608808,,,,1.5697770542341347,,,,2,0,2,2,0,2,0,0,0,2,0,0,0,"['5', '5']"
-93.26181,44.975189,180,-97.765,,-95.38,-101.46000000000001,,-96.82499999999999,,,,-95.065,,,,-97.6,,-94.19,-101.3,,-96.27,,,,-94.1,,,,-97.93,,-96.57,-101.62,,-97.38,,,,-96.03,,,,0.23334523779156952,,1.68291413922398,0.22627416997970545,,0.7848885271170724,,,,1.3647160876900415,,,,2,0,2,2,0,2,0,0,0,2,0,0,0,"['5', '5']"
-93.26181,44.975193,180,-95.965,,-91.72,-100.95,,-94.75999999999999,,,,-91.5,,,,-95.91,,-91.14,-100.7,,-94.07,,,,-91.02,,,,-96.02,,-92.3,-101.2,,-95.45,,,,-91.98,,,,0.0777817459305148,,0.8202438661763928,0.3535533905932738,,0.9758073580374474,,,,0.6788225099390912,,,,2,0,2,2,0,2,0,0,0,2,0,0,0,"['5', '5']"
-93.26181,44.975239,210,-93.995,,-85.9175,-97.765,,-87.63,,,,-85.7625,,,,-93.39,,-85.09,-96.8,,-86.68,,,,-84.88,,,,-94.72,,-87.96,-98.99,,-88.65,,,,-87.55,,,,0.5517547764481395,,1.3718448648930144,0.9123047736365265,,0.831745153277129,,,,1.215822766689287,,,,4,0,4,4,0,4,0,0,0,4,0,0,0,"['5', '5', '5', '5']"
-93.26181,44.975239,240,-115.69,,-111.63999999999999,-126.025,,-111.71333333333332,-131.59,,,-111.04666666666668,,,,-114.61,,-111.4,-125.02,,-111.02,-131.59,,,-110.48,,,,-116.58,,-111.91,-127.03,,-112.59,-131.59,,,-111.54,,,,0.9986490875177279,,0.2563201123595219,1.4212846301849693,,0.8008953323208561,,,,0.5337914698956245,,,,3,0,3,2,0,3,1,0,0,3,0,0,0,"['19', '19', '19']"
-93.26181,44.975243,210,-103.36500000000001,,-97.655,-97.85,,-98.49000000000001,-136.565,,-98.29,-97.45750000000001,,,,-94.03,,-85.48,-97.85,,-87.11,-133.14,,-98.29,-85.48,,,,-113.04,,-110.63,-97.85,,-110.94,-139.99,,-98.29,-110.28,,,,9.865084895732016,,13.491914862860146,,,12.294180194981145,4.843681451127867,,,13.267811613073201,,,,4,0,4,1,0,4,2,0,1,4,0,0,0,"['19', '19', '5', '5']"
-93.26181,44.975246,210,-97.48,,-86.99,,,-89.2,,,-99.38,-86.96,,,,-97.48,,-86.99,,,-89.2,,,-99.38,-86.96,,,,-97.48,,-86.99,,,-89.2,,,-99.38,-86.96,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,0,1,1,0,0,0,['5']
-93.26181,44.97525,210,-97.32,,-85.96666666666665,-99.875,,-87.74000000000001,,,-98.995,-85.82000000000001,,,,-97.13,,-85.46,-99.53,,-87.45,,,-98.74,-85.35,,,,-97.51,,-86.37,-100.22,,-88.24,,,-99.25,-86.34,,,,0.2687005768508899,,0.4637168676394463,0.4879036790187162,,0.4348562981031674,,,0.3606244584051378,0.4968903299521944,,,,2,0,3,2,0,3,0,0,2,3,0,0,0,"['5', '5', '5']"
-93.26181,44.975254,210,-96.465,,-85.62,,,-86.475,,,-97.375,-85.19,,,,-95.56,,-84.55,,,-85.95,,,-96.81,-84.3,,,,-97.37,,-86.69,,,-87.0,,,-97.94,-86.08,,,,1.2798632739476528,,1.513208511739217,,,0.7424621202458679,,,0.7990306627407955,1.2586500705120554,,,,2,0,2,0,0,2,0,0,2,2,0,0,0,"['5', '5']"
-93.26181,44.975258,150,,,-99.65,,,-100.61500000000001,-109.62,,-111.22,-99.42500000000001,,,,,,-99.09,,,-100.47,-109.55,,-111.19,-99.09,,,,,,-100.21,,,-100.76,-109.69,,-111.25,-99.76,,,,,,0.7919595949289213,,,0.20506096654410824,0.09899494936612208,,0.04242640687119446,0.473761543394983,,,,0,0,2,0,0,2,2,0,2,2,0,0,0,"['19', '19']"
