Lon,Lat,GPS Head,PCI12866_mean,PCI16266_mean,PCI20266_mean,PCI22466_mean,PCI28866_mean,PCI12813_mean,PCI16213_mean,PCI20213_mean,PCI22413_mean,PCI28813_mean,PCI12866_max,PCI16266_max,PCI20266_max,PCI22466_max,PCI28866_max,run_max,PCI12813_max,PCI16213_max,PCI20213_max,PCI22413_max,PCI28813_max,PCI12866_min,PCI16266_min,PCI20266_min,PCI22466_min,PCI28866_min,run_min,PCI12813_min,PCI16213_min,PCI20213_min,PCI22413_min,PCI28813_min,PCI12866_std,PCI16266_std,PCI20266_std,PCI22466_std,PCI28866_std,PCI12813_std,PCI16213_std,PCI20213_std,PCI22413_std,PCI28813_std,PCI12866_count,PCI16266_count,PCI20266_count,PCI22466_count,PCI28866_count,run_count,PCI12813_count,PCI16213_count,PCI20213_count,PCI22413_count,PCI28813_count,run
-93.261711,44.975552,30,,,,,,,,,,-58.352,,,,,,7,,,,,-56.13,,,,,,7,,,,,-61.21,,,,,,,,,,2.146676501012669,0,0,0,0,0,5,0,0,0,0,5,"['7', '7', '7', '7', '7']"
-93.261711,44.975555,30,,,,,,,,,,-56.885000000000005,,,,,,7,,,,,-56.77,,,,,,7,,,,,-57.0,,,,,,,,,,0.16263455967290122,0,0,0,0,0,2,0,0,0,0,2,"['7', '7']"
-93.261711,44.975571,30,,-79.31,-76.1575,-76.41666666666667,-66.86999999999999,,,,,,,-76.31,-72.25,-71.56,-62.77,4,,,,,,,-82.31,-79.25,-81.31,-70.91,4,,,,,,,4.242640687119285,3.185669735968665,4.875103417706475,3.138866947528312,,,,,,0,2,4,3,8,8,0,0,0,0,0,"['4', '4', '4', '4', '4', '4', '4', '4']"
-93.261711,44.975574,30,,,-72.31,-72.88,-63.72666666666667,,,,,,,,-72.31,-72.88,-59.28,4,,,,,,,,-72.31,-72.88,-67.03,4,,,,,,,,,,3.9995041359315193,,,,,,0,0,1,1,3,3,0,0,0,0,0,"['4', '4', '4']"
-93.261711,44.975578,0,,,,,,,,,,-80.73823529411766,,,,,,14,,,,,-79.49,,,,,,14,,,,,-81.95,,,,,,,,,,0.6682648735168407,0,0,0,0,0,17,0,0,0,0,17,"['14', '14', '14', '14', '14', '14', '14', '14', '14', '14', '14', '14', '14', '14', '14', '14', '14']"
-93.261711,44.975578,30,,,-74.77,-74.10666666666667,-63.065,,,,,-80.805,,,-73.06,-72.13,-60.0,4,,,,,-80.52,,,-77.44,-75.31,-65.45,14,,,,,-81.09,,,2.3424986659547957,1.725292245775578,1.9805529530916324,,,,,0.4030508652763423,0,0,3,3,6,8,0,0,0,0,2,"['4', '4', '4', '4', '4', '4', '14', '14']"
-93.261711,44.975578,60,,,,,,,,,,-81.01,,,,,,14,,,,,-81.01,,,,,,14,,,,,-81.01,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,['14']
-93.261711,44.975582,30,,,-77.25,-76.56,-67.13,,,,,,,,-77.25,-76.56,-65.84,4,,,,,,,,-77.25,-76.56,-68.42,4,,,,,,,,,,1.8243354954612965,,,,,,0,0,1,1,2,2,0,0,0,0,0,"['4', '4']"
-93.261711,44.975605,240,,,,,,,,,,-69.96,,,,,,11,,,,,-69.96,,,,,,11,,,,,-69.96,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,['11']
-93.261711,44.975609,30,,,,,,,,,,-60.25,,,,,,19,,,,,-60.25,,,,,,19,,,,,-60.25,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,['19']
-93.261711,44.975609,240,,,,,,,,,,-70.50375,,,,,,11,,,,,-69.98,,,,,,11,,,,,-71.01,,,,,,,,,,0.3820971267697784,0,0,0,0,0,8,0,0,0,0,8,"['11', '11', '11', '11', '11', '11', '11', '11']"
-93.261711,44.975613,30,,,,,,,,,,-63.13,,,,,,19,,,,,-63.13,,,,,,19,,,,,-63.13,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,['19']
-93.261711,44.975616,210,,,,,,,,,,-73.81,,,,,,1,,,,,-73.81,,,,,,1,,,,,-73.81,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,['1']
-93.261711,44.97562,210,,,,,,,,,,-71.19222222222221,,,,,,7,,,,,-68.39,,,,,,1,,,,,-74.88,,,,,,,,,,2.2795820767071486,0,0,0,0,0,9,0,0,0,0,9,"['1', '1', '7', '7', '7', '7', '7', '7', '7']"
-93.261711,44.975624,210,,,,,,,,,,-71.97,,,,,,7,,,,,-70.88,,,,,,7,,,,,-73.17,,,,,,,,,,1.1489560478973977,0,0,0,0,0,3,0,0,0,0,3,"['7', '7', '7']"
-93.261711,44.975628,210,,,,,,,,,,-68.72666666666667,,,,,,7,,,,,-62.75,,,,,,19,,,,,-73.0,,,,,,,,,,5.333069785155012,0,0,0,0,0,3,0,0,0,0,3,"['19', '7', '7']"
-93.261711,44.975632,210,,,,,,,,,,-67.155,,,,,,7,,,,,-61.63,,,,,,19,,,,,-70.46,,,,,,,,,,3.269005965121508,0,0,0,0,0,8,0,0,0,0,8,"['19', '19', '7', '7', '7', '7', '7', '7']"
-93.261711,44.975636,210,,,,,,,,,,-67.33,,,,,,7,,,,,-67.33,,,,,,7,,,,,-67.33,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,['7']
-93.261711,44.975639,240,-84.75,,,-87.06,-60.125,,,,,,-84.75,,,-87.06,-59.94,18,,,,,,-84.75,,,-87.06,-60.31,18,,,,,,,,,,0.26162950903902576,,,,,,1,0,0,1,2,2,0,0,0,0,0,"['18', '18']"
-93.261711,44.975666,180,,-82.905,-91.56,-88.31,-67.71666666666668,,,,,,,-78.31,-91.56,-88.31,-66.73,18,,,,,,,-87.5,-91.56,-88.31,-69.22,18,,,,,,,6.498311319104371,,,1.3229638443031377,,,,,,0,2,1,1,3,3,0,0,0,0,0,"['18', '18', '18']"
-93.261711,44.97567,180,-82.095,-88.53,-93.785,-85.5,-70.00750000000001,,,,,,-80.69,-86.5,-93.19,-85.44,-67.31,18,,,,,,-83.5,-89.75,-94.38,-85.56,-73.07,18,,,,,,1.9869700551342002,1.4397453478538036,0.84145706961199,0.08485281374238891,2.6962983885319405,,,,,,2,4,2,2,4,4,0,0,0,0,0,"['18', '18', '18', '18']"
-93.261711,44.975674,180,-80.41666666666667,-86.24,-86.75,-81.75,-68.99,,,,,,-80.25,-85.38,-81.44,-79.44,-68.45,18,,,,,,-80.5,-87.1,-92.06,-84.06,-69.28,18,,,,,,0.1443375672974085,1.216223663640861,7.509474016201137,3.266833329081853,0.46808118953873146,,,,,,3,2,2,2,3,3,0,0,0,0,0,"['18', '18', '18']"
-93.261711,44.975677,180,-80.055,-84.22,-92.44,-88.63,-69.29666666666667,,,,,,-79.5,-79.56,-92.44,-88.63,-68.58,18,,,,,,-80.61,-88.88,-92.44,-88.63,-70.31,18,,,,,,0.7848885271170724,6.590235200658618,,,0.9023487869628515,,,,,,2,2,1,1,3,3,0,0,0,0,0,"['18', '18', '18']"
-93.261711,44.975681,180,-80.214,-83.36666666666666,-90.402,-84.91666666666667,-72.98857142857143,,,,,,-78.88,-81.69,-83.88,-82.56,-68.69,18,,,,,,-81.19,-85.78,-94.25,-86.38,-78.88,18,,,,,,0.953797672465188,2.1422029160033698,3.8657302026913367,2.060736114434189,3.0437664637278394,,,,,,5,3,5,3,7,7,0,0,0,0,0,"['18', '18', '18', '18', '18', '18', '18']"
-93.261711,44.975685,150,,-88.69,-94.75,,-74.065,,,,,,,-88.69,-94.75,,-73.63,18,,,,,,,-88.69,-94.75,,-74.5,18,,,,,,,,,,0.6151828996322996,,,,,,0,1,1,0,2,2,0,0,0,0,0,"['18', '18']"
-93.261711,44.975689,150,,-83.785,-83.5,-85.69,-73.0,,,,,,,-82.38,-83.5,-85.69,-71.56,18,,,,,,,-85.19,-83.5,-85.69,-75.63,18,,,,,,,1.9869700551342002,,,2.281074308302994,,,,,,0,2,1,1,3,3,0,0,0,0,0,"['18', '18', '18']"
-93.261711,44.975693,120,,-80.13,-82.75,-78.94,-72.7,,,,,,,-80.13,-82.75,-78.13,-72.06,18,,,,,,,-80.13,-82.75,-79.75,-73.34,18,,,,,,,,,1.1455129855222101,0.9050966799187816,,,,,,0,1,1,2,2,2,0,0,0,0,0,"['18', '18']"
-93.261711,44.975693,150,,-84.06,,,-71.55,,,,,,,-84.06,,,-71.55,18,,,,,,,-84.06,,,-71.55,18,,,,,,,,,,,,,,,,0,1,0,0,1,1,0,0,0,0,0,['18']
-93.261711,44.975697,30,,,,,,,,,,-59.685,,,,,,19,,,,,-59.17,,,,,,19,,,,,-60.2,,,,,,,,,,0.7283199846221448,0,0,0,0,0,2,0,0,0,0,2,"['19', '19']"
-93.261711,44.9757,30,,,,,,,,,,-59.660000000000004,,,,,,19,,,,,-59.29,,,,,,19,,,,,-60.16,,,,,,,,,,0.33429029300893537,0,0,0,0,0,5,0,0,0,0,5,"['19', '19', '19', '19', '19']"
-93.261711,44.975704,30,,,,,,,,,,-57.06,,,,,,19,,,,,-56.49,,,,,,19,,,,,-57.63,,,,,,,,,,0.8061017305526645,0,0,0,0,0,2,0,0,0,0,2,"['19', '19']"
-93.261711,44.975719,240,-82.12100000000001,-86.75,-85.188,-85.264,-83.48,,,,,,-79.23,-84.19,-79.06,-80.63,-81.06,4,,,,,,-84.81,-88.31,-89.44,-91.75,-86.5,4,,,,,,2.0696991193032024,1.6289874155437822,4.006041687251894,4.335306217558341,2.769187606501228,,,,,,10,5,5,5,3,10,0,0,0,0,0,"['4', '4', '4', '4', '4', '4', '4', '4', '4', '4']"
-93.261711,44.975719,300,-83.28,,-82.56333333333333,,-71.22857142857143,,,,,,-78.0,,-80.63,,-69.38,6,,,,,,-89.0,,-84.75,,-74.37,6,,,,,,4.571418452369754,,2.071649906073259,,2.100281160316631,,,,,,4,0,3,0,7,7,0,0,0,0,0,"['6', '6', '6', '6', '6', '6', '6']"
-93.261711,44.975723,300,-81.06,,-77.75,,-68.54666666666667,,,,,,-81.06,,-77.75,,-68.09,6,,,,,,-81.06,,-77.75,,-68.97,6,,,,,,,,,,0.44094595284834115,,,,,,1,0,1,0,3,3,0,0,0,0,0,"['6', '6', '6']"
-93.261711,44.975739,0,,,,-83.31333333333333,-75.428,,,,,,,,,-80.13,-72.31,15,,,,,,,,,-86.0,-77.18,15,,,,,,,,,2.9663501703833535,2.1614393352578785,,,,,,0,0,0,3,5,5,0,0,0,0,0,"['15', '15', '15', '15', '15']"
-93.261711,44.975739,30,,-84.535,,-81.09333333333333,-76.72833333333334,,,,,,,-84.19,,-79.5,-74.09,15,,,,,,,-84.88,,-83.03,-78.8,15,,,,,,,0.4879036790187162,,1.7898696414357487,1.9954489887407902,,,,,,0,2,0,3,6,6,0,0,0,0,0,"['15', '15', '15', '15', '15', '15']"
-93.261711,44.975739,60,,-83.82874999999999,,-82.9375,-80.83,,,,,,,-82.06,,-80.56,-76.22,15,,,,,,,-86.5,,-85.69,-84.86,15,,,,,,,1.3194851539250332,,1.8392680997769566,2.9821372968297197,,,,,,0,8,0,8,8,8,0,0,0,0,0,"['15', '15', '15', '15', '15', '15', '15', '15']"
-93.261711,44.97575,60,,-84.56,-82.25,-84.69,-76.36500000000001,,,,,,,-84.56,-82.25,-84.69,-75.75,11,,,,,,,-84.56,-82.25,-84.69,-76.98,11,,,,,,,,,,0.8697413408594512,,,,,,0,1,1,1,2,2,0,0,0,0,0,"['11', '11']"
-93.261711,44.97575,90,,-85.29,-83.25333333333333,-82.23333333333333,-76.30799999999999,,,,,,,-84.81,-81.94,-81.63,-75.18,11,,,,,,,-86.0,-84.38,-82.63,-77.64,11,,,,,,,0.6274551776820391,1.2306637775336247,0.5310681061157184,0.9508259567344624,,,,,,0,3,3,3,5,5,0,0,0,0,0,"['11', '11', '11', '11', '11']"
-93.261711,44.975754,60,,-86.095,-81.16,-80.25,-77.055,,,,,,,-84.94,-79.69,-79.81,-76.09,11,,,,,,,-87.25,-82.63,-80.69,-78.02,11,,,,,,,1.6334166645409265,2.078893936688448,0.6222539674441586,1.3647160876900366,,,,,,0,2,2,2,2,2,0,0,0,0,0,"['11', '11']"
-93.261711,44.97578,300,-77.22,-80.5025,-78.14,-75.83333333333333,-72.2225,,,,,,-73.19,-77.25,-74.5,-73.56,-67.67,9,,,,,,-83.13,-83.69,-81.31,-79.25,-75.51,9,,,,,,4.6596852540345095,2.644432831440421,3.4912939339639313,3.012380011441672,3.016434745097029,,,,,,4,4,4,3,8,8,0,0,0,0,0,"['9', '9', '9', '9', '9', '9', '9', '9']"
-93.261711,44.975784,300,-73.44,-76.69,-72.63,-72.44,-65.495,,,,,,-73.44,-76.69,-72.63,-72.44,-65.19,9,,,,,,-73.44,-76.69,-72.63,-72.44,-65.8,9,,,,,,,,,,0.4313351365237986,,,,,,1,1,1,1,2,2,0,0,0,0,0,"['9', '9']"
-93.261711,44.975788,90,-86.63,-81.06,,-85.31,-79.66,,,,,,-86.63,-81.06,,-85.31,-77.77,8,,,,,,-86.63,-81.06,,-85.31,-81.55,8,,,,,,,,,,2.6728636328851505,,,,,,1,1,0,1,2,2,0,0,0,0,0,"['8', '8']"
-93.261711,44.975788,120,-87.764,-84.162,-87.0,-85.44,-79.58875,,,,,,-86.56,-81.31,-86.5,-82.94,-78.37,8,,,,,,-89.94,-86.75,-87.5,-87.19,-80.56,8,,,,,,1.2905154009154614,2.2881258706635847,0.7071067811865476,1.6298006013006623,0.782640904702973,,,,,,5,5,2,5,8,8,0,0,0,0,0,"['8', '8', '8', '8', '8', '8', '8', '8']"
-93.261711,44.975803,120,-81.69,-80.25,-81.31,,-78.205,,,,,,-81.69,-80.25,-81.31,,-77.81,6,,,,,,-81.69,-80.25,-81.31,,-78.6,6,,,,,,,,,,0.558614357137367,,,,,,1,1,1,0,2,2,0,0,0,0,0,"['6', '6']"
-93.261711,44.975807,120,-80.56,-82.38,-82.0,,-76.595,,,,,,-80.56,-82.38,-82.0,,-75.71,6,,,,,,-80.56,-82.38,-82.0,,-77.48,6,,,,,,,,,,1.2515790027001963,,,,,,1,1,1,0,2,2,0,0,0,0,0,"['6', '6']"
-93.261711,44.975838,120,,-83.03,-81.28,-78.405,-73.90999999999998,,,,,,,-81.75,-79.81,-78.31,-71.83,9,,,,,,,-84.31,-82.75,-78.5,-75.57,9,,,,,,,1.8101933598375632,2.078893936688448,0.13435028842544242,1.9050459312048043,,,,,,0,2,2,2,3,3,0,0,0,0,0,"['9', '9', '9']"
-93.261711,44.975842,120,-79.28,-80.66,,-80.5,-71.638,,,,,,-79.0,-79.88,,-80.31,-70.0,9,,,,,,-79.56,-81.44,,-80.69,-73.93,9,,,,,,0.3959797974644682,1.1030865786510158,,0.26870057685088483,1.427714957545802,,,,,,2,2,0,2,5,5,0,0,0,0,0,"['9', '9', '9', '9', '9']"
-93.261711,44.975895,210,,,,,,,,,,-73.21,,,,,,8,,,,,-73.21,,,,,,8,,,,,-73.21,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,['8']
-93.261711,44.975895,240,,,,,,,,,,-74.21,,,,,,8,,,,,-74.21,,,,,,8,,,,,-74.21,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,['8']
-93.261711,44.975899,210,,,,,,,,,,-72.78375,,,,,,8,,,,,-71.73,,,,,,8,,,,,-74.17,,,,,,,,,,0.7915615218396718,0,0,0,0,0,8,0,0,0,0,8,"['8', '8', '8', '8', '8', '8', '8', '8']"
-93.261711,44.975922,300,,,,,,,,,,-63.56,,,,,,8,,,,,-63.56,,,,,,8,,,,,-63.56,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,['8']
-93.261711,44.975922,330,,,,,,,,,,-67.53666666666668,,,,,,8,,,,,-66.66,,,,,,8,,,,,-68.02,,,,,,,,,,0.7605480480109976,0,0,0,0,0,3,0,0,0,0,3,"['8', '8', '8']"
-93.261711,44.975937,120,,,,,,,,,,-63.13,,,,,,8,,,,,-63.13,,,,,,8,,,,,-63.13,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,['8']
-93.261711,44.975941,120,,,,,,,,,,-63.63,,,,,,8,,,,,-63.63,,,,,,8,,,,,-63.63,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,['8']
-93.261703,44.974918,150,-80.83666666666666,,,-73.04333333333334,-75.15,,,,,,-79.75,,,-72.81,-69.27,5,,,,,,-82.13,,,-73.44,-78.18,5,,,,,,1.2033841171186064,,,0.34530180036213426,3.6608605545691075,,,,,,3,0,0,3,5,5,0,0,0,0,0,"['5', '5', '5', '5', '5']"
-93.261703,44.974968,210,-75.56,,-82.44,-79.66,-68.88333333333333,,,,,,-73.56,,-79.38,-78.44,-66.94,5,,,,,,-77.56,,-85.5,-80.88,-70.24,5,,,,,,2.8284271247461903,,4.327493500861674,1.7253405460951743,1.7264510804923883,,,,,,2,0,2,2,3,3,0,0,0,0,0,"['5', '5', '5']"
-93.261703,44.974972,210,-76.625,,-80.53,-77.125,-65.47200000000001,,,,,,-73.19,,-80.0,-76.56,-64.68,5,,,,,,-80.06,,-81.06,-77.69,-66.58,5,,,,,,4.857823586751585,,0.7495331880577419,0.7990306627407955,0.7497799677238702,,,,,,2,0,2,2,5,5,0,0,0,0,0,"['5', '5', '5', '5', '5']"
-93.261703,44.974976,210,-78.33666666666666,,-79.81333333333333,-80.75333333333333,-65.33,,,,,,-73.94,,-79.5,-78.88,-64.34,5,,,,,,-82.13,,-80.0,-82.5,-66.83,5,,,,,,4.1281997690680265,,0.2730079363925764,1.8133210783899638,0.9755254994104462,,,,,,3,0,3,3,5,5,0,0,0,0,0,"['5', '5', '5', '5', '5']"
-93.261703,44.974979,210,-78.97,,-80.75,-77.25,-65.35,,,,,,-78.0,,-80.75,-76.25,-64.94,5,,,,,,-79.94,,-80.75,-78.25,-66.13,5,,,,,,1.3717871555019006,,,1.4142135623730951,0.4680277769534621,,,,,,2,0,1,2,5,5,0,0,0,0,0,"['5', '5', '5', '5', '5']"
-93.261703,44.974983,210,-78.25,,,-80.0,-66.34,,,,,,-78.25,,,-80.0,-66.34,5,,,,,,-78.25,,,-80.0,-66.34,5,,,,,,,,,,,,,,,,1,0,0,1,1,1,0,0,0,0,0,['5']
-93.261703,44.975052,240,-77.05333333333333,,,,-74.78333333333333,,,,,,-70.25,,,,-71.05,4,,,,,,-83.44,,,,-78.79,4,,,,,,4.336531640224324,,,,2.745159376065441,,,,,,6,0,0,0,9,9,0,0,0,0,0,"['4', '4', '4', '4', '4', '4', '4', '4', '4']"
-93.261703,44.975109,90,-73.66,-73.44,-73.69,-73.8125,-62.91375,,,,,,-71.69,-72.88,-72.44,-70.06,-61.57,4,,,,,,-75.94,-74.0,-76.63,-80.13,-64.42,4,,,,,,1.7709319580379157,0.7919595949289364,1.9733389639559307,4.730696742200522,1.0343243136049194,,,,,,4,2,4,4,8,8,0,0,0,0,0,"['4', '4', '4', '4', '4', '4', '4', '4']"
-93.261703,44.975113,90,-70.0,-69.63,-70.0,-68.75,-61.56,,,,,,-70.0,-69.63,-70.0,-68.75,-61.56,4,,,,,,-70.0,-69.63,-70.0,-68.75,-61.56,4,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,['4']
-93.261703,44.975159,150,,,,,,,,,,-54.7325,,,,,,19,,,,,-54.06,,,,,,19,,,,,-55.25,,,,,,,,,,0.4565632486304602,0,0,0,0,0,8,0,0,0,0,8,"['19', '19', '19', '19', '19', '19', '19', '19']"
-93.261703,44.975178,240,-74.81,,,,-74.25333333333333,,,,,,-74.81,,,,-73.67,4,,,,,,-74.81,,,,-74.71,4,,,,,,,,,,0.5314445722117451,,,,,,1,0,0,0,3,3,0,0,0,0,0,"['4', '4', '4']"
-93.261703,44.975182,240,-76.31,,,-84.44,-75.082,,,,,,-74.56,,,-81.5,-73.74,4,,,,,,-78.06,,,-87.38,-77.66,4,,,,,,2.4748737341529163,,,4.157787873376896,1.6409509438127632,,,,,,2,0,0,2,5,5,0,0,0,0,0,"['4', '4', '4', '4', '4']"
-93.261703,44.975189,180,-74.78666666666668,,-82.64999999999999,-81.79,-77.98,,,,,,-72.18,,-78.38,-78.25,-74.56,5,,,,,,-75.73,,-86.63,-86.06,-83.75,5,,,,,,1.3404725534924837,,4.132638382438026,3.9558437785130014,5.025524848212375,,,,,,6,0,3,3,3,6,0,0,0,0,0,"['5', '5', '5', '5', '5', '5']"
-93.261703,44.975193,180,-71.84,-82.19,-79.31,-81.56,-79.81,,,,,,-71.84,-82.19,-79.31,-81.56,-79.81,5,,,,,,-71.84,-82.19,-79.31,-81.56,-79.81,5,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,['5']
-93.261703,44.975193,210,-72.57,,,,,,,,,,-72.57,,,,,5,,,,,,-72.57,,,,,5,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,0,['5']
-93.261703,44.975197,210,-72.10000000000001,-78.815,-82.095,-81.315,-73.095,,,,,,-71.92,-77.0,-78.69,-80.25,-71.69,5,,,,,,-72.21,-80.63,-85.5,-82.38,-74.5,5,,,,,,0.1571623364550123,2.5667976157071646,4.8153971798803905,1.506137443927343,1.9869700551342002,,,,,,3,2,2,2,2,3,0,0,0,0,0,"['5', '5', '5']"
-93.261703,44.975201,210,-70.752,-79.97,-80.31,-82.125,-79.56,,,,,,-68.68,-78.5,-77.81,-81.0,-78.06,5,,,,,,-72.3,-81.44,-82.81,-83.25,-81.06,5,,,,,,1.5415803579443954,2.078893936688448,3.5355339059327378,1.590990257669732,2.1213203435596424,,,,,,5,2,2,2,2,5,0,0,0,0,0,"['5', '5', '5', '5', '5']"
-93.261703,44.975204,210,-71.276,-82.31333333333333,,-82.81,-78.58333333333333,,,,,,-70.22,-79.44,,-82.81,-76.31,5,,,,,,-72.16,-85.19,,-82.81,-81.63,5,,,,,,0.7906516299862986,2.875001449274997,,,2.7430153724201625,,,,,,5,3,0,1,3,5,0,0,0,0,0,"['5', '5', '5', '5', '5']"
-93.261703,44.975208,210,-70.042,,,-80.905,-80.345,,,,,,-68.18,,,-80.0,-76.75,5,,,,,,-71.35,,,-81.81,-83.94,5,,,,,,1.5955782650813453,,,1.2798632739476528,5.084097756731275,,,,,,5,0,0,2,2,5,0,0,0,0,0,"['5', '5', '5', '5', '5']"
-93.261703,44.975212,210,-71.15,,,-82.19,-79.81,,,,,-64.61,-71.15,,,-82.19,-79.81,5,,,,,-64.61,-71.15,,,-82.19,-79.81,19,,,,,-64.61,,,,,,,,,,,1,0,0,1,1,2,0,0,0,0,1,"['19', '5']"
-93.261703,44.975216,210,,,,,,,,,,-64.255,,,,,,19,,,,,-62.8,,,,,,19,,,,,-65.71,,,,,,,,,,2.057680733252851,0,0,0,0,0,2,0,0,0,0,2,"['19', '19']"
-93.261703,44.97522,210,,,,,,,,,,-63.182,,,,,,19,,,,,-61.98,,,,,,19,,,,,-64.72,,,,,,,,,,1.083222045565916,0,0,0,0,0,5,0,0,0,0,5,"['19', '19', '19', '19', '19']"
-93.261703,44.975224,210,,,,,,,,,,-65.61500000000001,,,,,,19,,,,,-65.2,,,,,,19,,,,,-66.03,,,,,,,,,,0.5868986283848383,0,0,0,0,0,2,0,0,0,0,2,"['19', '19']"
-93.261703,44.975227,210,,,,,,,,,,-64.97666666666667,,,,,,19,,,,,-62.62,,,,,,19,,,,,-66.73,,,,,,,,,,2.1203851851334306,0,0,0,0,0,3,0,0,0,0,3,"['19', '19', '19']"
-93.261703,44.975231,210,,,,,,,,,,-65.86800000000001,,,,,,19,,,,,-65.18,,,,,,19,,,,,-66.98,,,,,,,,,,0.8139226007428506,0,0,0,0,0,5,0,0,0,0,5,"['19', '19', '19', '19', '19']"
-93.261703,44.975239,120,,,,,,,,,,-63.27277777777777,,,,,,8,,,,,-61.32,,,,,,8,,,,,-65.42,,,,,,,,,,1.291118099831463,0,0,0,0,0,18,0,0,0,0,18,"['8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8', '8']"
-93.261703,44.975258,210,,,,,,,,,,-72.25,,,,,,2,,,,,-71.63,,,,,,2,,,,,-72.59,,,,,,,,,,0.5377731863899541,0,0,0,0,0,3,0,0,0,0,3,"['2', '2', '2']"
-93.261703,44.975262,210,,,,,,,,,,-66.80000000000001,,,,,,2,,,,,-62.5,,,,,,19,,,,,-71.73,,,,,,,,,,4.090873989748401,0,0,0,0,0,9,0,0,0,0,9,"['19', '19', '19', '19', '19', '2', '2', '2', '2']"
-93.261703,44.975266,210,,,,,,,,,,-70.25,,,,,,2,,,,,-67.72,,,,,,2,,,,,-71.59,,,,,,,,,,1.6150077399195362,0,0,0,0,0,5,0,0,0,0,5,"['2', '2', '2', '2', '2']"
-93.261703,44.975269,210,,,,,,,,,,-71.40799999999999,,,,,,2,,,,,-68.85,,,,,,2,,,,,-72.66,,,,,,,,,,1.5622643822349638,0,0,0,0,0,5,0,0,0,0,5,"['2', '2', '2', '2', '2']"
-93.261703,44.975273,210,,,,,,,,,,-74.14,,,,,,2,,,,,-74.14,,,,,,2,,,,,-74.14,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,['2']
-93.261703,44.975285,210,,,,,,,,,,-67.865,,,,,,7,,,,,-67.35,,,,,,7,,,,,-68.38,,,,,,,,,,0.7283199846221448,0,0,0,0,0,2,0,0,0,0,2,"['7', '7']"
-93.261703,44.975288,150,,,,,,,,,,-66.69,,,,,,7,,,,,-66.69,,,,,,7,,,,,-66.69,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,['7']
-93.261703,44.975288,210,,,,,,,,,,-68.215,,,,,,7,,,,,-67.5,,,,,,7,,,,,-69.61,,,,,,,,,,0.9466607981038742,0,0,0,0,0,4,0,0,0,0,4,"['7', '7', '7', '7']"
-93.261703,44.975311,240,-72.32333333333334,,-73.42,,-64.87666666666667,,,,,,-71.81,,-73.34,,-64.38,13,,,,,,-72.63,,-73.5,,-65.82,13,,,,,,0.4473626418615359,,0.11313708498984519,,0.8173330614463886,,,,,,3,0,2,0,3,3,0,0,0,0,0,"['13', '13', '13']"
-93.261703,44.975319,30,,,,,,,,,,-58.69,,,,,,19,,,,,-58.25,,,,,,19,,,,,-59.13,,,,,,,,,,0.6222539674441611,0,0,0,0,0,2,0,0,0,0,2,"['19', '19']"
-93.261703,44.975319,60,,,,,,,,,,-60.11,,,,,,7,,,,,-59.28,,,,,,7,,,,,-60.94,,,,,,,,,,1.1737972567696664,0,0,0,0,0,2,0,0,0,0,2,"['7', '7']"
-93.261703,44.975319,90,,,,,,,,,,-61.809000000000005,,,,,,7,,,,,-58.69,,,,,,1,,,,,-64.36,,,,,,,,,,1.3705431117088718,0,0,0,0,0,20,0,0,0,0,20,"['1', '1', '1', '1', '7', '7', '7', '7', '7', '7', '7', '7', '7', '7', '7', '7', '7', '7', '7', '7']"
-93.261703,44.975319,120,,,,,,,,,,-58.94,,,,,,1,,,,,-58.19,,,,,,1,,,,,-59.69,,,,,,,,,,1.0606601717798212,0,0,0,0,0,2,0,0,0,0,2,"['1', '1']"
-93.261703,44.975323,60,,,,,,,,,,-61.49,,,,,,7,,,,,-61.49,,,,,,7,,,,,-61.49,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,['7']
-93.261703,44.975327,30,,,,,,,,,,-58.38,,,,,,19,,,,,-58.38,,,,,,19,,,,,-58.38,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,['19']
-93.261703,44.97533,30,,,,,,,,,,-65.391,,,,,,2,,,,,-58.58,,,,,,19,,,,,-70.52,,,,,,,,,,3.49661248766415,0,0,0,0,0,10,0,0,0,0,10,"['19', '19', '2', '2', '2', '2', '2', '2', '2', '2']"
