Lon,Lat,GPS Head,PCI,Band,RSRP_mean,RSRQ_mean,RSSI_mean,SINR_mean,Pathloss_mean,BLER_mean,CQI_mean,run
-93.262482,44.976238,0,288,Band 66,-80.645,-16.175,-44.165000000000006,8.969999999999999,95.0,22.46,7.665,"['12', '12']"
-93.262482,44.976238,30,288,Band 66,-80.47,-16.619999999999997,-43.59,10.055,95.0,26.475,8.125,"['12', '12']"
-93.262482,44.976238,60,288,Band 66,-79.27,-16.45,-42.575,7.685,94.86500000000001,15.085,7.3,"['12', '12']"
-93.262482,44.976238,240,288,Band 66,-80.84,-15.26,-45.19,7.2,94.0,23.29,7.0,['12']
-93.262482,44.976238,300,288,Band 66,-78.42,-15.47,-42.93,9.81,94.81,15.25,7.83,['12']
-93.262482,44.976238,330,288,Band 66,-80.495,-16.35,-43.8375,5.49,95.2675,26.395,7.925,"['12', '12', '12', '12']"
-93.262482,44.976257,150,288,Band 66,-83.59,-17.48,-45.81,2.36,97.63,28.8,5.3,['12']
-93.262482,44.976261,150,288,Band 66,-82.576,-16.96,-45.402,3.09,96.78200000000001,23.978,5.246,"['12', '12', '12', '12', '12']"
-93.262482,44.976265,150,288,Band 66,-82.8,-16.9375,-45.32000000000001,4.9825,96.99,27.045,4.725,"['12', '12', '12', '12']"
-93.262482,44.976269,150,288,Band 66,-82.31199999999998,-16.979999999999997,-45.036,5.798,96.27,23.238,4.558,"['12', '12', '12', '12', '12']"
-93.262482,44.976273,150,288,Band 66,-82.91333333333333,-16.903333333333332,-45.52,5.986666666666667,96.81666666666666,18.623333333333335,5.323333333333333,"['12', '12', '12']"
-93.262482,44.976276,120,288,Band 66,-81.09,-16.31,-44.74,8.02,95.0,40.96,4.2,['12']
-93.262482,44.976276,150,288,Band 66,-82.945,-16.89,-45.864999999999995,6.59,95.53999999999999,35.004999999999995,4.82,"['12', '12']"
-93.262482,44.97628,120,288,Band 66,-81.195,-16.495,-44.535,7.0,95.0,29.6625,5.720000000000001,"['12', '12', '12', '12']"
-93.262482,44.976284,120,288,Band 66,-81.05333333333334,-16.613333333333333,-44.43000000000001,5.233333333333333,94.97333333333334,27.19333333333333,4.943333333333334,"['12', '12', '12']"
-93.262474,44.976204,330,288,Band 66,-84.055,-17.07,-46.835,1.4449999999999998,96.53,26.82,6.225,"['12', '12']"
-93.262474,44.976208,330,288,Band 66,-84.24,-17.060000000000002,-46.915000000000006,1.415,97.67,20.325000000000003,5.8149999999999995,"['12', '12']"
-93.262474,44.976238,120,288,Band 66,-78.495,-15.690000000000001,-42.57,8.935,94.0,18.905,6.375,"['12', '12']"
-93.262474,44.976238,150,288,Band 66,-78.91,-15.57,-42.980000000000004,8.52,94.995,22.17,6.75,"['12', '12']"
-93.262474,44.976238,180,288,Band 66,-80.005,-16.105,-43.825,7.285,95.505,21.515,6.915,"['12', '12']"
-93.262474,44.976238,210,288,Band 66,-80.895,-16.380000000000003,-44.465,5.74,95.765,16.715,6.3,"['12', '12']"
-93.262474,44.976254,150,288,Band 66,-82.1,-16.775,-45.21,4.84,97.27000000000001,23.565,5.32,"['12', '12']"
-93.262474,44.976257,150,288,Band 66,-83.30000000000001,-17.04,-45.995,1.8199999999999998,97.935,28.91,5.285,"['12', '12']"
-93.262466,44.9762,330,288,Band 66,-81.12428571428573,-16.610000000000003,-44.39714285714285,5.0200000000000005,95.38428571428571,19.607142857142858,7.05,"['12', '12', '12', '12', '12', '12', '12']"
-93.262466,44.976204,330,288,Band 66,-81.27,-16.3,-44.85,4.29,96.25,15.38,6.64,['12']
-93.262466,44.976215,150,288,Band 66,-79.755,-16.814999999999998,-42.84,4.1049999999999995,94.735,11.54,7.165,"['12', '12']"
-93.262466,44.976219,150,288,Band 66,-80.82000000000001,-16.862000000000002,-43.894,5.287999999999999,95.67800000000001,21.622,7.392000000000001,"['12', '12', '12', '12', '12']"
-93.262466,44.976223,150,288,Band 66,-81.21,-16.63,-44.25,6.13,96.04,27.75,5.9,['12']
-93.262466,44.976223,180,288,Band 66,-82.065,-16.645,-45.224999999999994,5.615,96.0,30.55,6.005,"['12', '12']"
-93.262466,44.976227,180,288,Band 66,-81.73333333333333,-16.366666666666667,-45.03,5.696666666666666,96.40333333333332,20.253333333333334,4.786666666666666,"['12', '12', '12']"
-93.262466,44.976227,330,288,Band 66,-80.84,-16.573333333333334,-43.46333333333334,5.986666666666667,96.07,20.08,6.82,"['12', '12', '12']"
-93.262466,44.976231,180,288,Band 66,-82.272,-16.528,-45.471999999999994,4.086,97.0,25.144,4.997999999999999,"['12', '12', '12', '12', '12']"
-93.262466,44.976231,330,288,Band 66,-79.066,-16.184,-41.852,7.6,95.192,20.972,8.198,"['12', '12', '12', '12', '12']"
-93.262466,44.976234,180,288,Band 66,-83.09,-16.64,-46.25750000000001,1.1975,96.735,21.955,5.0075,"['12', '12', '12', '12']"
-93.262466,44.976234,330,288,Band 66,-80.33,-16.425,-43.5475,6.3500000000000005,94.9975,21.955,7.875,"['12', '12', '12', '12']"
-93.262466,44.976238,0,288,Band 66,-79.58384615384615,-16.10923076923077,-42.95000000000001,5.741538461538463,93.41153846153846,20.299999999999997,6.978461538461539,"['12', '12', '12', '12', '12', '12', '12', '12', '12', '12', '12', '12', '12']"
-93.262466,44.976238,30,288,Band 66,-78.95,-15.65,-43.27,4.97,93.0,8.38,6.0,['12']
-93.262466,44.976238,60,288,Band 66,-80.17,-15.45,-44.52,6.56,92.4,7.65,6.17,['12']
-93.262466,44.976238,180,288,Band 66,-82.71199999999999,-16.706,-45.884,0.48200000000000004,97.0,22.836000000000002,4.938000000000001,"['12', '12', '12', '12', '12']"
-93.262466,44.976238,240,288,Band 66,-83.17,-17.3,-45.88,4.22,97.0,16.27,6.0,['12']
-93.262466,44.976238,270,288,Band 66,-84.06,-16.84,-46.92,5.3,96.46,25.17,6.0,['12']
-93.262466,44.976238,330,288,Band 66,-82.13499999999999,-16.2425,-45.44,5.8675,96.49000000000001,21.552500000000002,6.5,"['12', '12', '12', '12']"
-93.262466,44.976242,0,288,Band 66,-79.0,-16.256666666666664,-42.36333333333334,7.3,93.87666666666667,17.72,6.883333333333333,"['12', '12', '12']"
-93.262466,44.976242,180,288,Band 66,-83.50666666666666,-16.91333333333333,-46.576666666666675,2.1766666666666663,96.95333333333333,29.0,4.75,"['12', '12', '12']"
-93.262466,44.976246,0,288,Band 66,-80.38666666666667,-15.903333333333334,-44.27,7.0633333333333335,94.04666666666667,23.926666666666666,7.266666666666667,"['12', '12', '12']"
-93.262466,44.976246,180,288,Band 66,-83.05333333333333,-16.823333333333334,-46.13333333333333,2.13,96.03666666666668,27.47666666666667,5.16,"['12', '12', '12']"
-93.262466,44.97625,0,288,Band 66,-80.31062499999997,-16.017500000000002,-43.99937500000001,6.081250000000001,94.67000000000002,20.314375,6.26,"['12', '12', '12', '12', '12', '12', '12', '12', '12', '12', '12', '12', '12', '12', '12', '12']"
-93.262466,44.97625,30,288,Band 66,-79.95125,-15.6775,-44.041250000000005,8.10125,94.20875000000001,19.105,7.35375,"['12', '12', '12', '12', '12', '12', '12', '12']"
-93.262466,44.97625,180,288,Band 66,-81.4525,-17.1,-44.292500000000004,3.505,96.2825,19.7825,5.1375,"['12', '12', '12', '12']"
-93.262466,44.976254,0,288,Band 66,-80.62666666666667,-16.553333333333335,-43.71,5.213333333333334,95.03000000000002,18.95,6.330000000000001,"['12', '12', '12']"
-93.262466,44.976254,180,288,Band 66,-82.52,-16.95,-45.58,5.75,97.0,30.3,5.36,['12']
-93.262459,44.976196,330,288,Band 66,-79.14,-16.52,-42.580000000000005,6.953333333333333,95.33666666666666,17.013333333333332,7.663333333333334,"['12', '12', '12']"
-93.262459,44.9762,330,288,Band 66,-78.74857142857142,-16.172857142857143,-42.44714285714286,7.13,95.32285714285715,17.041428571428572,8.361428571428572,"['12', '12', '12', '12', '12', '12', '12']"
-93.262459,44.976208,150,288,Band 66,-81.07000000000001,-16.76,-44.13333333333333,4.376666666666666,95.0,22.226666666666663,6.366666666666667,"['12', '12', '12']"
-93.262459,44.976212,150,288,Band 66,-80.82399999999998,-16.686,-43.974000000000004,4.174,94.5,22.906,6.714,"['12', '12', '12', '12', '12']"
-93.262459,44.976215,150,288,Band 66,-79.59,-16.15,-43.425,6.465,94.0,28.814999999999998,7.455,"['12', '12']"
-93.262459,44.976215,330,288,Band 66,-85.79,-17.28,-48.195,3.705,97.455,20.855,5.875,"['12', '12']"
-93.262459,44.976219,330,288,Band 66,-82.68066666666665,-16.607333333333337,-45.322,6.459999999999998,97.764,25.571999999999996,6.964666666666665,"['12', '12', '12', '12', '12', '12', '12', '12', '12', '12', '12', '12', '12', '12', '12']"
-93.262459,44.976223,330,288,Band 66,-82.0,-16.436666666666667,-44.27333333333333,4.506666666666667,97.05999999999999,27.3,6.333333333333333,"['12', '12', '12']"
-93.262459,44.976257,0,288,Band 66,-79.95666666666666,-16.37,-43.19666666666666,6.326666666666667,95.44,21.843333333333334,6.41,"['12', '12', '12']"
-93.262459,44.976261,0,288,Band 66,-79.87914285714285,-16.41085714285714,-43.11828571428572,5.851142857142856,93.80885714285712,21.46914285714286,5.904285714285714,"['12', '12', '12', '12', '12', '12', '12', '12', '12', '12', '12', '12', '12', '12', '12', '12', '12', '12', '12', '12', '12', '12', '12', '12', '12', '12', '12', '12', '12', '12', '12', '12', '12', '12', '12']"
-93.262459,44.976261,30,288,Band 66,-79.202,-15.989999999999998,-43.04,6.247999999999999,94.125,26.615999999999996,6.419,"['12', '12', '12', '12', '12', '12', '12', '12', '12', '12']"
-93.262459,44.976265,0,288,Band 66,-80.18666666666667,-16.27,-43.653333333333336,5.156666666666667,96.0,25.353333333333335,6.0,"['12', '12', '12']"
-93.262459,44.976265,30,288,Band 66,-79.84,-16.53,-43.28,5.34,95.74,13.77,6.5,['12']
-93.262459,44.976269,30,288,Band 66,-79.04,-15.79625,-42.9325,5.046250000000001,94.2325,21.99625,5.79875,"['12', '12', '12', '12', '12', '12', '12', '12']"
-93.262451,44.976185,150,288,Band 66,-80.42,-17.06,-43.230000000000004,4.845,95.14,28.33,6.925,"['12', '12']"
-93.262451,44.976185,330,288,Band 66,-78.17500000000001,-16.18,-41.83,8.120000000000001,94.25999999999999,15.43,8.77,"['12', '12']"
-93.262451,44.976189,150,288,Band 66,-80.9,-16.778,-43.962,5.894,96.018,23.746000000000002,6.504,"['12', '12', '12', '12', '12']"
-93.262451,44.976189,330,288,Band 66,-78.74600000000001,-16.5,-41.944,7.859999999999999,94.328,15.716,8.55,"['12', '12', '12', '12', '12']"
-93.262451,44.976192,150,288,Band 66,-81.77333333333333,-16.666666666666668,-44.779999999999994,4.346666666666667,97.0,20.386666666666667,6.093333333333334,"['12', '12', '12']"
-93.262451,44.976192,330,288,Band 66,-80.86666666666667,-17.07,-43.64666666666667,4.8066666666666675,94.95666666666666,18.35,7.343333333333334,"['12', '12', '12']"
-93.262451,44.976196,150,288,Band 66,-82.49666666666666,-16.69,-45.583333333333336,4.66,97.12666666666667,22.50666666666667,5.343333333333334,"['12', '12', '12']"
-93.262451,44.9762,150,288,Band 66,-84.065,-17.279999999999998,-46.625,2.1175,97.2825,23.0225,5.359999999999999,"['12', '12', '12', '12']"
-93.262451,44.976204,150,288,Band 66,-81.40333333333334,-16.33666666666667,-45.0,2.703333333333333,95.08999999999999,26.19333333333333,5.433333333333334,"['12', '12', '12']"
-93.262451,44.976208,300,288,Band 66,-81.29,-16.09,-44.49,5.88,96.0,20.38,7.29,['12']
-93.262451,44.976208,330,288,Band 66,-80.755,-16.225,-44.22,6.395,96.0,23.18,7.085,"['12', '12']"
-93.262451,44.976212,300,288,Band 66,-85.046,-16.636,-47.394000000000005,4.812,96.11800000000001,20.978,7.0,"['12', '12', '12', '12', '12']"
-93.262451,44.976215,300,288,Band 66,-85.25,-16.924999999999997,-47.915,4.325,96.47999999999999,26.045,6.835,"['12', '12']"
-93.262451,44.976269,60,288,Band 66,-76.683,-15.440999999999999,-40.933,9.474,92.239,26.484,7.369999999999999,"['12', '12', '12', '12', '12', '12', '12', '12', '12', '12']"
-93.262444,44.976166,150,288,Band 66,-81.44,-17.29,-44.02,4.09,93.27,25.27,5.64,['12']
-93.262444,44.97617,150,288,Band 66,-78.72,-17.372500000000002,-41.28,6.29,93.5825,21.28,6.1525,"['12', '12', '12', '12']"
-93.262444,44.97617,300,288,Band 66,-80.35333333333334,-16.33,-43.85,4.666666666666667,97.0,21.346666666666664,7.22,"['12', '12', '12']"
-93.262444,44.97617,330,288,Band 66,-79.55,-15.66,-43.66,6.23,97.0,22.51,7.8,['12']
-93.262444,44.976173,150,288,Band 66,-80.07666666666667,-16.986666666666668,-42.873333333333335,5.623333333333334,94.06333333333333,20.68,6.566666666666666,"['12', '12', '12']"
-93.262444,44.976173,330,288,Band 66,-78.54,-15.89,-42.35999999999999,6.996666666666667,95.36,19.253333333333334,8.173333333333334,"['12', '12', '12']"
-93.262444,44.976177,150,288,Band 66,-80.05666666666667,-16.69333333333333,-43.31333333333333,7.206666666666667,94.62333333333333,22.50333333333333,6.5566666666666675,"['12', '12', '12']"
-93.262444,44.976177,330,288,Band 66,-79.66333333333334,-16.459999999999997,-42.800000000000004,5.6499999999999995,95.43,19.423333333333332,8.086666666666666,"['12', '12', '12']"
-93.262444,44.976181,150,288,Band 66,-80.292,-16.838,-43.291999999999994,6.668000000000001,93.9,21.526000000000003,6.798,"['12', '12', '12', '12', '12']"
-93.262444,44.976181,330,288,Band 66,-79.348,-16.364,-42.724000000000004,6.537999999999999,96.50399999999999,20.169999999999998,8.068,"['12', '12', '12', '12', '12']"
-93.262444,44.976185,150,288,Band 66,-79.41499999999999,-16.945,-42.275000000000006,6.57,94.69,28.81,7.095,"['12', '12']"
-93.262444,44.976185,330,288,Band 66,-79.08,-16.314999999999998,-42.364999999999995,7.880000000000001,95.645,21.78,8.67,"['12', '12']"
-93.262444,44.9762,330,288,Band 66,-80.876,-15.728,-44.924,6.564,94.446,17.901999999999997,7.6739999999999995,"['12', '12', '12', '12', '12']"
-93.262444,44.976204,330,288,Band 66,-81.77,-16.156666666666666,-45.20333333333334,5.5,94.74333333333334,21.566666666666666,7.0,"['12', '12', '12']"
-93.262444,44.976269,90,288,Band 66,-76.89374999999998,-15.706249999999999,-40.96875,9.5375,91.55749999999999,19.483749999999997,7.10625,"['12', '12', '12', '12', '12', '12', '12', '12']"
-93.262436,44.976162,150,288,Band 66,-81.3,-17.295,-43.68,3.715,95.13499999999999,25.259999999999998,5.455,"['12', '12']"
-93.262436,44.976166,150,288,Band 66,-82.305,-17.3,-44.57,3.23,94.68,24.0,5.335,"['12', '12']"
-93.262436,44.976166,300,288,Band 66,-81.71333333333334,-16.373333333333335,-44.9,3.2866666666666666,97.0,17.293333333333333,6.289999999999999,"['12', '12', '12']"
-93.262436,44.9762,330,288,Band 66,-78.8725,-15.43,-43.1425,10.1025,95.1725,13.9325,8.675,"['12', '12', '12', '12']"
-93.262436,44.976265,90,288,Band 66,-75.36500000000001,-15.3525,-39.947500000000005,9.049999999999999,90.255,21.685,7.9825,"['12', '12', '12', '12']"
-93.262428,44.976128,180,288,Band 66,-81.59,-16.843333333333334,-44.39333333333334,4.033333333333333,96.47333333333334,20.88,5.890000000000001,"['12', '12', '12']"
-93.262428,44.976131,180,288,Band 66,-82.554,-16.976,-45.332,3.436,96.612,27.068,5.296,"['12', '12', '12', '12', '12']"
-93.262428,44.976135,180,288,Band 66,-82.495,-16.975,-45.199999999999996,2.91,97.0,27.802500000000002,5.18,"['12', '12', '12', '12']"
-93.262428,44.976139,180,288,Band 66,-82.27,-16.904000000000003,-45.258,3.65,97.02000000000001,25.084,5.204,"['12', '12', '12', '12', '12']"
-93.262428,44.976143,180,288,Band 66,-82.85666666666667,-17.316666666666666,-45.403333333333336,1.9333333333333333,97.23666666666666,27.046666666666667,5.333333333333333,"['12', '12', '12']"
-93.262428,44.976147,180,288,Band 66,-82.52,-17.076666666666668,-45.22333333333333,2.46,96.0,21.936666666666667,5.483333333333334,"['12', '12', '12']"
-93.262428,44.976151,180,288,Band 66,-81.25,-16.863999999999997,-44.285999999999994,3.9880000000000004,95.35,28.2,4.811999999999999,"['12', '12', '12', '12', '12']"
-93.262428,44.976154,150,288,Band 66,-82.26,-17.29,-44.73,4.86,94.8,35.9,5.73,['12']
-93.262428,44.976154,180,288,Band 66,-82.29,-17.146666666666665,-44.903333333333336,3.6466666666666665,95.75666666666666,25.326666666666664,5.173333333333334,"['12', '12', '12']"
-93.262428,44.976158,150,288,Band 66,-80.75399999999999,-17.085999999999995,-43.269999999999996,5.518,94.968,27.704,4.944,"['12', '12', '12', '12', '12']"
-93.262428,44.976162,150,288,Band 66,-81.13,-16.96,-43.81,3.64,94.93,42.6,6.36,['12']
-93.262428,44.976162,300,288,Band 66,-81.63,-16.163333333333334,-45.13333333333333,3.7899999999999996,96.74666666666667,22.8,6.19,"['12', '12', '12']"
-93.262428,44.976196,330,288,Band 66,-77.89,-15.32,-42.51,13.156666666666666,92.11333333333334,11.256666666666668,10.26,"['12', '12', '12']"
-93.262428,44.9762,330,288,Band 66,-79.91400000000002,-15.578,-44.248000000000005,9.39,93.36800000000001,12.736,8.874,"['12', '12', '12', '12', '12']"
-93.262428,44.976261,90,288,Band 66,-77.32,-15.2,-41.58,7.25,89.94,30.7,7.0,['12']
-93.262428,44.976261,120,288,Band 66,-75.91571428571429,-14.59142857142857,-41.065714285714286,9.219999999999999,91.05285714285715,15.604285714285714,7.844285714285715,"['12', '12', '12', '12', '12', '12', '12']"
-93.262421,44.976105,150,288,Band 66,-80.215,-16.765,-43.22,4.175,94.0,28.57,4.51,"['12', '12']"
-93.262421,44.976109,150,288,Band 66,-80.712,-16.759999999999998,-43.908,3.85,95.284,25.877999999999997,4.544,"['12', '12', '12', '12', '12']"
-93.262421,44.976112,150,288,Band 66,-81.53,-17.106666666666666,-44.123333333333335,6.816666666666666,95.06333333333333,29.723333333333333,4.94,"['12', '12', '12']"
-93.262421,44.976116,150,288,Band 66,-80.77999999999999,-16.62666666666667,-44.160000000000004,7.62,95.55333333333333,29.313333333333333,5.27,"['12', '12', '12']"
-93.262421,44.97612,150,288,Band 66,-81.69749999999999,-16.474999999999998,-45.067499999999995,5.1825,96.0,30.682499999999997,5.5975,"['12', '12', '12', '12']"
-93.262421,44.976124,180,288,Band 66,-82.39,-17.113333333333333,-45.156666666666666,2.85,96.0,28.36,5.666666666666667,"['12', '12', '12']"
-93.262421,44.976158,300,288,Band 66,-81.52428571428571,-16.515714285714285,-44.79428571428571,3.505714285714286,95.67999999999999,22.104285714285716,6.3357142857142845,"['12', '12', '12', '12', '12', '12', '12']"
-93.262421,44.976177,330,288,Band 66,-73.64999999999999,-15.88,-37.32333333333333,15.766666666666666,90.63333333333333,11.283333333333333,13.376666666666667,"['12', '12', '12']"
-93.262421,44.976181,330,288,Band 66,-73.55199999999999,-16.098,-37.344,16.364,88.46000000000001,10.264000000000001,12.406,"['12', '12', '12', '12', '12']"
-93.262421,44.976185,330,288,Band 66,-73.685,-15.235,-37.975,15.85,89.91499999999999,12.764999999999999,12.24,"['12', '12', '12', '12']"
-93.262421,44.976189,330,288,Band 66,-77.73400000000001,-15.315999999999999,-42.402,12.966,90.364,9.191999999999998,11.328,"['12', '12', '12', '12', '12']"
