Lon,Lat,GPS Head,PCI,Band,RSRP_mean,RSRQ_mean,RSSI_mean,SINR_mean,Pathloss_mean,BLER_mean,CQI_mean,run
-93.264198,44.975609,210,288,Band 13,-93.47666666666667,-12.663333333333332,-62.46,2.8499999999999996,109.18615384615384,0.0,9.0,"['3', '3', '3']"
-93.264183,44.975636,210,288,Band 13,-92.63666666666666,-12.263333333333334,-62.45333333333334,2.5566666666666666,109.77923076923076,0.0,8.333333333333334,"['3', '3', '3']"
-93.26416,44.975655,210,288,Band 13,-91.56,-10.8,-62.52,4.285,110.27346153846153,0.0,5.75,"['3', '3']"
-93.26413,44.97567,210,288,Band 13,-88.97,-13.75,-58.22,5.05,110.57,0.0,7.0,['3']
-93.26413,44.975674,210,288,Band 13,-89.315,-12.615,-59.705,4.055,109.95,0.0,7.5,"['3', '3']"
-93.264099,44.9757,210,288,Band 13,-85.46333333333332,-9.326666666666666,-59.13666666666666,6.946666666666666,109.7,0.0,10.666666666666666,"['3', '3', '3']"
-93.264069,44.975731,210,288,Band 13,-90.22666666666667,-12.36,-60.67333333333334,4.183333333333334,109.39999999999999,0.0,7.833333333333333,"['3', '3', '3']"
-93.264038,44.975746,210,288,Band 13,-85.71,-9.4,-59.31,6.1,109.2,0.0,8.5,['3']
-93.264038,44.97575,210,288,Band 13,-85.75,-9.84,-58.92,6.08,109.1,0.0,8.0,['3']
-93.264023,44.975788,150,288,Band 13,-82.255,-8.935,-54.56,13.07,104.4975,5.3575,12.665,"['3', '3']"
-93.264023,44.975788,180,288,Band 13,-86.49333333333334,-10.906666666666666,-56.14666666666667,8.76,105.48500000000001,15.354999999999999,9.89,"['3', '3', '3']"
-93.264023,44.975792,180,288,Band 13,-85.07333333333332,-10.600000000000001,-55.26333333333333,7.819999999999999,105.35666666666667,19.0,6.576666666666667,"['3', '3', '3']"
-93.264023,44.975796,180,288,Band 13,-83.40333333333332,-10.276666666666667,-55.160000000000004,9.1,105.96833333333332,3.3699999999999997,7.333333333333333,"['3', '3', '3']"
-93.264023,44.9758,180,288,Band 13,-84.8925,-10.01,-56.692499999999995,8.0825,106.36399999999999,4.69,6.4175,"['3', '3', '3', '3']"
-93.264023,44.975803,180,288,Band 13,-84.18,-10.88,-55.45,6.06,106.204,10.92,5.0,['3']
-93.264023,44.975803,210,288,Band 13,-83.715,-11.59,-54.595,7.53,105.46000000000001,21.145,6.375,"['3', '3']"
-93.264023,44.975807,210,288,Band 13,-83.99,-10.573333333333332,-55.296666666666674,8.8,104.25999999999999,15.385,7.083333333333333,"['3', '3', '3']"
-93.264023,44.975811,210,288,Band 13,-84.986,-10.611999999999998,-55.263999999999996,10.41,104.362,14.947,7.828,"['3', '3', '3', '3', '3']"
-93.264023,44.975815,210,288,Band 13,-84.1075,-10.03,-55.5625,9.4375,104.15499999999999,5.625,6.725,"['3', '3', '3', '3']"
-93.264023,44.975819,210,288,Band 13,-84.84833333333331,-12.271666666666667,-54.52333333333333,8.365,103.835,9.470555555555555,7.993333333333333,"['3', '3', '3', '3', '3', '3']"
-93.264015,44.975765,210,288,Band 13,-88.015,-10.024999999999999,-58.775000000000006,4.975,108.94999999999999,0.0,5.5,"['3', '3']"
-93.264015,44.975788,60,288,Band 13,-83.42,-9.51,-55.7,7.94,104.6,15.307142857142857,10.0,['3']
-93.264015,44.975788,90,288,Band 13,-84.35,-10.68,-55.58,9.57,104.5,18.36857142857143,10.0,['3']
-93.264015,44.975788,120,288,Band 13,-81.31,-8.46,-54.62,9.96,104.39999999999999,21.43,10.0,['3']
-93.264008,44.975769,210,288,Band 13,-85.78,-10.84,-57.78,6.1,108.8,0.0,8.0,['3']
-93.264008,44.975788,0,288,Band 13,-85.5,-10.94,-57.56,9.0,103.69999999999999,9.184285714285714,9.0,['3']
-93.264008,44.975788,30,288,Band 13,-85.2,-11.45,-56.49,5.86,104.14999999999999,12.245714285714286,10.0,['3']
-93.264008,44.975788,150,288,Band 13,-83.78,-8.055,-57.644999999999996,10.985,103.025,4.592142857142857,9.0,"['3', '3']"
-93.264008,44.975788,180,288,Band 13,-82.03,-6.27,-56.88,12.63,102.35,0.0,9.0,['3']
-93.264,44.974476,120,288,Band 13,-81.975,-12.555,-52.405,8.16,109.82,3.125,10.0,"['3', '3']"
-93.264,44.97448,120,288,Band 13,-82.23666666666666,-11.966666666666669,-53.29,9.53,109.56666666666666,0.0,10.333333333333334,"['3', '3', '3']"
-93.264,44.97448,150,288,Band 13,-81.25,-14.75,-49.48,10.9,109.96,0.0,11.0,['3']
-93.264,44.97578,30,288,Band 13,-84.0,-10.19,-55.31,10.4,101.9,0.0,14.0,['3']
-93.264,44.97578,60,288,Band 13,-85.11500000000001,-8.98,-57.015,8.795,101.225,0.0,12.0,"['3', '3']"
-93.264,44.975834,210,288,Band 13,-82.55666666666667,-8.450000000000001,-55.839999999999996,9.413333333333334,103.20666666666666,10.826666666666668,10.166666666666666,"['3', '3', '3']"
-93.263992,44.974468,90,288,Band 13,-85.6175,-12.835,-54.77250000000001,5.397499999999999,108.57,5.717499999999999,8.5,"['3', '3', '3', '3']"
-93.263992,44.974472,120,288,Band 13,-81.39500000000001,-11.469999999999999,-52.96,8.735,110.0,0.0,11.0,"['3', '3']"
-93.263992,44.975857,180,288,Band 13,-84.5,-9.56,-57.94,4.2,104.89,44.44666666666667,5.0,['3']
-93.263992,44.975861,180,288,Band 13,-84.485,-10.3925,-56.3275,6.42,106.7575,33.335,7.5,"['3', '3', '3', '3']"
-93.263985,44.974468,90,288,Band 13,-88.21,-13.66,-56.06,7.07,107.23,0.0,7.0,['3']
-93.263977,44.974468,90,288,Band 13,-87.75666666666666,-12.290000000000001,-55.98666666666666,6.09,107.165,3.703333333333333,6.833333333333333,"['3', '3', '3']"
-93.263977,44.975899,210,288,Band 13,-84.5,-9.456666666666667,-55.46,9.03,106.0,0.0,9.5,"['3', '3', '3']"
-93.263969,44.974468,90,288,Band 13,-87.22,-13.8,-54.74,5.98,105.59,20.0,9.0,['3']
-93.263962,44.974468,90,288,Band 13,-86.86,-12.75,-55.51,5.0625,105.91125,11.157499999999999,7.8325,"['3', '3', '3', '3']"
-93.263962,44.975925,180,288,Band 13,-84.97,-9.23,-56.11,5.17,105.5,0.0,7.0,['3']
-93.263962,44.975929,180,288,Band 13,-84.3,-8.04,-56.95,7.01,105.25,0.0,7.5,['3']
-93.263954,44.974468,120,288,Band 13,-86.51,-15.35,-54.16,4.5,106.0,0.0,10.0,['3']
-93.263947,44.974468,120,288,Band 13,-87.27,-14.590000000000002,-55.376666666666665,3.5733333333333337,107.14666666666666,6.546666666666667,9.67,"['3', '3', '3']"
-93.263947,44.97596,180,288,Band 13,-82.41000000000001,-8.973333333333334,-55.88666666666666,8.203333333333333,104.75,0.0,9.333333333333334,"['3', '3', '3']"
-93.263939,44.974468,120,288,Band 13,-87.77,-14.93,-55.07,3.46,107.17,0.0,7.5,['3']
-93.263939,44.97596,180,288,Band 13,-79.88,-11.63,-51.25,11.8,104.25,0.0,13.0,['3']
-93.263931,44.974468,120,288,Band 13,-88.654,-16.014,-54.57800000000001,0.97,108.508,2.604,8.568000000000001,"['3', '3', '3', '3', '3']"
-93.263924,44.974468,120,288,Band 13,-88.6,-15.81,-54.41,3.33,109.16666666666667,0.0,9.75,['3']
-93.263916,44.974468,120,288,Band 13,-88.41000000000001,-15.553333333333333,-54.76333333333333,2.8666666666666667,108.71777777777777,18.203333333333333,10.223333333333334,"['3', '3', '3']"
-93.263908,44.974468,120,288,Band 13,-88.47,-15.78,-55.56,3.11,108.34,25.0,10.0,['3']
-93.263908,44.97599,180,288,Band 13,-84.06,-7.75,-57.67,8.83,104.0,0.0,6.5,['3']
-93.263908,44.975994,180,288,Band 13,-79.81666666666666,-8.926666666666668,-53.9,9.523333333333333,103.5,0.0,7.276666666666666,"['3', '3', '3']"
-93.263901,44.974468,120,288,Band 13,-86.16400000000002,-14.473999999999998,-54.641999999999996,3.9579999999999997,108.97999999999999,10.178,10.4,"['3', '3', '3', '3', '3']"
-93.263893,44.974464,120,288,Band 13,-86.715,-14.64,-55.08,2.45,110.4,5.215,9.5,"['3', '3']"
-93.263893,44.976002,180,288,Band 13,-83.68,-11.285,-53.040000000000006,7.484999999999999,102.0,0.0,9.25,"['3', '3']"
-93.263893,44.976002,210,288,Band 13,-81.56,-10.94,-53.63,6.2,101.13846153846154,0.0,10.0,['3']
-93.263885,44.974464,120,288,Band 13,-88.30333333333333,-15.486666666666666,-55.836666666666666,1.8,111.14666666666666,0.0,8.61,"['3', '3', '3']"
-93.263878,44.974461,120,288,Band 13,-88.09,-14.9775,-56.0975,2.6075,111.5625,15.4775,8.0,"['3', '3', '3', '3']"
-93.263878,44.976028,210,288,Band 13,-81.43,-8.285,-54.44,9.344999999999999,101.34615384615384,0.0,10.5,"['3', '3']"
-93.26387,44.974457,120,288,Band 13,-86.265,-14.185,-55.025,4.135,109.975,21.075,9.25,"['3', '3']"
-93.26387,44.974461,120,288,Band 13,-86.85,-14.37,-55.48,5.45,110.9,87.5,10.0,['3']
-93.263863,44.974457,120,288,Band 13,-87.47,-14.59,-55.2,5.24,109.21333333333332,0.0,9.67,['3']
-93.263863,44.976059,180,288,Band 13,-83.58,-11.66,-54.05,7.83,101.6923076923077,0.0,10.0,['3']
-93.263855,44.974449,120,288,Band 13,-87.56,-14.48,-56.02,2.1,108.98,0.0,8.0,['3']
-93.263855,44.974453,120,288,Band 13,-87.305,-14.844999999999999,-55.455,3.265,109.05333333333334,26.19,9.5,"['3', '3']"
-93.263855,44.976055,150,288,Band 13,-82.47,-10.5,-51.29,7.78,101.55384615384615,0.0,10.0,['3']
-93.263847,44.974449,120,288,Band 13,-87.55,-14.355,-55.47,5.5675,108.5925,1.0875,8.375,"['3', '3', '3', '3']"
-93.26384,44.974449,120,288,Band 13,-87.59400000000001,-13.574000000000002,-55.936,6.65,107.34,8.48,6.8,"['3', '3', '3', '3', '3']"
-93.263832,44.974449,120,288,Band 13,-88.36500000000001,-14.9225,-56.1,3.8899999999999997,107.70499999999998,22.915,6.75,"['3', '3', '3', '3']"
-93.263824,44.974445,120,288,Band 13,-88.79,-16.14,-55.34,1.81,109.71000000000001,7.69,7.0,['3']
-93.263824,44.974449,120,288,Band 13,-88.37,-15.525,-55.865,1.495,109.10499999999999,67.95,7.0,"['3', '3']"
-93.263817,44.974445,120,288,Band 13,-87.78,-14.64,-56.1,2.8,110.0,0.0,8.0,['3']
-93.263809,44.974442,120,288,Band 13,-87.125,-15.045,-55.1,2.685,111.25,26.96,7.0,"['3', '3']"
-93.263809,44.974445,120,288,Band 13,-87.34,-14.36,-55.97,3.35,109.6,10.53,8.0,['3']
-93.263809,44.976086,210,288,Band 13,-78.68,-6.855,-54.7,11.74,101.9,0.0,7.75,"['3', '3']"
-93.263809,44.976089,210,288,Band 13,-79.94,-8.65,-53.46,12.53,102.1076923076923,25.0,7.0,['3']
-93.263802,44.974442,120,288,Band 13,-87.9075,-15.052499999999998,-55.717499999999994,2.375,111.055,24.5775,7.605,"['3', '3', '3', '3']"
-93.263794,44.974442,120,288,Band 13,-86.55,-15.204999999999998,-53.879999999999995,3.165,109.28999999999999,7.69,9.0,"['3', '3']"
-93.263786,44.974442,120,288,Band 13,-87.55,-14.719999999999999,-54.8,5.244999999999999,108.41499999999999,17.03,6.75,"['3', '3']"
-93.263779,44.974442,120,288,Band 13,-87.49,-14.86,-54.895999999999994,3.313999999999999,108.36799999999998,4.164,6.866,"['3', '3', '3', '3', '3']"
-93.263779,44.976109,210,288,Band 13,-82.988,-10.187999999999999,-53.484,9.842000000000002,102.5230769230769,55.0,8.1,"['3', '3', '3', '3', '3']"
-93.263771,44.974438,120,288,Band 13,-86.9,-15.12,-54.7,3.22,109.64,27.78,9.0,['3']
-93.263763,44.974434,120,288,Band 13,-85.82499999999999,-15.344999999999999,-53.5,3.43,110.305,6.0,10.25,"['3', '3']"
-93.263763,44.974438,120,288,Band 13,-86.95,-15.14,-54.82,3.89,110.02000000000001,0.0,9.5,['3']
-93.263756,44.974434,120,288,Band 13,-87.02,-15.16,-54.82,2.61,110.02,36.36,10.33,['3']
-93.263748,44.97443,120,288,Band 13,-85.24199999999999,-13.986,-54.128,6.0120000000000005,109.151,4.2700000000000005,10.966,"['3', '3', '3', '3', '3']"
-93.263741,44.97443,120,288,Band 13,-82.77,-12.08,-53.71,7.77,108.0,3.03,11.0,['3']
-93.263741,44.976139,210,288,Band 13,-73.86,-6.92,-49.9425,16.7625,99.16428571428571,0.0,8.25,"['3', '3', '3', '3']"
-93.263733,44.97443,120,288,Band 13,-84.19666666666667,-14.153333333333334,-53.04666666666666,5.786666666666666,108.32000000000001,22.26666666666667,10.276666666666666,"['3', '3', '3']"
-93.263725,44.97443,120,288,Band 13,-85.47,-15.23,-53.23,4.02,108.8,66.67,8.5,['3']
-93.263718,44.974426,120,288,Band 13,-88.45333333333333,-15.153333333333334,-56.06,2.493333333333333,109.75999999999999,0.0,7.8066666666666675,"['3', '3', '3']"
-93.263718,44.97443,120,288,Band 13,-88.84599999999999,-15.928,-55.846000000000004,1.536,108.96399999999998,6.4,7.2,"['3', '3', '3', '3', '3']"
-93.26371,44.974419,120,288,Band 13,-84.59,-13.829999999999998,-53.73199999999999,4.57,110.01499999999999,19.462,9.666,"['3', '3', '3', '3', '3']"
-93.26371,44.974422,120,288,Band 13,-87.795,-15.625,-55.055,2.015,109.88,0.0,8.25,"['3', '3']"
-93.26371,44.97617,210,288,Band 13,-77.69666666666667,-7.163333333333333,-51.89666666666667,15.216666666666667,97.34285714285714,0.0,6.666666666666667,"['3', '3', '3']"
-93.263702,44.974419,120,288,Band 13,-83.87333333333333,-13.886666666666665,-52.99666666666667,5.8133333333333335,111.01333333333334,0.0,10.276666666666666,"['3', '3', '3']"
-93.263695,44.974419,120,288,Band 13,-82.16,-12.42,-52.745000000000005,5.98,110.89750000000001,0.0,11.5,"['3', '3']"
-93.263687,44.974419,120,288,Band 13,-81.00800000000001,-12.238000000000001,-51.394000000000005,7.608,108.96,8.791999999999998,11.7,"['3', '3', '3', '3', '3']"
-93.26368,44.974415,120,288,Band 13,-84.20666666666666,-13.716666666666667,-52.85,5.006666666666667,108.10000000000001,19.866666666666664,10.333333333333334,"['3', '3', '3']"
-93.263672,44.974411,120,288,Band 13,-82.82833333333333,-13.578333333333333,-51.94,4.721666666666667,108.47000000000001,3.2883333333333327,10.333333333333334,"['3', '3', '3', '3', '3', '3']"
-93.263672,44.9762,180,288,Band 13,-75.21,-8.2625,-49.0,15.3875,95.89285714285714,0.0,8.5,"['3', '3', '3', '3']"
-93.263664,44.974411,120,288,Band 13,-82.32499999999999,-13.535,-51.8,5.195,108.18,17.485,9.5,"['3', '3']"
-93.263657,44.974411,120,288,Band 13,-84.13333333333333,-15.086666666666666,-52.06666666666666,3.4766666666666666,109.13666666666666,23.19666666666667,8.166666666666666,"['3', '3', '3']"
-93.263649,44.974411,120,288,Band 13,-85.056,-14.324000000000002,-53.748000000000005,2.73,109.67533333333333,0.0,9.35,"['3', '3', '3', '3', '3']"
-93.263641,44.974411,120,288,Band 13,-85.40599999999999,-14.486,-53.498000000000005,3.558,108.31733333333332,6.101999999999999,8.9,"['3', '3', '3', '3', '3']"
-93.263634,44.974411,120,288,Band 13,-84.65,-13.766000000000002,-52.879999999999995,5.596000000000001,107.15133333333333,11.197999999999999,7.8,"['3', '3', '3', '3', '3']"
-93.263634,44.976234,180,288,Band 13,-70.13,-8.06,-41.85,19.07,94.85714285714286,0.0,14.0,['3']
-93.263634,44.976238,210,288,Band 13,-67.76,-8.72,-41.92,17.66,94.44285714285715,0.0,12.67,['3']
-93.263626,44.974411,120,288,Band 13,-83.36666666666666,-15.293333333333335,-50.81,4.616666666666667,105.35333333333334,6.896666666666667,9.0,"['3', '3', '3']"
-93.263618,44.974411,120,288,Band 13,-81.41,-13.21,-51.205,7.4,106.375,3.705,10.75,"['3', '3']"
-93.263618,44.976265,210,288,Band 13,-69.17,-7.98,-44.23,20.3,94.02857142857142,0.0,11.0,['3']
-93.263611,44.974411,120,288,Band 13,-82.35799999999999,-13.512,-51.7,6.378,107.38499999999999,27.827999999999996,9.734,"['3', '3', '3', '3', '3']"
-93.263611,44.976265,210,288,Band 13,-73.92,-10.34,-46.6,15.03,93.61428571428571,0.0,13.0,['3']
-93.263611,44.976269,210,288,Band 13,-71.44,-9.88,-44.58,16.69,93.2,0.0,13.5,['3']
-93.263603,44.974411,120,288,Band 13,-82.92,-13.309999999999999,-52.28,5.84,108.58666666666666,0.0,11.0,"['3', '3']"
-93.263596,44.974411,120,288,Band 13,-80.87666666666667,-10.81,-53.04666666666666,8.46,107.87722222222222,4.166666666666667,11.333333333333334,"['3', '3', '3']"
-93.263588,44.974411,120,288,Band 13,-83.3225,-12.9325,-53.14750000000001,6.3075,107.52375,20.475,10.625,"['3', '3', '3', '3']"
-93.26358,44.974411,120,288,Band 13,-83.426,-13.102,-53.169999999999995,5.723999999999999,108.93800000000002,4.706,10.166,"['3', '3', '3', '3', '3']"
-93.263573,44.974411,120,288,Band 13,-81.54666666666667,-11.706666666666669,-52.67666666666667,7.543333333333333,107.02,14.253333333333332,8.5,"['3', '3', '3']"
-93.263565,44.974411,120,288,Band 13,-78.832,-10.922,-50.858000000000004,10.09,105.21399999999998,17.594,7.8,"['3', '3', '3', '3', '3']"
-93.263565,44.976295,210,288,Band 13,-75.455,-10.305000000000001,-47.425,14.935,100.13857142857142,0.0,11.0,"['3', '3', '3', '3']"
-93.263557,44.974411,120,288,Band 13,-77.68,-10.876666666666665,-49.49666666666666,11.353333333333333,102.82000000000001,6.023333333333333,12.583333333333334,"['3', '3', '3', '3', '3', '3']"
-93.26355,44.974411,120,288,Band 13,-79.049,-12.011,-49.932,7.725,105.15799999999999,29.548000000000002,8.45,"['3', '3', '3', '3', '3', '3', '3', '3', '3', '3']"
-93.263542,44.974411,120,288,Band 13,-79.3925,-12.705,-49.7075,8.3875,105.24166666666666,8.02,5.855,"['3', '3', '3', '3']"
-93.263542,44.976322,210,288,Band 13,-65.49,-4.94,-42.09,22.88,99.41428571428571,0.0,10.0,['3']
-93.263535,44.974403,120,288,Band 13,-75.83,-12.74,-46.11,11.25,105.615,0.0,10.33,['3']
-93.263535,44.974407,120,288,Band 13,-76.00999999999999,-13.120000000000001,-45.9,10.745000000000001,105.53166666666667,0.0,9.5,"['3', '3']"
-93.263535,44.976322,210,288,Band 13,-68.095,-6.42,-44.25,22.52,98.62142857142857,0.0,13.25,"['3', '3']"
-93.263527,44.974403,120,288,Band 13,-77.14500000000001,-12.655,-47.445,9.33,105.6675,0.0,10.0,"['3', '3']"
-93.263519,44.9744,120,288,Band 13,-75.99000000000001,-12.346,-46.51,10.98,104.41399999999999,13.807999999999998,10.366,"['3', '3', '3', '3', '3']"
-93.263512,44.9744,120,288,Band 13,-74.99,-11.115,-46.545,13.595,103.675,31.82,9.75,"['3', '3']"
-93.263512,44.976349,240,288,Band 13,-69.65666666666667,-6.44,-45.18333333333333,20.456666666666667,97.3,0.0,14.666666666666666,"['3', '3', '3']"
-93.263504,44.9744,120,288,Band 13,-74.785,-11.05,-46.575,11.26,103.935,0.0,10.25,"['3', '3']"
-93.263504,44.976349,240,288,Band 13,-69.06,-8.69,-43.38,19.3,96.24285714285713,0.0,15.0,['3']
-93.263496,44.9744,120,288,Band 13,-75.368,-11.062,-47.316,13.75,104.88799999999999,21.23,10.565999999999999,"['3', '3', '3', '3', '3']"
