Lon,Lat,GPS Head,PCI377_4_mean,PCI377_5_mean,PCI377_10_mean,PCI377_11_mean,PCI377_12_mean,PCI377_13_mean,PCI377_20_mean,PCI377_21_mean,PCI377_26_mean,PCI377_28_mean,PCI377_cell_mean,PCI377_29_mean,PCI377_27_mean,PCI377_4_max,PCI377_5_max,PCI377_10_max,PCI377_11_max,PCI377_12_max,PCI377_13_max,PCI377_20_max,PCI377_21_max,PCI377_26_max,PCI377_28_max,PCI377_cell_max,PCI377_29_max,PCI377_27_max,PCI377_4_min,PCI377_5_min,PCI377_10_min,PCI377_11_min,PCI377_12_min,PCI377_13_min,PCI377_20_min,PCI377_21_min,PCI377_26_min,PCI377_28_min,PCI377_cell_min,PCI377_29_min,PCI377_27_min,PCI377_4_std,PCI377_5_std,PCI377_10_std,PCI377_11_std,PCI377_12_std,PCI377_13_std,PCI377_20_std,PCI377_21_std,PCI377_26_std,PCI377_28_std,PCI377_cell_std,PCI377_29_std,PCI377_27_std,PCI377_4_count,PCI377_5_count,PCI377_10_count,PCI377_11_count,PCI377_12_count,PCI377_13_count,PCI377_20_count,PCI377_21_count,PCI377_26_count,PCI377_28_count,PCI377_cell_count,PCI377_29_count,PCI377_27_count,run
-93.261597,44.9758,90,,,,,-101.73333333333333,,,-103.49,,,-102.2225,,,,,,,-100.62,,,-103.49,,,-100.65,,,,,,,-103.96,,,-103.49,,,-104.52,,,,,,,1.9283498990933439,,,,,,1.8890275275918966,,,0,0,0,0,3,0,0,1,0,0,4,0,0,"['8', '8', '8', '8']"
-93.261597,44.975845,330,,,,,,-117.49,,,,,-117.58,,,,,,,,-117.49,,,,,-117.58,,,,,,,,-117.49,,,,,-117.58,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,0,0,['8']
-93.261597,44.975849,330,,,,,,-117.65333333333332,,,,,-117.66000000000001,,,,,,,,-117.49,,,,,-117.49,,,,,,,,-117.98,,,,,-117.98,,,,,,,,0.28290163190291984,,,,,0.2773084924772455,,,0,0,0,0,0,3,0,0,0,0,3,0,0,"['8', '8', '8']"
-93.261597,44.975853,330,,,,,,-118.2,,,,,-118.2,,,,,,,,-118.2,,,,,-118.2,,,,,,,,-118.2,,,,,-118.2,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,0,0,['8']
-93.261597,44.975925,300,,,,,,-118.2,,,,,-117.7,,,,,,,,-118.2,,,,,-117.7,,,,,,,,-118.2,,,,,-117.7,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,0,0,['9']
-93.261597,44.975929,300,,,,,,-118.2575,,,,,-118.21499999999999,,,,,,,,-117.97,,,,,-117.95,,,,,,,,-118.57,,,,,-118.49,,,,,,,,0.2760887538455722,,,,,0.252256483233496,,,0,0,0,0,0,4,0,0,0,0,4,0,0,"['9', '9', '9', '9']"
-93.261597,44.975929,330,,,,,,-116.00666666666666,,,,,-115.89,,,,,,,,-115.8,,,,,-115.81,,,,,,,,-116.11,,,,,-115.99,,,,,,,,0.17897858344878323,,,,,0.0916515138991164,,,0,0,0,0,0,3,0,0,0,0,3,0,0,"['10', '10', '10']"
-93.261597,44.975933,300,,,,,,-116.86,,,,,-116.86500000000001,,,,,,,,-115.8,,,,,-115.8,,,,,,,,-117.92,,,,,-117.93,,,,,,,,1.4990663761154839,,,,,1.506137443927358,,,0,0,0,0,0,2,0,0,0,0,2,0,0,"['9', '10']"
-93.261597,44.975967,150,,,,,,,,-122.89500000000001,,,-122.905,,,,,,,,,,-122.09,,,-122.04,,,,,,,,,,-123.7,,,-123.77,,,,,,,,,,1.1384419177103362,,,1.22329473145272,,,0,0,0,0,0,0,0,2,0,0,2,0,0,"['9', '9']"
-93.261597,44.975971,150,,,,,-119.2,,,-122.03,,,-120.74666666666667,,,,,,,-119.2,,,-121.97,,,-120.2,,,,,,,-119.2,,,-122.09,,,-121.84,,,,,,,,,,0.08485281374238891,,,0.9468544414709866,,,0,0,0,0,1,0,0,2,0,0,3,0,0,"['9', '9', '9']"
-93.261589,44.975201,90,,,,-123.285,,,-122.96,-124.21000000000001,,,-122.896,,,,,,-122.17,,,-122.96,-123.43,,,-122.19,,,,,,-124.4,,,-122.96,-124.99,,,-123.75,,,,,,1.5768481220459987,,,,1.1030865786510107,,,0.5688409267976434,,,0,0,0,2,0,0,1,2,0,0,5,0,0,"['8', '8', '8', '8', '8']"
-93.261589,44.975258,30,,,,,-124.405,,,,,,-124.44,,,,,,,-124.36,,,,,,-124.37,,,,,,,-124.45,,,,,,-124.51,,,,,,,0.06363961030679169,,,,,,0.09899494936611203,,,0,0,0,0,2,0,0,0,0,0,2,0,0,"['19', '19']"
-93.261589,44.975262,30,,,,,-125.2,,,,,,-125.2,,,,,,,-125.2,,,,,,-125.2,,,,,,,-125.2,,,,,,-125.2,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,1,0,0,['19']
-93.261589,44.975277,210,,,,,-118.33500000000001,,,,,,-118.22,,,,,,,-117.36,,,,,,-117.29,,,,,,,-119.31,,,,,,-119.15,,,,,,,1.3788582233137747,,,,,,1.315218613006973,,,0,0,0,0,2,0,0,0,0,0,2,0,0,"['19', '19']"
-93.261589,44.975281,210,,,,,-120.77,,,,,,-120.60000000000001,,,,,,,-120.26,,,,,,-120.2,,,,,,,-121.51,,,,,,-121.09,,,,,,,0.6559725604017268,,,,,,0.45177427992305885,,,0,0,0,0,3,0,0,0,0,0,3,0,0,"['19', '19', '19']"
-93.261589,44.975311,90,,,,,-123.52,,,,,,-123.52,,,,,,,-123.52,,,,,,-123.52,,,,,,,-123.52,,,,,,-123.52,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,1,0,0,['1']
-93.261589,44.975323,90,,,,,-130.66,,,,,,-127.59,,,,,,,-130.66,,,,,,-127.59,,,,,,,-130.66,,,,,,-127.59,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,1,0,0,['15']
-93.261589,44.975327,30,,,,,,,,-127.25999999999999,,,-125.39500000000001,,,,,,,,,,-125.63,,,-124.53,,,,,,,,,,-128.89,,,-126.26,,,,,,,,,,2.3051681066681384,,,1.2232947314527352,,,0,0,0,0,0,0,0,2,0,0,2,0,0,"['19', '19']"
-93.261589,44.975327,60,,-128.5,,,,,,,,,-126.17,,,,-128.5,,,,,,,,,-126.17,,,,-128.5,,,,,,,,,-126.17,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,['15']
-93.261589,44.97533,30,,-135.15,,,,,,-125.07,,,-124.14,,,,-135.15,,,,,,-125.07,,,-123.25,,,,-135.15,,,,,,-125.07,,,-125.03,,,,,,,,,,,,,1.2586500705120554,,,0,1,0,0,0,0,0,1,0,0,2,0,0,"['19', '19']"
-93.261589,44.975334,30,,,,,-125.27,,,-125.43,,,-124.195,,,,,,,-125.27,,,-125.43,,,-123.92,,,,,,,-125.27,,,-125.43,,,-124.47,,,,,,,,,,,,,0.3889087296525941,,,0,0,0,0,1,0,0,1,0,0,2,0,0,"['19', '19']"
-93.261589,44.975349,210,,,,,-117.85749999999999,,,,,,-117.755,,,,,,,-116.38,,,,,,-116.3,,,,,,,-119.01,,,,,,-118.98,,,,,,,1.2791761671742785,,,,,,1.302446416044311,,,0,0,0,0,4,0,0,0,0,0,4,0,0,"['7', '7', '7', '7']"
-93.261589,44.975353,210,,,,,-119.46,,,,,,-119.29,,,,,,,-119.46,,,,,,-119.29,,,,,,,-119.46,,,,,,-119.29,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,1,0,0,['7']
-93.261589,44.975388,30,,,,,,,,,-143.79500000000002,,-143.68,,,,,,,,,,,-139.25,,-139.19,,,,,,,,,,,-148.34,,-148.17,,,,,,,,,,,6.427600640985729,,6.3498188950552,,,0,0,0,0,0,0,0,0,2,0,2,0,0,"['19', '19']"
-93.261589,44.975399,240,,,,,,,,-139.7,,,-139.7,,,,,,,,,,-131.93,,,-131.93,,,,,,,,,,-148.01,,,-148.01,,,,,,,,,,6.83507620050183,,,6.83507620050183,,,0,0,0,0,0,0,0,4,0,0,4,0,0,"['15', '15', '15', '15']"
-93.261589,44.975418,90,,,,,,,,-123.285,,,-123.25999999999999,,,,,,,,,,-122.33,,,-122.31,,,,,,,,,,-124.24,,,-124.21,,,,,,,,,,1.3505739520663034,,,1.3435028842544292,,,0,0,0,0,0,0,0,2,0,0,2,0,0,"['8', '8']"
-93.261589,44.975422,90,,,,,-128.61,,,-126.06,,,-126.0125,,,,,,,-128.61,,,-124.91,,,-124.81,,,,,,,-128.61,,,-127.09,,,-126.67,,,,,,,,,,1.0949429208867503,,,0.858850976596048,,,0,0,0,0,1,0,0,3,0,0,4,0,0,"['8', '8', '8', '8']"
-93.261589,44.975498,60,,,,,,,,,-125.23,,-127.07249999999999,,,,,,,,,,,-123.37,,-123.41,,,,,,,,,,,-127.05,,-130.65,,,,,,,,,,,2.1018087448671365,,4.131524133617858,,,0,0,0,0,0,0,0,0,4,0,4,0,0,"['10', '10', '10', '10']"
-93.261589,44.975502,60,,,,,,,,,-123.37,,-123.41,,,,,,,,,,,-123.37,,-123.41,,,,,,,,,,,-123.37,,-123.41,,,,,,,,,,,0.0,,0.0,,,0,0,0,0,0,0,0,0,2,0,2,0,0,"['10', '10']"
-93.261589,44.975506,150,,,,,-127.3,,,,,,-124.68,,,,,,,-127.3,,,,,,-124.68,,,,,,,-127.3,,,,,,-124.68,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,1,0,0,['18']
-93.261589,44.97551,150,,,,,,-120.79666666666667,,,,,-120.0,,,,,,,,-117.63,,,,,-117.7,,,,,,,,-123.87,,,,,-123.23,,,,,,,,3.1210468329285583,,,,,2.8799131931362147,,,0,0,0,0,0,3,0,0,0,0,3,0,0,"['18', '18', '18']"
-93.261589,44.975513,150,,,,,,-120.05,,,,,-119.595,,,,,,,,-120.05,,,,,-118.53,,,,,,,,-120.05,,,,,-120.66,,,,,,,,0.0,,,,,1.506137443927343,,,0,0,0,0,0,2,0,0,0,0,2,0,0,"['18', '18']"
-93.261589,44.975517,150,,,,,,-125.805,,,,,-124.06,,,,,,,,-125.38,,,,,-123.94,,,,,,,,-126.23,,,,,-124.18,,,,,,,,0.6010407640085764,,,,,0.16970562748477783,,,0,0,0,0,0,2,0,0,0,0,2,0,0,"['18', '18']"
-93.261589,44.975521,150,,,,,,,,-132.63,-130.94000000000003,,-130.2625,,,,,,,,,,-132.63,-125.59,,-125.32,,,,,,,,,,-132.63,-135.99,,-134.41,,,,,,,,,,,5.206486339173473,,3.739825085036283,,,0,0,0,0,0,0,0,1,3,0,4,0,0,"['18', '18', '18', '18']"
-93.261589,44.975574,90,,,,,-128.39,,,,,,-128.735,,,,,,,-128.37,,,,,,-128.59,,,,,,,-128.41,,,,,,-128.88,,,,,,,0.028284271247466325,,,,,,0.20506096654410322,,,0,0,0,0,2,0,0,0,0,0,2,0,0,"['15', '15']"
-93.261589,44.975609,60,,,,,,,,-135.462,,,-135.462,,,,,,,,,,-126.38,,,-126.38,,,,,,,,,,-143.63,,,-143.63,,,,,,,,,,7.373507984670529,,,7.373507984670529,,,0,0,0,0,0,0,0,5,0,0,5,0,0,"['15', '15', '15', '15', '15']"
-93.261589,44.975628,30,,,,,,,,,-114.91,,-114.77,,,,,,,,,,,-114.91,,-114.77,,,,,,,,,,,-114.91,,-114.77,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,0,['19']
-93.261589,44.975632,30,,,,,,-113.275,,,-111.795,,-112.04499999999999,,,,,,,,-109.57,,,-110.05,,-109.16,,,,,,,,-116.98,,,-113.54,,-116.06,,,,,,,,5.23966124859233,,,2.4678026663410573,,3.1762713989834084,,,0,0,0,0,0,2,0,0,2,0,4,0,0,"['19', '19', '19', '19']"
-93.261589,44.975655,30,,,,,,,,-120.07,,,-120.1,,,,,,,,,,-120.07,,,-120.1,,,,,,,,,,-120.07,,,-120.1,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,1,0,0,['7']
-93.261589,44.975655,90,,,,,-129.56,,,,,,-125.96,,,,,,,-129.56,,,,,,-125.96,,,,,,,-129.56,,,,,,-125.96,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,1,0,0,['15']
-93.261589,44.975655,330,,,,,,-117.33,,,,,-117.31,,,,,,,,-117.33,,,,,-117.31,,,,,,,,-117.33,,,,,-117.31,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,0,0,['18']
-93.261589,44.975658,30,,,,,,-111.58,,-120.07,,,-115.06800000000001,,,,,,,,-110.8,,-120.07,,,-110.68,,,,,,,,-113.11,,-120.07,,,-120.16,,,,,,,,1.3251037695214676,,0.0,,,4.797277352832537,,,0,0,0,0,0,3,0,2,0,0,5,0,0,"['7', '7', '7', '7', '7']"
-93.261589,44.975658,90,,,,,-136.48,,,-126.345,,,-126.23,,,,,,,-136.48,,,-126.31,,,-126.21,,,,,,,-136.48,,,-126.38,,,-126.27,,,,,,,,,,0.0494974746830535,,,0.03464101615138091,,,0,0,0,0,1,0,0,2,0,0,3,0,0,"['15', '15', '15']"
-93.261589,44.975658,330,,,,,,-118.53,,,-122.73,,-119.71333333333332,,,,,,,,-118.53,,,-121.54,,-118.98,,,,,,,,-118.53,,,-123.92,,-120.13,,,,,,,,,,,1.68291413922398,,0.6370504951205379,,,0,0,0,0,0,1,0,0,2,0,3,0,0,"['18', '18', '18']"
-93.261589,44.975662,330,,,,,-122.83,-122.36,,,,,-119.75,,,,,,,-122.83,-122.36,,,,,-119.09,,,,,,,-122.83,-122.36,,,,,-120.41,,,,,,,,,,,,,0.9333809511662379,,,0,0,0,0,1,1,0,0,0,0,2,0,0,"['18', '18']"
-93.261589,44.975677,210,,,,,-129.27,,,,,,-129.27,,,,,,,-129.27,,,,,,-129.27,,,,,,,-129.27,,,,,,-129.27,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,1,0,0,['19']
-93.261589,44.975681,210,,,,,-127.305,,,,,,-127.305,,,,,,,-125.34,,,,,,-125.34,,,,,,,-129.27,,,,,,-129.27,,,,,,,2.7789296500631364,,,,,,2.7789296500631364,,,0,0,0,0,2,0,0,0,0,0,2,0,0,"['19', '19']"
-93.261589,44.975685,210,,,,,-125.34,,,,,,-125.34,,,,,,,-125.34,,,,,,-125.34,,,,,,,-125.34,,,,,,-125.34,,,,,,,0.0,,,,,,0.0,,,0,0,0,0,2,0,0,0,0,0,2,0,0,"['19', '19']"
-93.261589,44.975731,30,,,,,-116.91999999999999,-113.78,,,-116.67,,-114.26399999999998,,,,,,,-115.77,-113.78,,,-113.89,,-112.3,,,,,,,-118.07,-113.78,,,-119.45,,-115.45,,,,,,,1.6263455967290523,,,,3.9315137033972056,,1.24696832357522,,,0,0,0,0,2,1,0,0,2,0,5,0,0,"['19', '19', '19', '19', '19']"
-93.261589,44.975739,210,,,,,,,,,-121.78666666666668,,-121.57333333333334,,,,,,,,,,,-121.59,,-121.28,,,,,,,,,,,-122.18,,-122.16,,,,,,,,,,,0.3406366588218791,,0.508068236886866,,,0,0,0,0,0,0,0,0,3,0,3,0,0,"['7', '7', '7']"
-93.261589,44.975746,210,,,,,,-111.81,,,-121.59,,-116.545,,,,,,,,-111.81,,,-121.59,,-111.81,,,,,,,,-111.81,,,-121.59,,-121.28,,,,,,,,,,,,,6.696301217836604,,,0,0,0,0,0,1,0,0,1,0,2,0,0,"['7', '7']"
-93.261589,44.97575,210,,,,,,-111.81,,,,,-111.88,,,,,,,,-111.81,,,,,-111.81,,,,,,,,-111.81,,,,,-112.0,,,,,,,,0.0,,,,,0.10440306508909987,,,0,0,0,0,0,3,0,0,0,0,3,0,0,"['7', '7', '7']"
-93.261589,44.975758,30,,,,,,-116.13,,,,,-115.98,,,,,,,,-116.13,,,,,-115.98,,,,,,,,-116.13,,,,,-115.98,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,0,0,['15']
-93.261589,44.975758,60,,,,,,-116.13,,,,,-115.84,,,,,,,,-116.13,,,,,-115.84,,,,,,,,-116.13,,,,,-115.84,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,0,0,['15']
-93.261589,44.975761,0,,,,,,,,,-115.38,,-114.58,,,,,,,,,,,-115.38,,-114.58,,,,,,,,,,,-115.38,,-114.58,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,0,['15']
-93.261589,44.975761,30,,,,,,-116.57499999999999,,,-118.12,,-115.93666666666667,,,,,,,,-116.46,,,-118.12,,-115.62,,,,,,,,-116.69,,,-118.12,,-116.14,,,,,,,,0.16263455967291376,,,,,0.27790885796126125,,,0,0,0,0,0,2,0,0,1,0,3,0,0,"['15', '15', '15']"
-93.261589,44.975773,210,,-141.84,,,,,,,,,-132.97,,,,-141.84,,,,,,,,,-132.97,,,,-141.84,,,,,,,,,-132.97,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,['19']
-93.261589,44.97578,210,,,,,,,,-129.13,,,-129.13,,,,,,,,,,-129.13,,,-129.13,,,,,,,,,,-129.13,,,-129.13,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,1,0,0,['1']
-93.261589,44.975784,210,,,,,,,,-129.13,,,-129.13,,,,,,,,,,-129.13,,,-129.13,,,,,,,,,,-129.13,,,-129.13,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,1,0,0,['1']
-93.261589,44.975796,90,,,,,-102.31,,,,,,-102.33,,,,,,,-102.31,,,,,,-102.33,,,,,,,-102.31,,,,,,-102.33,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,1,0,0,['8']
-93.261589,44.975796,120,,,,,,-109.99,,,,,-105.58,,,,,,,,-109.99,,,,,-105.58,,,,,,,,-109.99,,,,,-105.58,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,0,0,['8']
-93.261589,44.9758,90,,,,,-102.45999999999998,,,,,,-102.60500000000002,,,,,,,-102.41,,,,,,-102.34,,,,,,,-102.61,,,,,,-103.09,,,,,,,0.09999999999999669,,,,,,0.34044089061098526,,,0,0,0,0,4,0,0,0,0,0,4,0,0,"['8', '8', '8', '8']"
-93.261589,44.975838,300,,,,,-115.13,,,,,,-115.49,,,,,,,-115.13,,,,,,-115.32,,,,,,,-115.13,,,,,,-115.66,,,,,,,0.0,,,,,,0.24041630560342858,,,0,0,0,0,2,0,0,0,0,0,2,0,0,"['8', '8']"
-93.261589,44.975842,300,,,,,-120.69666666666666,,,,,,-120.66833333333331,,,,,,,-115.13,,,,,,-115.32,,,,,,,-121.91,,,,,,-121.91,,,,,,,2.729202569738398,,,,,,2.628394313391099,,,0,0,0,0,6,0,0,0,0,0,6,0,0,"['8', '8', '8', '8', '8', '8']"
-93.261589,44.975842,330,,,,,,-117.49,,,,,-117.845,,,,,,,,-117.49,,,,,-117.7,,,,,,,,-117.49,,,,,-117.99,,,,,,,,0.0,,,,,0.20506096654409317,,,0,0,0,0,0,2,0,0,0,0,2,0,0,"['8', '8']"
-93.261589,44.975845,330,,,,,,-117.49,,,,,-117.58,,,,,,,,-117.49,,,,,-117.58,,,,,,,,-117.49,,,,,-117.58,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,0,0,['8']
-93.261589,44.975922,300,,,,,-117.67,-117.8,,,,,-117.24600000000001,,,,,,,-117.67,-117.4,,,,,-116.5,,,,,,,-117.67,-118.01,,,,,-117.8,,,,,,,0.0,0.3465544690232639,,,,,0.6259233179871189,,,0,0,0,0,2,3,0,0,0,0,5,0,0,"['9', '9', '9', '9', '9']"
-93.261589,44.975925,300,,,,,,-117.27,,,,,-117.34,,,,,,,,-117.27,,,,,-117.34,,,,,,,,-117.27,,,,,-117.34,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,0,0,['9']
-93.261589,44.975925,330,,,,,-116.78,-116.11,,,,,-116.625,,,,,,,-116.78,-116.11,,,,,-116.48,,,,,,,-116.78,-116.11,,,,,-116.77,,,,,,,,,,,,,0.20506096654409317,,,0,0,0,0,1,1,0,0,0,0,2,0,0,"['10', '10']"
-93.261589,44.975945,150,,,,,,,,-123.66,,,-123.66,,,,,,,,,,-123.66,,,-123.66,,,,,,,,,,-123.66,,,-123.66,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,1,0,0,['9']
-93.261589,44.975948,150,,,,,,,,-123.62666666666667,,,-123.54333333333334,,,,,,,,,,-123.6,,,-123.45,,,,,,,,,,-123.64,,,-123.59,,,,,,,,,,0.02309401076758454,,,0.08082903768654383,,,0,0,0,0,0,0,0,3,0,0,3,0,0,"['9', '9', '9']"
-93.261589,44.975952,150,,,,,,,,-124.95,,,-123.745,,,,,,,,,,-124.95,,,-123.57,,,,,,,,,,-124.95,,,-123.92,,,,,,,,,,0.0,,,0.2474873734153027,,,0,0,0,0,0,0,0,2,0,0,2,0,0,"['9', '9']"
-93.261589,44.975956,150,,,,,,,,-128.94,-130.78,,-125.33500000000001,,,,,,,,,,-128.94,-130.78,,-124.34,,,,,,,,,,-128.94,-130.78,,-126.33,,,,,,,,,,,,,1.407142494561231,,,0,0,0,0,0,0,0,1,1,0,2,0,0,"['9', '9']"
-93.261589,44.97596,150,,,,,,,,-124.27,-130.805,,-126.63,,,,,,,,,,-124.27,-130.78,,-124.48,,,,,,,,,,-124.27,-130.83,,-129.02,,,,,,,,,,,0.03535533905933541,,2.2794955582321292,,,0,0,0,0,0,0,0,1,2,0,3,0,0,"['9', '9', '9']"
-93.261589,44.975964,150,,,,,,,,-124.27,,,-124.05,,,,,,,,,,-124.27,,,-124.05,,,,,,,,,,-124.27,,,-124.05,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,1,0,0,['9']
-93.261581,44.975201,90,,,,-122.07833333333333,,,,,,,-122.07166666666666,,,,,,-122.06,,,,,,,-122.04,,,,,,-122.17,,,,,,,-122.19,,,,,,0.044907311951030385,,,,,,,0.05810909280540028,,,0,0,0,6,0,0,0,0,0,0,6,0,0,"['8', '8', '8', '8', '8', '8']"
-93.261581,44.975262,30,,,,,-123.67999999999999,,,-133.63,,,-124.184,,,,,,,-120.73,,,-133.63,,,-120.73,,,,,,,-126.02,,,-133.63,,,-126.81,,,,,,,2.7475200939513846,,,,,,2.8138372376525265,,,0,0,0,0,4,0,0,1,0,0,5,0,0,"['19', '19', '19', '19', '19']"
-93.261581,44.975266,30,,,,,,,,-128.43,,,-126.16,,,,,,,,,,-128.43,,,-126.16,,,,,,,,,,-128.43,,,-126.16,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,1,0,0,['19']
-93.261581,44.975311,90,,,,,-123.52000000000001,,,,,,-123.52000000000001,,,,,,,-123.52,,,,,,-123.52,,,,,,,-123.52,,,,,,-123.52,,,,,,,0.0,,,,,,0.0,,,0,0,0,0,5,0,0,0,0,0,5,0,0,"['1', '1', '1', '1', '1']"
-93.261581,44.97533,60,,,,,-126.78666666666668,,,-128.73,,,-126.20750000000001,,,,,,,-126.62,,,-128.73,,,-125.78,,,,,,,-126.97,,,-128.73,,,-126.45,,,,,,,0.17559422921421683,,,,,,0.30478134238609256,,,0,0,0,0,3,0,0,1,0,0,4,0,0,"['15', '15', '15', '15']"
-93.261581,44.975334,60,,,,,-126.1,,,,,,-125.78,,,,,,,-126.1,,,,,,-125.78,,,,,,,-126.1,,,,,,-125.78,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,1,0,0,['15']
-93.261581,44.975334,90,,,,,,,,-123.13,,,-122.95,,,,,,,,,,-123.13,,,-122.95,,,,,,,,,,-123.13,,,-122.95,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,1,0,0,['15']
-93.261581,44.975338,30,,,,,-125.09,,,-129.25,,,-123.97999999999999,,,,,,,-125.09,,,-129.25,,,-123.61,,,,,,,-125.09,,,-129.25,,,-124.35,,,,,,,,,,,,,0.5232590180780465,,,0,0,0,0,1,0,0,1,0,0,2,0,0,"['19', '19']"
-93.261581,44.975338,60,,-132.245,,,,,,,,,-125.91499999999999,,,,-129.83,,,,,,,,,-125.88,,,,-134.66,,,,,,,,,-125.95,,,,3.4153257531310133,,,,,,,,,0.049497474683058526,,,0,2,0,0,0,0,0,0,0,0,2,0,0,"['15', '15']"
-93.261581,44.975338,90,,,,,,,,-125.12,,,-124.66,,,,,,,,,,-125.12,,,-124.66,,,,,,,,,,-125.12,,,-124.66,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,1,0,0,['15']
-93.261581,44.975342,30,,,,,,-130.675,,-128.83,-142.24,,-126.96499999999999,,,,,,,,-129.98,,-128.83,-142.24,,-126.38,,,,,,,,-131.37,,-128.83,-142.24,,-127.66,,,,,,,,0.9828784258493215,,,,,0.5340099874222042,,,0,0,0,0,0,2,0,1,1,0,4,0,0,"['19', '19', '19', '19']"
-93.261581,44.975342,60,,-127.16,,,,,,-127.58,,,-125.74000000000001,,,,-127.16,,,,,,-126.97,,,-125.33,,,,-127.16,,,,,,-128.19,,,-126.08,,,,,,,,,,0.8626702730475871,,,0.3798683982644523,,,0,1,0,0,0,0,0,2,0,0,3,0,0,"['15', '15', '15']"
-93.261581,44.975357,210,,,,,-120.845,,,,,,-120.53,,,,,,,-120.68,,,,,,-120.5,,,,,,,-121.01,,,,,,-120.56,,,,,,,0.23334523779155444,,,,,,0.04242640687119446,,,0,0,0,0,2,0,0,0,0,0,2,0,0,"['7', '7']"
-93.261581,44.975361,210,,,,,-121.08,,,-121.82,,,-121.55000000000001,,,,,,,-121.08,,,-121.82,,,-121.51,,,,,,,-121.08,,,-121.82,,,-121.59,,,,,,,,,,,,,0.05656854249491757,,,0,0,0,0,1,0,0,1,0,0,2,0,0,"['7', '7']"
-93.261581,44.975361,240,,,,,-119.88,,,,,,-121.17,,,,,,,-119.88,,,,,,-121.17,,,,,,,-119.88,,,,,,-121.17,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,1,0,0,['7']
-93.261581,44.975365,240,,,,,,,,-123.58,,,-123.58,,,,,,,,,,-123.58,,,-123.58,,,,,,,,,,-123.58,,,-123.58,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,1,0,0,['7']
-93.261581,44.975395,30,,,,,,,,,-139.25,,-139.19,,,,,,,,,,,-139.25,,-139.19,,,,,,,,,,,-139.25,,-139.19,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,0,0,['19']
-93.261581,44.975395,60,,,,,-126.97,,,,,,-130.3,,,,,,,-126.97,,,,,,-130.3,,,,,,,-126.97,,,,,,-130.3,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,1,0,0,['19']
-93.261581,44.975399,60,,,,,-123.27,,,,,,-123.56666666666666,,,,,,,-122.01,,,,,,-122.2,,,,,,,-124.75,,,,,,-125.68,,,,,,,1.3831847309741434,,,,,,1.8562686587165513,,,0,0,0,0,3,0,0,0,0,0,3,0,0,"['19', '19', '19']"
-93.261581,44.975399,90,,,,,-123.49249999999999,-143.75,,-126.07,,,-123.765,,,,,,,-121.97,-143.75,,-126.07,,,-122.15,,,,,,,-126.02,-143.75,,-126.07,,,-125.25,,,,,,,1.7631860366960737,,,,,,1.2127118371649526,,,0,0,0,0,4,1,0,1,0,0,6,0,0,"['19', '19', '19', '19', '19', '19']"
-93.261581,44.975399,120,,,,,,-127.59,,,,,-125.37,,,,,,,,-127.59,,,,,-125.37,,,,,,,,-127.59,,,,,-125.37,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,0,0,['19']
